,0,height
0,0.9948916,95.70801719
1,0.61347175,17.35780838
2,0.74180394,27.30582328
3,0.63529146,18.70335181
4,0.47501802,10.76062517
5,0.6726879,21.27956574
6,0.8681754,47.07632855
7,0.602864,16.73964627
8,0.5269774,12.89434129
9,0.5896239,15.99841179
10,0.7355871,26.67533368
11,0.6377576,18.86215476
12,0.65234506,19.83192796
13,0.8459163,42.28103609
14,0.59036607,16.03910479
15,0.77182126,30.6779001
