label,index
2,260833
2,260835
1,260836
0,260841
0,260844
2,260845
0,260851
2,260854
0,260857
1,260860
1,260862
1,260864
3,260865
3,260874
3,260876
3,260878
2,260879
1,260881
0,260885
0,260887
1,260888
1,260889
1,260892
0,260895
0,260897
3,260900
2,260903
2,260905
3,260911
0,260912
0,260916
3,260917
1,260919
0,260921
0,260924
3,260925
0,260927
3,260930
3,260932
2,260934
3,260935
1,260936
2,260941
1,260942
3,260943
2,260945
0,260946
0,260950
1,260951
2,260953
1,260954
1,260957
3,260958
2,260959
1,260960
1,260961
1,260963
3,260965
3,260966
1,260967
1,260971
3,260974
1,260976
3,260978
1,260980
0,260982
0,260983
3,260984
1,260985
0,260986
3,260988
3,260989
2,260991
2,260992
1,260997
2,261002
1,261004
1,261005
3,261010
3,261011
3,261013
3,261014
0,261015
0,261016
3,261021
1,261023
3,261024
3,261028
0,261029
3,261030
3,261031
0,261035
3,261036
3,261037
3,261041
1,261048
2,261052
1,261054
3,261055
1,261056
3,261058
0,261059
2,261060
1,261065
1,261066
1,261067
1,261068
1,261069
1,261070
1,261072
1,261073
3,261078
0,261080
1,261081
2,261082
0,261083
0,261084
0,261087
2,261090
1,261091
3,261092
1,261095
2,261098
2,261100
2,261102
2,261104
3,261105
0,261133
1,261134
2,261135
0,261136
2,261137
2,261139
0,261140
2,261144
0,261145
3,261146
2,261378
1,261402
0,261405
0,261406
2,261431
2,261432
2,261433
1,261434
0,261436
3,261437
3,261439
1,261442
0,261443
1,261444
0,261445
3,261447
0,261451
0,261454
0,261455
3,261458
3,261459
1,261461
3,261463
3,261468
0,261471
3,261484
1,261488
3,261489
1,261493
2,261501
2,261503
1,261504
3,261506
3,261508
3,261509
1,261515
0,261523
1,261524
1,261525
1,261526
1,261527
3,261531
2,261535
1,261536
3,261537
0,261540
3,261543
3,261545
1,261568
3,261575
1,261622
3,261657
0,261658
3,261770
3,261771
1,261772
0,261773
1,261780
2,261782
2,261783
3,261784
1,261785
2,261786
1,261787
3,261789
3,261790
3,261791
0,261801
3,261806
3,261807
2,261808
0,261812
2,261829
3,261834
0,261835
3,261836
3,261837
1,261838
3,261839
3,261840
0,261841
1,261842
3,261843
0,261844
3,261853
3,261854
1,261862
3,261864
3,261865
0,261873
3,261906
1,261943
2,261956
2,261959
1,261960
0,261962
0,261963
1,261964
2,261965
1,261966
3,261967
1,261968
1,261969
2,261970
3,262002
1,262004
0,262006
1,262020
3,262021
1,262022
0,262025
0,262026
1,262027
0,262144
2,262146
1,262150
3,262152
2,262156
1,262157
2,262161
2,262162
2,262164
1,262170
1,262172
0,262173
1,262174
0,262175
1,262177
0,262277
2,262278
0,262412
3,262414
3,262415
2,262416
2,262418
1,262421
2,262422
3,262423
3,262425
2,262426
1,262427
0,262428
2,262429
2,262430
2,262431
3,262433
3,262434
0,262438
0,262439
1,262440
1,262442
2,262443
1,262446
2,262447
3,262449
3,262451
0,262453
0,262459
2,262461
0,262462
0,262463
2,262466
2,262467
3,262468
1,262470
2,262471
2,262472
0,262479
1,262480
0,262481
3,262483
0,262484
3,262485
2,262487
2,262488
0,262489
0,262491
3,262492
0,262493
3,262494
0,262496
1,262497
3,262498
0,262500
1,262501
1,262503
2,262505
2,262507
3,262508
3,262509
0,262513
3,262515
2,262521
0,262523
3,262524
3,262525
0,262526
0,262527
0,262528
3,262529
2,262533
2,262534
1,262535
1,262537
3,262539
2,262541
1,262543
2,262544
3,262547
0,262548
3,262549
1,262553
3,262554
3,262565
0,262568
3,262573
3,262579
3,262580
3,262581
2,262582
3,262584
0,262587
3,262589
1,262593
0,262596
1,262601
0,262602
0,262639
3,262640
3,262644
0,262648
3,262649
3,262651
3,262653
3,262656
2,262658
0,262659
1,262666
1,262671
3,262677
1,262684
0,262685
2,262686
0,262687
3,262689
2,262690
0,262692
1,262696
0,262697
3,262698
0,262701
3,262703
2,262707
3,262711
3,262712
3,262713
0,262726
1,262727
1,262730
0,262732
3,262735
1,262736
0,262737
2,262739
2,262740
1,262741
0,262742
0,262744
1,262746
1,262747
1,262748
0,262749
3,262750
0,262751
3,262754
0,262756
1,262769
3,262775
3,262787
1,262789
2,262790
1,262791
2,262792
3,262794
3,262795
0,262808
2,262809
1,262810
1,262816
3,262817
0,262819
3,262825
3,262827
3,262833
2,262878
1,262884
1,262886
1,262899
1,262904
2,262905
3,262906
2,262908
0,262909
3,262910
0,262913
1,262914
3,262916
0,262917
3,262918
0,262919
2,262920
3,262922
1,262928
0,262945
0,262950
0,262953
1,262954
1,262967
1,262986
0,262988
3,262989
3,262990
0,262992
1,262997
3,263002
2,263003
1,263004
0,263006
1,263008
2,263009
0,263011
0,263014
1,263017
2,263021
1,263023
3,263024
1,263027
2,263028
2,263031
1,263033
1,263034
0,263036
0,263037
2,263040
3,263041
3,263043
1,263047
0,263049
0,263050
0,263051
0,263052
2,263053
1,263057
0,263058
1,263062
1,263064
3,263065
3,263066
3,263070
2,263073
0,263074
3,263075
3,263076
2,263077
0,263078
1,263080
0,263081
2,263082
3,263083
1,263084
3,263093
0,263094
1,263185
2,263186
3,263187
0,263193
2,263194
1,263196
1,263200
2,263202
0,263203
3,263205
2,263207
0,263208
3,263210
3,263212
2,263213
2,263214
1,263215
1,263216
0,263218
2,263219
0,263220
2,263226
1,263227
1,263229
1,263231
2,263235
3,263236
0,263240
1,263242
3,263246
3,263247
1,263248
2,263252
0,263253
3,263279
2,263280
3,263281
2,263284
1,263288
0,263290
2,263291
1,263294
1,263296
2,263297
3,263298
0,263299
0,263300
0,263302
1,263304
0,263305
0,263306
1,263309
1,263310
1,263312
0,263315
0,263318
1,263328
1,263329
1,263330
1,263332
3,263337
0,263338
3,263339
3,263341
1,263343
0,263345
3,263347
0,263352
0,263353
3,263356
3,263357
3,263360
3,263367
1,263368
3,263369
2,263370
1,263371
0,263372
0,263374
2,263375
3,263376
0,263377
0,263379
0,263381
3,263382
2,263385
2,263386
2,263391
3,263392
3,263393
0,263394
1,263396
2,263397
2,263398
3,263402
3,263404
0,263406
1,263407
3,263408
3,263409
0,263412
3,263413
1,263414
2,263415
0,263417
1,263419
3,263420
0,263421
2,263428
2,263429
1,263433
2,263434
2,263435
2,263436
0,263438
3,263439
0,263441
1,263444
3,263447
0,263449
3,263451
0,263452
1,263453
1,263455
2,263458
0,263460
1,263461
1,263476
2,263477
1,263478
1,263479
1,263480
0,263482
3,263485
3,263487
2,263493
1,263495
1,263498
1,263499
3,263501
1,263509
0,263510
0,263511
3,263512
0,263516
2,263519
3,263523
2,263524
1,263525
1,263526
1,263536
2,263538
1,263539
0,263547
0,263550
3,263551
0,263553
2,263554
2,263555
2,263556
0,263557
0,263558
1,263562
1,263564
2,263566
1,263567
2,263568
2,263570
2,263573
1,263580
1,263585
3,263590
1,263592
3,263593
1,263618
1,263619
3,263621
1,263622
1,263623
3,263626
1,263629
0,263630
1,263631
3,263632
0,263633
1,263637
3,263639
3,263640
3,263642
3,263645
3,263647
3,263648
3,263650
3,263654
3,263655
3,263664
1,263666
1,263667
0,263668
0,263679
3,263683
2,263686
1,263695
0,263698
1,263703
3,263704
2,263707
1,263711
3,263717
3,263723
3,263724
1,263726
2,263727
2,263739
3,263748
3,263787
1,263801
3,263816
0,263876
3,263877
0,263970
2,263971
1,263977
1,263982
2,263984
0,263988
0,263992
3,263994
1,263999
0,264003
3,264005
3,264007
2,264008
3,264009
1,264010
0,264017
3,264018
0,264019
2,264020
1,264022
1,264024
1,264026
3,264029
2,264030
3,264031
3,264032
3,264033
0,264036
1,264040
3,264043
3,264046
3,264047
2,264049
1,264050
1,264051
3,264060
1,264061
3,264062
3,264064
1,264067
2,264068
1,264069
0,264075
2,264080
1,264082
3,264083
1,264084
1,264085
3,264086
3,264094
1,264098
2,264099
1,264101
2,264103
0,264109
1,264110
2,264111
3,264123
3,264127
1,264143
2,264147
0,264149
2,264150
0,264151
0,264188
0,264201
3,264202
1,264203
3,264225
0,264373
2,264375
3,264376
2,264378
0,264379
2,264380
3,264382
3,264384
0,264404
2,264406
3,264407
3,264408
0,264409
1,264410
1,264419
3,264422
3,264423
3,264426
0,264427
2,264430
3,264431
0,264432
1,264433
3,264436
0,264437
2,264439
2,264440
0,264441
1,264442
1,264443
3,264446
2,264451
3,264452
3,264455
3,264458
2,264460
3,264461
0,264462
3,264467
1,264468
3,264469
3,264470
2,264472
0,264474
3,264476
3,264477
3,264480
3,264481
0,264483
0,264484
1,264486
1,264487
2,264488
0,264489
1,264492
0,264494
0,264495
1,264496
1,264497
3,264498
3,264499
3,264500
0,264503
3,264504
2,264507
2,264509
0,264510
3,264511
3,264513
1,264519
2,264521
3,264527
1,264528
3,264529
0,264530
1,264532
1,264534
3,264544
1,264545
1,264547
1,264551
0,264557
2,264562
3,264563
0,264564
1,264565
3,264571
0,264578
3,264579
3,264580
3,264597
1,264612
2,264613
3,264620
0,264625
0,264626
3,264628
2,264632
2,264633
3,264634
3,264635
3,264636
0,264637
2,264638
0,264649
1,264660
1,264667
0,264668
0,264669
3,264671
0,264673
2,264674
2,264677
1,264678
3,264680
3,264691
2,264700
1,264714
3,264717
3,264728
3,264730
0,264733
2,264767
1,264768
2,264772
1,264773
2,264774
0,264776
1,264777
3,264780
3,264782
1,264783
2,264784
2,264786
2,264791
0,264796
3,264797
2,264800
1,264801
3,264802
3,264809
1,264812
3,264842
1,264845
0,264853
3,264856
3,264861
0,264864
1,264865
1,264866
0,264872
2,264875
2,264877
1,264879
3,264901
0,264903
1,264905
3,264907
2,264936
3,265193
2,265198
1,265199
1,265200
3,265202
3,265203
2,265237
2,265238
2,265243
2,265247
2,265248
0,265252
1,265253
1,265254
0,265255
3,265256
3,265257
0,265259
3,265262
1,265270
3,265274
3,265276
1,265277
0,265279
1,265285
3,265286
2,265288
1,265289
2,265292
1,265296
3,265297
3,265307
2,265312
0,265313
1,265318
3,265323
2,265326
3,265327
2,265332
1,265337
0,265339
1,265340
0,265341
1,265344
0,265345
3,265347
0,265351
0,265353
3,265369
1,265370
0,265372
2,265394
3,265440
1,265468
1,265537
3,265541
3,265544
3,265571
1,265572
1,265578
3,265580
3,265582
0,265583
0,265584
0,265586
0,265590
3,265592
0,265596
0,265637
3,265639
3,265641
0,265642
1,265643
1,265656
3,265657
1,265661
3,265662
3,265663
0,265670
0,265671
2,265672
3,265673
1,265680
3,265684
0,265691
1,265692
3,265694
1,265697
1,265704
1,265716
2,265717
0,265718
3,265750
3,265751
0,265752
2,265860
3,265867
1,265868
3,265873
3,265898
0,266389
3,266390
0,266391
3,266392
1,266513
2,266514
0,266515
2,266516
2,266517
3,266521
0,266524
1,266526
1,266572
2,266573
2,266574
1,266575
0,266576
1,266579
1,266739
3,266785
3,266786
1,266812
1,266829
2,266830
2,266831
2,266832
0,266833
3,266835
1,266837
3,266839
3,266840
0,266844
2,266846
0,266847
3,266848
1,266851
1,266852
2,266853
2,266856
2,266857
2,266858
2,266859
2,266861
1,266863
2,266864
2,266866
2,266867
2,266868
2,266869
0,266870
0,266871
2,266872
0,266881
1,266883
3,266884
0,266885
3,266886
0,266887
1,266889
1,266891
3,266892
1,266894
2,266897
2,266899
1,266900
3,266901
2,266902
2,266903
0,266905
0,266906
0,266910
3,266912
0,266914
3,266915
0,266917
0,266920
1,266922
3,266923
2,266926
0,266928
0,266929
3,266930
3,266933
2,266934
3,266938
0,266939
3,266942
3,266943
3,266945
1,266948
2,266950
0,266952
3,266953
3,266955
2,266956
0,266958
1,266960
0,266961
2,266962
3,266965
3,266970
2,266971
1,266972
0,266975
1,266976
0,266977
1,266980
3,266981
2,266982
3,266983
2,266985
3,266986
0,266987
1,266988
0,266990
1,266991
1,266992
1,266993
2,266995
1,266996
0,266997
1,266998
3,266999
3,267000
3,267003
0,267004
0,267005
1,267008
1,267009
0,267010
3,267011
2,267012
1,267014
2,267015
2,267018
1,267020
1,267027
1,267028
1,267029
0,267030
0,267032
1,267033
2,267035
2,267036
0,267037
0,267039
3,267040
3,267041
3,267042
1,267048
3,267054
2,267056
3,267058
2,267063
1,267070
0,267075
0,267076
2,267077
3,267083
1,267087
0,267088
0,267091
1,267092
1,267093
0,267094
3,267098
2,267103
3,267105
2,267109
3,267110
3,267113
2,267114
1,267116
0,267117
3,267118
2,267121
1,267122
0,267131
0,267132
2,267133
3,267137
3,267141
1,267143
1,267145
2,267146
0,267147
1,267149
2,267153
3,267158
3,267159
2,267160
0,267161
0,267162
0,267166
0,267167
3,267168
2,267172
3,267174
2,267179
1,267182
1,267189
0,267191
0,267192
3,267195
3,267196
3,267205
0,267206
3,267211
1,267215
3,267216
0,267217
0,267219
3,267220
0,267226
0,267237
1,267238
3,267239
3,267243
1,267244
3,267246
0,267250
1,267251
0,267254
0,267255
0,267256
3,267258
2,267259
1,267264
3,267265
0,267267
3,267268
1,267269
0,267270
1,267272
2,267273
1,267277
3,267287
0,267294
2,267296
2,267297
2,267303
3,267307
3,267316
3,267337
1,267367
0,267383
3,267421
0,267422
0,267424
3,267426
3,267428
3,267433
0,267435
3,267438
0,267441
0,267442
3,267443
3,267445
3,267449
0,267450
0,267451
0,267452
3,267456
0,267459
2,267460
2,267464
3,267465
3,267468
2,267470
3,267472
1,267497
2,267498
2,267500
2,267501
0,267502
2,267504
3,267505
3,267506
1,267512
0,267513
1,267515
0,267565
1,267588
0,267590
3,267595
1,267598
1,267599
2,267601
3,267603
3,267606
1,267607
3,267609
1,267611
0,267613
1,267662
1,267666
3,267667
1,267671
2,267675
1,267676
1,267680
0,267681
1,267682
1,267685
0,267686
1,267689
1,267692
1,267695
0,267699
0,267700
2,267701
3,267702
0,267706
0,267707
2,267708
1,267709
1,267713
0,267715
3,267717
3,267719
0,267721
1,267723
2,267725
0,267731
2,267736
0,267737
1,267741
0,267744
0,267745
1,267747
3,267749
2,267756
3,267759
3,267760
0,267763
2,267764
0,267767
3,267771
0,267785
2,267787
2,267788
1,267789
1,267790
3,267795
3,267797
1,267799
3,267804
0,267805
0,267807
1,267809
1,267812
0,267813
1,267819
1,267820
2,267824
0,267827
1,267831
3,267832
3,267841
1,267842
2,267846
0,267849
3,267853
1,267854
3,267858
2,267859
1,267860
0,267862
3,267863
3,267864
3,267867
0,267868
0,267869
1,267870
3,267871
0,267872
0,267873
0,267874
1,267878
1,267879
3,267881
1,267883
0,267884
1,267885
3,267886
3,267888
1,267893
2,267895
0,267896
2,267897
3,267899
0,267900
0,267901
3,267902
0,267906
1,267912
0,267913
1,267915
3,267916
1,267918
0,267919
1,267923
3,267924
3,267925
3,267926
0,267927
0,267929
1,267930
1,267932
2,267933
3,267934
0,267935
0,267938
0,267941
1,267942
2,267944
3,267947
3,267948
0,267949
1,267953
0,267954
3,267958
1,267959
1,267961
2,267962
0,267963
3,267967
3,267968
2,267969
1,267970
1,267971
1,267973
0,267977
0,267978
0,267984
3,267985
2,267988
3,267989
2,267990
0,267991
0,267993
0,267994
2,268002
0,268004
1,268005
3,268006
2,268008
2,268009
3,268010
3,268014
1,268015
1,268016
1,268017
2,268018
0,268021
2,268022
2,268025
0,268027
2,268028
1,268029
1,268030
1,268031
1,268032
1,268034
1,268035
1,268036
3,268037
3,268038
3,268039
1,268040
2,268041
0,268042
0,268045
3,268046
2,268050
0,268051
1,268058
0,268059
0,268061
1,268063
3,268071
3,268073
2,268074
2,268076
0,268077
