label,index
0,1010
0,1015
0,1019
0,1029
0,1035
0,1042
0,1043
0,1045
0,1048
0,1055
0,1056
0,1073
0,1078
0,1084
0,1085
0,110
0,1104
0,111
0,1144
0,115
0,1151
0,1153
0,117
0,1170
0,1183
0,1189
0,1225
0,1228
0,1229
0,1230
0,1249
0,1251
0,1253
0,1261
0,1262
0,1306
0,132
0,1339
0,1349
0,1350
0,1357
0,1359
0,1360
0,1373
0,1393
0,1395
0,1414
0,1429
0,1454
0,1467
0,14743
0,14744
0,1480
0,1488
0,1491
0,14937
0,1495
0,14955
0,1496
0,14961
0,14976
0,14982
0,14991
0,14992
0,15002
0,15028
0,15037
0,15052
0,15055
0,15056
0,15063
0,15068
0,15069
0,15070
0,15078
0,15088
0,15094
0,15097
0,15098
0,15101
0,15105
0,15107
0,1511
0,15113
0,15118
0,15121
0,15126
0,15128
0,15134
0,15136
0,15138
0,15139
0,15143
0,15146
0,15152
0,15156
0,15158
0,15164
0,15176
0,15180
0,15181
0,15183
0,15195
0,15198
0,15202
0,15207
0,15215
0,15220
0,15225
0,15226
0,15228
0,15231
0,15240
0,15246
0,15247
0,15252
0,15268
0,15270
0,15274
0,15278
0,1528
0,15284
0,15285
0,15287
0,15294
0,15296
0,15304
0,15309
0,15310
0,15324
0,15325
0,15345
0,15365
0,15370
0,15373
0,15383
0,15384
0,15391
0,15394
0,15398
0,15400
0,15404
0,15407
0,15412
0,15415
0,15416
0,15434
0,15436
0,15443
0,15449
0,15451
0,15458
0,15463
0,15481
0,15482
0,15483
0,15484
0,15500
0,15504
0,15506
0,15507
0,15510
0,15515
0,15520
0,15521
0,15522
0,15523
0,15530
0,15536
0,15538
0,15541
0,15542
0,15543
0,15545
0,15552
0,15553
0,15556
0,1556
0,15566
0,15569
0,1557
0,15572
0,15576
0,15580
0,15588
0,1560
0,15603
0,15618
0,15629
0,1563
0,15631
0,15632
0,15633
0,15639
0,15641
0,15643
0,15647
0,15651
0,15652
0,15664
0,15669
0,1567
0,15674
0,15679
0,15680
0,15681
0,15685
0,15686
0,15687
0,15688
0,15692
0,15693
0,15698
0,1572
0,15722
0,1573
0,15731
0,15732
0,15735
0,1574
0,15747
0,1575
0,1576
0,1577
0,15770
0,15772
0,15777
0,1578
0,15781
0,15785
0,15786
0,15787
0,1579
0,15793
0,15794
0,15795
0,15802
0,15803
0,15809
0,15810
0,15812
0,15813
0,15818
0,15819
0,1582
0,15826
0,15828
0,15829
0,1583
0,1584
0,1585
0,15850
0,15862
0,15863
0,15865
0,15866
0,15872
0,15894
0,15895
0,15896
0,15897
0,15898
0,15905
0,15923
0,15936
0,15939
0,15942
0,15944
0,15945
0,15948
0,15949
0,15950
0,15952
0,15953
0,15956
0,15958
0,15966
0,15967
0,15968
0,15987
0,15998
0,16001
0,16003
0,16004
0,16005
0,16011
0,16012
0,16017
0,16019
0,16022
0,16023
0,16027
0,16028
0,16029
0,16034
0,16046
0,16048
0,16050
0,16056
0,16057
0,16059
0,16060
0,16070
0,16071
0,16075
0,16094
0,16096
0,16099
0,1610
0,16108
0,16110
0,16111
0,16112
0,16113
0,16126
0,16134
0,16138
0,16139
0,16140
0,16145
0,16153
0,16154
0,16159
0,1616
0,16167
0,16178
0,16184
0,16208
0,16218
0,16221
0,16222
0,16226
0,1623
0,16231
0,16249
0,16259
0,16262
0,16268
0,16273
0,16282
0,16286
0,16299
0,16302
0,16303
0,16304
0,16305
0,16307
0,16308
0,16310
0,16311
0,16313
0,16326
0,16332
0,16336
0,16340
0,16341
0,16350
0,16356
0,16358
0,16362
0,16364
0,16367
0,16369
0,16371
0,16372
0,16381
0,16389
0,1639
0,16392
0,16395
0,16402
0,16404
0,16405
0,16417
0,16425
0,16426
0,16433
0,16448
0,16455
0,16462
0,16463
0,16469
0,16475
0,16477
0,16480
0,16483
0,16484
0,16488
0,16494
0,16504
0,16507
0,16511
0,16513
0,16520
0,16521
0,16526
0,16528
0,16539
0,16545
0,16547
0,16550
0,16556
0,16570
0,16572
0,16573
0,16577
0,16579
0,16584
0,16585
0,16593
0,16600
0,16603
0,16608
0,16615
0,16631
0,16644
0,16680
0,16695
0,16698
0,16710
0,16731
0,16735
0,16748
0,16768
0,16774
0,16777
0,16784
0,16788
0,168
0,1684
0,16843
0,1687
0,1689
0,1690
0,1691
0,170
0,17202
0,17206
0,17207
0,17245
0,17246
0,17255
