objectID,footprint,area,height,label,data,index
8154,2410.0,8937.407871875,23.35,0,../data/data_root/data00/8154.pt,8154
8155,2900.0,8797.151175,23.49,0,../data/data_root/data00/8155.pt,8155
8156,4080.0,18800.6117,22.69,0,../data/data_root/data00/8156.pt,8156
8157,3670.0,21050.56255,24.96,0,../data/data_root/data00/8157.pt,8157
8158,2790.0,8931.04205,25.24,0,../data/data_root/data00/8158.pt,8158
8159,2458.0,8761.9709,24.39,0,../data/data_root/data00/8159.pt,8159
8161,3627.0,9170.5964,20.94,0,../data/data_root/data00/8161.pt,8161
8164,3739.0,19043.190520703123,26.75,0,../data/data_root/data00/8164.pt,8164
8165,3367.0,10157.0758,24.88,0,../data/data_root/data00/8165.pt,8165
8166,3203.0,8863.00895,24.87,0,../data/data_root/data00/8166.pt,8166
8167,2746.0,6259.7279,28.62,0,../data/data_root/data00/8167.pt,8167
8168,3379.0,20266.971401171875,28.37,0,../data/data_root/data00/8168.pt,8168
8170,2635.0,15826.2389,20.34,0,../data/data_root/data00/8170.pt,8170
8171,4802.0,15114.93755,23.25,0,../data/data_root/data00/8171.pt,8171
8176,2395.0,15190.5489,26.86,0,../data/data_root/data00/8176.pt,8176
8177,3371.0,16454.9354,20.7,0,../data/data_root/data00/8177.pt,8177
8178,2171.0,15143.67754375,26.04,0,../data/data_root/data00/8178.pt,8178
8180,4352.0,20372.343725,19.21,0,../data/data_root/data00/8180.pt,8180
8184,4157.0,18531.2623,27.64,0,../data/data_root/data00/8184.pt,8184
8186,3116.0,18852.77915,25.89,0,../data/data_root/data00/8186.pt,8186
8187,3954.0,21771.36865,23.12,0,../data/data_root/data00/8187.pt,8187
8189,4194.0,199131.2684107422,37.74,0,../data/data_root/data00/8189.pt,8189
8190,1762.0,198652.06155,14.56,0,../data/data_root/data00/8190.pt,8190
8191,2255.0,236962.88948125,12.09,0,../data/data_root/data00/8191.pt,8191
8192,2462.0,236962.88948125,14.7,0,../data/data_root/data00/8192.pt,8192
8194,2403.0,6162.114264453125,21.85,0,../data/data_root/data00/8194.pt,8194
8196,2604.0,638693.86655,15.52,0,../data/data_root/data00/8196.pt,8196
8197,2272.0,236962.88948125,15.72,0,../data/data_root/data00/8197.pt,8197
8198,3073.0,638693.86655,14.84,0,../data/data_root/data00/8198.pt,8198
8200,2401.0,6752.4183,24.63,0,../data/data_root/data00/8200.pt,8200
8201,2534.0,9093.3639,17.79,0,../data/data_root/data00/8201.pt,8201
8203,2179.0,6724.56205,25.07,0,../data/data_root/data00/8203.pt,8203
8204,2333.0,9125.452057421875,19.73,0,../data/data_root/data00/8204.pt,8204
8205,2732.0,6232.540664648437,20.44,0,../data/data_root/data00/8205.pt,8205
8206,2712.0,7028.1033,25.37,0,../data/data_root/data00/8206.pt,8206
8207,2807.0,7774.7792,22.89,0,../data/data_root/data00/8207.pt,8207
8208,4400.0,1579.10865,18.28,0,../data/data_root/data00/8208.pt,8208
8209,2669.0,8155.62055,24.71,0,../data/data_root/data00/8209.pt,8209
8210,2841.0,7082.20305,16.66,0,../data/data_root/data00/8210.pt,8210
8211,4360.0,14141.433253125,15.45,0,../data/data_root/data00/8211.pt,8211
8212,3471.0,9130.235,17.93,0,../data/data_root/data00/8212.pt,8212
8215,3267.0,10887.9928,14.94,0,../data/data_root/data00/8215.pt,8215
8218,3301.0,11776.6215,26.95,0,../data/data_root/data00/8218.pt,8218
8220,3264.0,13397.61465,13.73,0,../data/data_root/data00/8220.pt,8220
8221,2631.0,14073.83245,24.28,0,../data/data_root/data00/8221.pt,8221
8223,3094.0,12153.2312,23.61,0,../data/data_root/data00/8223.pt,8223
8225,4333.0,16479.52055,16.43,0,../data/data_root/data00/8225.pt,8225
8227,3555.0,15590.028826367188,24.51,0,../data/data_root/data00/8227.pt,8227
8233,2219.0,9014.35005,23.61,0,../data/data_root/data00/8233.pt,8233
8239,2280.0,4968.41945,22.3,0,../data/data_root/data00/8239.pt,8239
8241,1958.0,5198.26878125,26.5,0,../data/data_root/data00/8241.pt,8241
8243,2418.0,5023.901759375,24.84,0,../data/data_root/data00/8243.pt,8243
8246,2134.0,9382.21495,26.33,0,../data/data_root/data00/8246.pt,8246
8247,2750.0,9056.3718,23.78,0,../data/data_root/data00/8247.pt,8247
8248,2908.0,8926.923531835937,23.96,0,../data/data_root/data00/8248.pt,8248
8250,4041.0,18856.593883398436,30.33,0,../data/data_root/data00/8250.pt,8250
8251,2242.0,8995.10185,26.85,0,../data/data_root/data00/8251.pt,8251
8253,2784.0,8859.95345,23.96,0,../data/data_root/data00/8253.pt,8253
8254,2708.0,23044.896991015627,15.55,0,../data/data_root/data00/8254.pt,8254
8256,2672.0,9068.4158,23.82,0,../data/data_root/data00/8256.pt,8256
8258,5081.0,16372.993616992188,18.35,0,../data/data_root/data00/8258.pt,8258
8259,2930.0,9054.3722,22.66,0,../data/data_root/data00/8259.pt,8259
8260,2300.0,230487.67175,16.5,0,../data/data_root/data00/8260.pt,8260
8261,3423.0,15182.4535,14.66,0,../data/data_root/data00/8261.pt,8261
8263,2981.0,7008.9668,19.68,0,../data/data_root/data00/8263.pt,8263
8264,3999.0,16237.71,22.79,0,../data/data_root/data00/8264.pt,8264
8265,3618.0,15515.1845,33.98,0,../data/data_root/data00/8265.pt,8265
8267,2456.0,7449.3495,26.1,0,../data/data_root/data00/8267.pt,8267
8268,4191.0,9227.103,18.63,0,../data/data_root/data00/8268.pt,8268
8269,3131.0,9507.259275,17.15,0,../data/data_root/data00/8269.pt,8269
8270,2982.0,7053.9357,15.24,0,../data/data_root/data00/8270.pt,8270
8271,2428.0,8541.2022,13.23,0,../data/data_root/data00/8271.pt,8271
8272,4111.0,14703.15396015625,16.51,0,../data/data_root/data00/8272.pt,8272
8273,2434.0,7180.0626,14.47,0,../data/data_root/data00/8273.pt,8273
8274,2432.0,7376.0283,14.12,0,../data/data_root/data00/8274.pt,8274
8275,2676.0,7568.49465,13.05,0,../data/data_root/data00/8275.pt,8275
8276,2831.0,9311.3906,17.6,0,../data/data_root/data00/8276.pt,8276
8277,4114.0,20202.63240703125,17.3,0,../data/data_root/data00/8277.pt,8277
8278,3005.0,7361.3261,14.79,0,../data/data_root/data00/8278.pt,8278
8282,2681.0,6114.374211132813,16.41,0,../data/data_root/data00/8282.pt,8282
8283,2917.0,19561.6274,19.87,0,../data/data_root/data00/8283.pt,8283
8284,4007.0,24408.77545,22.93,0,../data/data_root/data00/8284.pt,8284
8285,2401.0,6675.0676,15.75,0,../data/data_root/data00/8285.pt,8285
8287,2556.0,9022.764,17.07,0,../data/data_root/data00/8287.pt,8287
8288,2696.0,9001.545844921875,16.55,0,../data/data_root/data00/8288.pt,8288
8289,2713.0,6940.776,13.16,0,../data/data_root/data00/8289.pt,8289
8290,2758.0,7705.3298,23.96,0,../data/data_root/data00/8290.pt,8290
8292,4735.0,11215.8941,23.44,0,../data/data_root/data00/8292.pt,8292
8293,2613.0,11295.261103125,22.67,0,../data/data_root/data00/8293.pt,8293
8294,4016.0,15482.40935,23.07,0,../data/data_root/data00/8294.pt,8294
8297,3626.0,6826.1866125,17.54,0,../data/data_root/data00/8297.pt,8297
8298,2486.0,6355.021090625,16.14,0,../data/data_root/data00/8298.pt,8298
8299,3406.0,10313.1912,18.91,0,../data/data_root/data00/8299.pt,8299
8300,2892.0,11180.98595,25.67,0,../data/data_root/data00/8300.pt,8300
8301,3971.0,9001.308,23.73,0,../data/data_root/data00/8301.pt,8301
8304,2577.0,8894.3898,20.03,0,../data/data_root/data00/8304.pt,8304
8305,2923.0,6402.4073,22.54,0,../data/data_root/data00/8305.pt,8305
8307,1824.0,5499.7302,21.3,0,../data/data_root/data00/8307.pt,8307
8308,3107.0,9313.87405625,14.53,0,../data/data_root/data00/8308.pt,8308
8310,3709.0,12664.489,22.9,0,../data/data_root/data00/8310.pt,8310
8311,3038.0,7295.83325,16.59,0,../data/data_root/data00/8311.pt,8311
8313,2649.0,6531.599,23.52,0,../data/data_root/data00/8313.pt,8313
8314,3314.0,11023.37340625,23.07,0,../data/data_root/data00/8314.pt,8314
8315,2323.0,7059.425675,20.0,0,../data/data_root/data00/8315.pt,8315
8319,3244.0,9727.556295898437,18.23,0,../data/data_root/data00/8319.pt,8319
8320,4585.0,19757.035540625,12.67,0,../data/data_root/data00/8320.pt,8320
8322,2804.0,9425.5564,11.56,0,../data/data_root/data00/8322.pt,8322
8325,2858.0,8442.45385,15.69,0,../data/data_root/data00/8325.pt,8325
8326,2772.0,8130.2106,13.75,0,../data/data_root/data00/8326.pt,8326
8327,4365.0,16510.1486625,24.68,0,../data/data_root/data00/8327.pt,8327
8330,3013.0,9373.1164,14.44,0,../data/data_root/data00/8330.pt,8330
8339,2964.0,8565.1684125,26.1,0,../data/data_root/data00/8339.pt,8339
8340,4622.0,12981.49455,16.64,0,../data/data_root/data00/8340.pt,8340
8341,2700.0,11103.76225,24.38,0,../data/data_root/data00/8341.pt,8341
8342,3373.0,14110.08345625,14.43,0,../data/data_root/data00/8342.pt,8342
8343,3089.0,9043.3269,19.82,0,../data/data_root/data00/8343.pt,8343
8344,2852.0,4206.124075195313,28.97,0,../data/data_root/data00/8344.pt,8344
8347,3264.0,46409.404803125,17.3,0,../data/data_root/data00/8347.pt,8347
8352,2017.0,12634.8037,14.78,0,../data/data_root/data00/8352.pt,8352
8353,4748.0,20547.94733125,17.58,0,../data/data_root/data00/8353.pt,8353
8354,3135.0,14305.5284625,8.99,0,../data/data_root/data00/8354.pt,8354
8355,2823.0,6815.594526757813,26.93,0,../data/data_root/data00/8355.pt,8355
8356,2521.0,7053.66285,17.06,0,../data/data_root/data00/8356.pt,8356
8357,2394.0,6953.5388875,14.58,0,../data/data_root/data00/8357.pt,8357
8358,2653.0,6925.60225,25.94,0,../data/data_root/data00/8358.pt,8358
8359,2318.0,6955.8852,23.54,0,../data/data_root/data00/8359.pt,8359
8363,2941.0,7082.304,17.63,0,../data/data_root/data00/8363.pt,8363
8365,3666.0,16661.681,21.83,0,../data/data_root/data00/8365.pt,8365
8366,4377.0,19299.550125,18.81,0,../data/data_root/data00/8366.pt,8366
8367,3404.0,7241.77655,16.88,0,../data/data_root/data00/8367.pt,8367
8368,3197.0,11520.49594296875,17.4,0,../data/data_root/data00/8368.pt,8368
8369,4153.0,15608.785795117188,24.16,0,../data/data_root/data00/8369.pt,8369
8371,4326.0,20564.392708398438,19.22,0,../data/data_root/data00/8371.pt,8371
8372,3982.0,19759.736,20.71,0,../data/data_root/data00/8372.pt,8372
8373,3878.0,21400.74095,32.42,0,../data/data_root/data00/8373.pt,8373
8374,4238.0,15319.655069335937,22.42,0,../data/data_root/data00/8374.pt,8374
8375,3052.0,18223.37727265625,27.59,0,../data/data_root/data00/8375.pt,8375
8376,3641.0,16264.559803125,25.42,0,../data/data_root/data00/8376.pt,8376
8377,3628.0,23044.3427,24.27,0,../data/data_root/data00/8377.pt,8377
8378,4198.0,19205.8869,17.02,0,../data/data_root/data00/8378.pt,8378
8379,3590.0,30569.2407,24.34,0,../data/data_root/data00/8379.pt,8379
8384,2861.0,638693.86655,13.45,0,../data/data_root/data00/8384.pt,8384
8386,2336.0,198652.06155,15.76,0,../data/data_root/data00/8386.pt,8386
8388,2367.0,4758.6637,13.48,0,../data/data_root/data00/8388.pt,8388
8389,2265.0,4981.9796,13.28,0,../data/data_root/data00/8389.pt,8389
8395,3862.0,12382.3664,19.25,0,../data/data_root/data00/8395.pt,8395
8398,3561.0,15537.896329296875,19.56,0,../data/data_root/data00/8398.pt,8398
8399,3225.0,7356.062348046875,25.07,0,../data/data_root/data00/8399.pt,8399
8400,3142.0,10949.86885,25.93,0,../data/data_root/data00/8400.pt,8400
8401,3886.0,15798.7895,19.95,0,../data/data_root/data00/8401.pt,8401
8403,5430.0,15010.48665,17.65,0,../data/data_root/data00/8403.pt,8403
8404,4573.0,19941.36045,13.94,0,../data/data_root/data00/8404.pt,8404
8406,3348.0,8542.63065,13.78,0,../data/data_root/data00/8406.pt,8406
8410,4056.0,19962.3251,19.53,0,../data/data_root/data00/8410.pt,8410
8411,2705.0,9159.69565,19.19,0,../data/data_root/data00/8411.pt,8411
8415,5058.0,18554.460810546876,15.45,0,../data/data_root/data00/8415.pt,8415
8416,3642.0,5394.248884375,29.64,0,../data/data_root/data00/8416.pt,8416
8417,2283.0,8635.9767,25.45,0,../data/data_root/data00/8417.pt,8417
8418,2283.0,9084.563578125,21.7,0,../data/data_root/data00/8418.pt,8418
8423,3079.0,7790.883275,18.13,0,../data/data_root/data00/8423.pt,8423
8425,2701.0,7758.24475,16.23,0,../data/data_root/data00/8425.pt,8425
8428,4147.0,16205.883988671874,19.66,0,../data/data_root/data00/8428.pt,8428
8430,1685.0,638693.86655,12.8,0,../data/data_root/data00/8430.pt,8430
8431,2301.0,8000.9491,23.66,0,../data/data_root/data00/8431.pt,8431
8432,2190.0,7528.763402929688,21.76,0,../data/data_root/data00/8432.pt,8432
8435,2173.0,8912.75255,23.11,0,../data/data_root/data00/8435.pt,8435
8437,2345.0,5192.849934375,21.04,0,../data/data_root/data00/8437.pt,8437
8438,2017.0,8646.413026367187,18.28,0,../data/data_root/data00/8438.pt,8438
8440,2367.0,638693.86655,15.8,0,../data/data_root/data00/8440.pt,8440
8442,3142.0,7493.61445,24.92,0,../data/data_root/data00/8442.pt,8442
8444,3619.0,9516.3827,22.02,0,../data/data_root/data00/8444.pt,8444
8445,2662.0,12116.1751,13.82,0,../data/data_root/data00/8445.pt,8445
8446,2757.0,12954.826208203125,18.6,0,../data/data_root/data00/8446.pt,8446
8447,3211.0,8964.26404921875,13.46,0,../data/data_root/data00/8447.pt,8447
8448,2927.0,7178.37055,24.4,0,../data/data_root/data00/8448.pt,8448
8450,3218.0,7879.62415,17.21,0,../data/data_root/data00/8450.pt,8450
8452,2953.0,8187.69765625,23.12,0,../data/data_root/data00/8452.pt,8452
8453,3309.0,10197.891209375,17.93,0,../data/data_root/data00/8453.pt,8453
8457,2156.0,14360.113662695312,23.55,0,../data/data_root/data00/8457.pt,8457
8458,3664.0,9680.0179,16.88,0,../data/data_root/data00/8458.pt,8458
8459,2291.0,6028.39855,15.68,0,../data/data_root/data00/8459.pt,8459
8460,3216.0,8866.54095,12.8,0,../data/data_root/data00/8460.pt,8460
8461,2917.0,16622.7189,14.21,0,../data/data_root/data00/8461.pt,8461
8465,3144.0,18726.70245,18.94,0,../data/data_root/data00/8465.pt,8465
8468,4443.0,15567.73725,21.43,0,../data/data_root/data00/8468.pt,8468
8469,4333.0,15568.658796875,23.15,0,../data/data_root/data00/8469.pt,8469
8470,3715.0,20017.10686328125,29.5,0,../data/data_root/data00/8470.pt,8470
8474,4186.0,18564.083380078126,28.5,0,../data/data_root/data00/8474.pt,8474
8477,3647.0,12967.202457617188,27.64,0,../data/data_root/data00/8477.pt,8477
8478,3993.0,9720.7124,22.36,0,../data/data_root/data00/8478.pt,8478
8480,3186.0,8123.58215,17.68,0,../data/data_root/data00/8480.pt,8480
8481,2607.0,9539.55335,25.29,0,../data/data_root/data00/8481.pt,8481
8483,2521.0,8083.9863,21.21,0,../data/data_root/data00/8483.pt,8483
8488,2912.0,16066.1365,23.58,0,../data/data_root/data00/8488.pt,8488
8489,2895.0,12054.1471,16.47,0,../data/data_root/data00/8489.pt,8489
8490,2776.0,9181.1854,14.75,0,../data/data_root/data00/8490.pt,8490
8491,2617.0,18695.0274140625,23.8,0,../data/data_root/data00/8491.pt,8491
8492,3435.0,10607.09935625,17.04,0,../data/data_root/data00/8492.pt,8492
8493,3604.0,17971.56755,19.36,0,../data/data_root/data00/8493.pt,8493
8495,3711.0,22001.23965,26.69,0,../data/data_root/data00/8495.pt,8495
8500,2494.0,16576.427476171873,23.76,0,../data/data_root/data00/8500.pt,8500
8501,3014.0,9061.598738085937,23.23,0,../data/data_root/data00/8501.pt,8501
8502,2958.0,9114.1876,25.25,0,../data/data_root/data00/8502.pt,8502
8503,4234.0,18183.37241796875,18.27,0,../data/data_root/data00/8503.pt,8503
8507,2808.0,9190.4476,25.42,0,../data/data_root/data00/8507.pt,8507
8508,2780.0,9164.824321289063,23.39,0,../data/data_root/data00/8508.pt,8508
8512,1762.0,198652.06155,15.34,0,../data/data_root/data00/8512.pt,8512
8513,1827.0,638693.86655,14.6,0,../data/data_root/data00/8513.pt,8513
8517,2210.0,4756.9004,13.52,0,../data/data_root/data00/8517.pt,8517
8518,2328.0,4966.33335,14.19,0,../data/data_root/data00/8518.pt,8518
8519,1713.0,5260.5895,22.63,0,../data/data_root/data00/8519.pt,8519
8526,2551.0,7184.9328,25.05,0,../data/data_root/data00/8526.pt,8526
8532,3223.0,7548.343453125,15.7,0,../data/data_root/data00/8532.pt,8532
8533,2681.0,7083.38315,16.36,0,../data/data_root/data00/8533.pt,8533
8536,2982.0,7562.5235,16.49,0,../data/data_root/data00/8536.pt,8536
8543,3376.0,10950.3034,20.74,0,../data/data_root/data00/8543.pt,8543
8546,3788.0,19786.431359375,20.64,0,../data/data_root/data00/8546.pt,8546
8547,2948.0,9328.7409,15.34,0,../data/data_root/data00/8547.pt,8547
8551,2570.0,7844.24745,15.83,0,../data/data_root/data00/8551.pt,8551
8555,2364.0,13495.8245,23.07,0,../data/data_root/data00/8555.pt,8555
8556,2352.0,7264.4222,20.63,0,../data/data_root/data00/8556.pt,8556
8557,3259.0,9307.86085,16.09,0,../data/data_root/data00/8557.pt,8557
8558,2582.0,7922.94975,20.92,0,../data/data_root/data00/8558.pt,8558
8559,2544.0,12991.67421875,29.57,0,../data/data_root/data00/8559.pt,8559
8560,2545.0,6063.23865,13.45,0,../data/data_root/data00/8560.pt,8560
8563,2473.0,8764.625651757813,12.43,0,../data/data_root/data00/8563.pt,8563
8564,2579.0,7493.7223,11.47,0,../data/data_root/data00/8564.pt,8564
8566,4391.0,14696.8847515625,8.26,0,../data/data_root/data00/8566.pt,8566
8567,2667.0,7242.66025,12.82,0,../data/data_root/data00/8567.pt,8567
8568,2985.0,9066.412089453124,16.21,0,../data/data_root/data00/8568.pt,8568
8569,3856.0,11271.0939,21.74,0,../data/data_root/data00/8569.pt,8569
8570,2635.0,7503.9963,22.24,0,../data/data_root/data00/8570.pt,8570
8572,3044.0,10124.4083,17.38,0,../data/data_root/data00/8572.pt,8572
8573,2899.0,11097.71045,16.27,0,../data/data_root/data00/8573.pt,8573
8574,4252.0,17509.300913671876,22.61,0,../data/data_root/data00/8574.pt,8574
8576,3101.0,9014.02365,15.4,0,../data/data_root/data00/8576.pt,8576
8577,3131.0,7757.6459,14.58,0,../data/data_root/data00/8577.pt,8577
8578,2738.0,8128.45075,13.51,0,../data/data_root/data00/8578.pt,8578
8579,2755.0,7134.0871,14.02,0,../data/data_root/data00/8579.pt,8579
8581,3096.0,11586.83695,19.5,0,../data/data_root/data00/8581.pt,8581
8582,2652.0,12684.344,18.84,0,../data/data_root/data00/8582.pt,8582
8583,4014.0,14633.61385,18.82,0,../data/data_root/data00/8583.pt,8583
8584,2438.0,13637.8686,18.42,0,../data/data_root/data00/8584.pt,8584
8585,3069.0,8285.7476203125,20.16,0,../data/data_root/data00/8585.pt,8585
8586,2161.0,7558.21155,15.82,0,../data/data_root/data00/8586.pt,8586
8587,3022.0,38539.97876542969,20.28,0,../data/data_root/data00/8587.pt,8587
8588,3108.0,7601.637645703125,24.55,0,../data/data_root/data00/8588.pt,8588
8589,2478.0,7507.7343,16.62,0,../data/data_root/data00/8589.pt,8589
8590,2466.0,7218.74255,28.1,0,../data/data_root/data00/8590.pt,8590
8591,3906.0,18397.068034375,19.23,0,../data/data_root/data00/8591.pt,8591
8593,2568.0,9083.6158,18.66,0,../data/data_root/data00/8593.pt,8593
8595,2873.0,8094.244351367188,20.67,0,../data/data_root/data00/8595.pt,8595
8596,2929.0,12648.15175,20.23,0,../data/data_root/data00/8596.pt,8596
8597,2423.0,9131.3699,13.95,0,../data/data_root/data00/8597.pt,8597
8598,2720.0,9089.313000390624,16.16,0,../data/data_root/data00/8598.pt,8598
8599,2388.0,16974.84448574219,17.08,0,../data/data_root/data00/8599.pt,8599
8600,3389.0,13040.329501757813,16.09,0,../data/data_root/data00/8600.pt,8600
8601,2808.0,7743.10945,15.47,0,../data/data_root/data00/8601.pt,8601
8604,2875.0,8047.399,15.94,0,../data/data_root/data00/8604.pt,8604
8605,3775.0,12513.31383125,11.92,0,../data/data_root/data00/8605.pt,8605
8606,2989.0,8826.6898,26.09,0,../data/data_root/data00/8606.pt,8606
8607,3040.0,8963.1056,22.95,0,../data/data_root/data00/8607.pt,8607
8608,2874.0,8729.4533,19.49,0,../data/data_root/data00/8608.pt,8608
8609,2787.0,6729.05575,22.93,0,../data/data_root/data00/8609.pt,8609
8610,4226.0,15277.782712695313,22.1,0,../data/data_root/data00/8610.pt,8610
8611,3113.0,9387.85295,16.55,0,../data/data_root/data00/8611.pt,8611
8612,2973.0,10816.06095,14.18,0,../data/data_root/data00/8612.pt,8612
8614,2947.0,14997.90265,26.61,0,../data/data_root/data00/8614.pt,8614
8616,3895.0,15159.31855,20.79,0,../data/data_root/data00/8616.pt,8616
8617,4121.0,19906.647525,27.23,0,../data/data_root/data00/8617.pt,8617
8618,2845.0,28188.90246171875,29.06,0,../data/data_root/data00/8618.pt,8618
8619,3318.0,18999.97613125,28.46,0,../data/data_root/data00/8619.pt,8619
8620,4120.0,18226.2512,25.29,0,../data/data_root/data00/8620.pt,8620
8621,4696.0,22764.3973,27.09,0,../data/data_root/data00/8621.pt,8621
8624,4937.0,20931.24480625,15.91,0,../data/data_root/data00/8624.pt,8624
8625,3408.0,23209.67925,25.61,0,../data/data_root/data00/8625.pt,8625
8626,4034.0,14884.130947851563,15.67,0,../data/data_root/data00/8626.pt,8626
8629,2762.0,9094.9768,25.21,0,../data/data_root/data00/8629.pt,8629
8630,2381.0,8960.42055,26.04,0,../data/data_root/data00/8630.pt,8630
8631,2776.0,10230.048811328124,21.55,0,../data/data_root/data00/8631.pt,8631
8632,2659.0,9749.0812828125,25.69,0,../data/data_root/data00/8632.pt,8632
8633,2844.0,9052.677,22.73,0,../data/data_root/data00/8633.pt,8633
8636,3423.0,17557.539921875,24.98,0,../data/data_root/data00/8636.pt,8636
8637,3585.0,18485.54475625,26.86,0,../data/data_root/data00/8637.pt,8637
8639,1713.0,54821.63385,14.1,0,../data/data_root/data00/8639.pt,8639
8640,2175.0,198652.06155,14.48,0,../data/data_root/data00/8640.pt,8640
8641,2017.0,638693.86655,13.41,0,../data/data_root/data00/8641.pt,8641
8646,1903.0,8752.85354375,20.73,0,../data/data_root/data00/8646.pt,8646
8653,2396.0,64859.326825,29.36,0,../data/data_root/data00/8653.pt,8653
8654,3212.0,8504.81365,16.04,0,../data/data_root/data00/8654.pt,8654
8656,2713.0,7324.4342,12.95,0,../data/data_root/data00/8656.pt,8656
8657,2161.0,6587.15635,29.46,0,../data/data_root/data00/8657.pt,8657
8658,2712.0,6955.7868,23.91,0,../data/data_root/data00/8658.pt,8658
8661,2520.0,9188.5022,27.3,0,../data/data_root/data00/8661.pt,8661
8662,4077.0,18110.862825,22.77,0,../data/data_root/data00/8662.pt,8662
8664,2652.0,7586.8904,13.62,0,../data/data_root/data00/8664.pt,8664
8665,3578.0,17124.030965625,27.56,0,../data/data_root/data00/8665.pt,8665
8666,2427.0,9010.0155,12.96,0,../data/data_root/data00/8666.pt,8666
8667,2403.0,7354.63325,14.92,0,../data/data_root/data00/8667.pt,8667
8668,3079.0,11699.95245,24.94,0,../data/data_root/data00/8668.pt,8668
8669,3409.0,14097.01975,20.82,0,../data/data_root/data00/8669.pt,8669
8671,3885.0,10394.13015,27.11,0,../data/data_root/data00/8671.pt,8671
8672,2268.0,8876.3172,18.68,0,../data/data_root/data00/8672.pt,8672
8673,2437.0,9098.955440625,19.62,0,../data/data_root/data00/8673.pt,8673
8674,3853.0,9723.828128125,15.11,0,../data/data_root/data00/8674.pt,8674
8675,3456.0,7576.94175,16.88,0,../data/data_root/data00/8675.pt,8675
8676,2598.0,10000.795467382812,26.34,0,../data/data_root/data00/8676.pt,8676
8679,2408.0,13335.268065039063,18.69,0,../data/data_root/data00/8679.pt,8679
8680,3357.0,7729.920241015625,18.49,0,../data/data_root/data00/8680.pt,8680
8681,2222.0,8124.6458,12.49,0,../data/data_root/data00/8681.pt,8681
8682,3715.0,9873.918256640625,15.79,0,../data/data_root/data00/8682.pt,8682
8687,3237.0,15427.19895,17.87,0,../data/data_root/data00/8687.pt,8687
8688,3226.0,15419.7883,19.85,0,../data/data_root/data00/8688.pt,8688
8690,3109.0,11574.567844726562,19.4,0,../data/data_root/data00/8690.pt,8690
8691,2733.0,12511.83665,15.68,0,../data/data_root/data00/8691.pt,8691
8692,2877.0,9686.15755,14.99,0,../data/data_root/data00/8692.pt,8692
8693,3373.0,16096.1732,13.82,0,../data/data_root/data00/8693.pt,8693
8696,3774.0,16172.2378,13.29,0,../data/data_root/data00/8696.pt,8696
8697,4613.0,12526.1338203125,17.43,0,../data/data_root/data00/8697.pt,8697
8699,4465.0,14409.34146875,22.15,0,../data/data_root/data00/8699.pt,8699
8700,2316.0,5716.42155,18.09,0,../data/data_root/data00/8700.pt,8700
8703,3671.0,43962.52771894531,26.47,0,../data/data_root/data00/8703.pt,8703
8704,3823.0,11966.731679101562,21.5,0,../data/data_root/data00/8704.pt,8704
8706,2780.0,8092.7288,16.36,0,../data/data_root/data00/8706.pt,8706
8707,2970.0,7939.6279734375,22.4,0,../data/data_root/data00/8707.pt,8707
8708,2669.0,7501.84065,17.53,0,../data/data_root/data00/8708.pt,8708
8709,3284.0,8067.55545,16.92,0,../data/data_root/data00/8709.pt,8709
8710,2551.0,9203.2444,15.71,0,../data/data_root/data00/8710.pt,8710
8711,2700.0,8732.356777539062,15.64,0,../data/data_root/data00/8711.pt,8711
8712,2677.0,13643.23815,17.31,0,../data/data_root/data00/8712.pt,8712
8713,2446.0,7150.94415,16.59,0,../data/data_root/data00/8713.pt,8713
8716,2560.0,10019.5069,17.44,0,../data/data_root/data00/8716.pt,8716
8717,3373.0,9438.8218875,15.67,0,../data/data_root/data00/8717.pt,8717
8719,3914.0,7139.51315,19.33,0,../data/data_root/data00/8719.pt,8719
8721,2805.0,19317.592255078125,15.92,0,../data/data_root/data00/8721.pt,8721
8722,2339.0,236962.88948125,16.13,0,../data/data_root/data00/8722.pt,8722
8723,1810.0,638693.86655,14.66,0,../data/data_root/data00/8723.pt,8723
8724,2180.0,638693.86655,13.56,0,../data/data_root/data00/8724.pt,8724
8725,2082.0,236962.88948125,11.56,0,../data/data_root/data00/8725.pt,8725
8726,1628.0,198652.06155,14.84,0,../data/data_root/data00/8726.pt,8726
8727,1578.0,638693.86655,13.81,0,../data/data_root/data00/8727.pt,8727
8730,1721.0,638693.86655,13.42,0,../data/data_root/data00/8730.pt,8730
8731,1978.0,51193.02023203125,15.72,0,../data/data_root/data00/8731.pt,8731
8735,2689.0,10035.473236132813,24.28,0,../data/data_root/data00/8735.pt,8735
8736,1957.0,5886.50333125,23.03,0,../data/data_root/data00/8736.pt,8736
8737,2106.0,5178.8127,14.15,0,../data/data_root/data00/8737.pt,8737
8741,2801.0,9156.216612890625,22.51,0,../data/data_root/data00/8741.pt,8741
8744,3470.0,15397.74055,16.86,0,../data/data_root/data00/8744.pt,8744
8746,3941.0,17154.47064375,13.93,0,../data/data_root/data00/8746.pt,8746
8747,3005.0,9999.86155,16.24,0,../data/data_root/data00/8747.pt,8747
8748,3009.0,20187.218328125,17.64,0,../data/data_root/data00/8748.pt,8748
8750,2219.0,8512.7148,17.2,0,../data/data_root/data00/8750.pt,8750
8751,2437.0,6641.034,20.43,0,../data/data_root/data00/8751.pt,8751
8755,3005.0,8355.1243,26.87,0,../data/data_root/data00/8755.pt,8755
