,index,hgt_median_m,area
0,2139,5.45,178.44001847765784
1,2539,7.85,171.11955564847156
2,134,3.12,8.979256422722834
3,2637,8.4,169.82086633750342
4,1558,6.93,189.7075612930921
5,450,7.28,277.54111307362945
