,OBJECTID
9102,2123135
9104,2123142
9113,2123161
9117,2123166
9118,2123169
9120,2123172
9124,2123189
9126,2123194
9130,2123204
9143,2123227
9158,2123267
9171,2123298
9176,2123309
9178,2123316
9179,2123318
9180,2123321
9182,2123325
9183,2123330
9189,2123338
9195,2123350
9197,2123354
9198,2123356
9199,2123358
9200,2123360
9202,2123365
9203,2123372
9205,2123377
9207,2123380
9210,2123384
9214,2123396
9219,2123409
9227,2123420
9233,2123431
9235,2123434
9237,2123436
9238,2123437
9241,2123444
9244,2123454
9247,2123463
9248,2123470
9250,2123482
9255,2123503
9256,2123507
9258,2123515
9261,2123522
9271,2123570
9274,2123575
9276,2123595
9277,2123598
9283,2123613
9293,2123638
9305,2123669
9307,2123674
9308,2123682
9333,2123745
9339,2123756
9340,2123757
9345,2123764
9372,2123815
9383,2123876
9385,2123878
9392,2123914
9393,2123919
9395,2123923
9397,2123927
9404,2123946
9406,2123949
9407,2123950
9409,2123955
9412,2123961
9415,2123971
9416,2123972
9418,2123980
9420,2123983
9421,2123989
9422,2123990
9423,2123991
9424,2123993
9450,2124057
9455,2124073
9458,2124079
9460,2124083
9463,2124088
9466,2124091
9467,2124102
9470,2124112
9477,2124128
9479,2124133
9481,2124137
9489,2124162
9498,2124178
9499,2124182
9516,2124241
9517,2124247
9518,2124248
9519,2124249
9521,2124251
9523,2124262
9526,2124274
9528,2124276
9529,2124279
9530,2124280
9531,2124281
9535,2124287
9536,2124288
9541,2124297
9575,2124380
9576,2124381
9577,2124383
9581,2124391
9583,2124394
9590,2124405
9591,2124408
9595,2124415
9602,2124426
9622,2124488
9624,2124495
9627,2124499
9628,2124500
9630,2124502
9631,2124503
9634,2124512
9640,2124520
9645,2124537
9648,2124542
9649,2124545
9652,2124555
9656,2124560
9657,2124561
9658,2124562
9660,2124566
9661,2124567
9664,2124570
9668,2124580
9669,2124581
9670,2124582
9671,2124583
9672,2124584
9673,2124585
9674,2124590
9675,2124592
9677,2124604
9678,2124605
9679,2124609
9680,2124610
9682,2124615
9684,2124623
9687,2124628
9688,2124629
9689,2124634
9690,2124638
9692,2124643
9693,2124644
9698,2124655
9704,2124674
9718,2124691
9719,2124693
9722,2124698
9723,2124700
9728,2124709
9731,2124712
9735,2124718
9739,2124727
9744,2124737
9747,2124741
9750,2124746
9751,2124748
9752,2124751
9754,2124757
9761,2124778
9783,2124816
9787,2124828
9802,2124857
9804,2124862
9808,2124875
9812,2124887
9817,2124900
9818,2124902
9831,2124926
9837,2124943
9838,2124946
9839,2124948
9842,2124954
9844,2124960
9845,2124963
9852,2124980
9853,2124983
9855,2124987
9857,2124990
9861,2124995
9862,2125001
9864,2125006
9866,2125008
9867,2125011
9871,2125019
9872,2125023
9873,2125025
9874,2125030
