,OBJECTID
2188,1049378
2189,1049380
2190,1049386
2191,1049387
2192,1049389
2193,1049390
2194,1049399
2195,1049402
2196,1049403
2197,1049405
2198,1049407
2199,1049408
2200,1049411
2201,1049413
2202,1049418
2203,1049419
2204,1049420
2205,1049423
2206,1049425
2207,1049427
2208,1049428
2209,1049430
2210,1049431
2211,1049433
2212,1049435
2213,1049438
2214,1049439
2215,1049441
2216,1049442
2217,1049446
2218,1049447
2219,1049448
2220,1049450
2221,1049451
2222,1049452
2223,1049453
2224,1049454
2225,1049455
2226,1049459
2227,1049460
2228,1049462
2229,1049467
2230,1049468
2231,1049473
2232,1049474
2233,1049478
2234,1049479
2235,1049481
2236,1049483
2237,1049484
2238,1049486
2239,1049490
2240,1049491
2241,1049492
2242,1049493
2243,1049497
2244,1049498
2245,1049499
2246,1049504
2247,1049505
2248,1049508
2249,1049512
2250,1049514
2251,1049516
2252,1049518
2253,1049519
2254,1049522
2255,1049524
2256,1049525
2257,1049526
2258,1049529
2259,1049530
2260,1049531
2261,1049537
2262,1049538
2263,1049541
2264,1049543
2265,1049546
2266,1049547
2267,1049551
2268,1049552
2269,1049554
2270,1049555
2271,1049560
2272,1049566
2273,1049569
2274,1049572
2275,1049573
2276,1049576
2277,1049579
2278,1049581
2279,1049582
2280,1049583
2281,1049585
2282,1049586
2283,1049587
2284,1049588
2285,1049589
2286,1049591
2287,1049592
2288,1049593
2289,1049594
2290,1049596
2291,1049597
2292,1049598
2293,1049600
2294,1049601
2295,1049605
2296,1049606
2297,1049607
2298,1049609
2299,1049611
2301,1049615
2302,1049616
2303,1049618
2304,1049621
2305,1049623
2306,1049625
2307,1049626
2308,1049627
2309,1049628
2310,1049629
2311,1049631
2312,1049632
2313,1049633
2314,1049640
2315,1049641
2316,1049650
2317,1049651
2318,1049652
2319,1049653
2320,1049654
2321,1049657
2322,1049660
2323,1049662
2324,1049665
2325,1049667
2326,1049668
2327,1049670
2328,1049672
2329,1049673
2330,1049674
2331,1049675
2332,1049682
2333,1049684
2334,1049685
2335,1049686
2336,1049689
2337,1049690
2338,1049693
2339,1049695
2340,1049698
2341,1049700
2342,1049703
2343,1049704
2344,1049705
2345,1049708
2346,1049709
2347,1049711
2348,1049712
2349,1049716
2350,1049717
2351,1049720
2352,1049721
2353,1049723
2354,1049725
2355,1049726
2356,1049728
2357,1049729
2358,1049733
2359,1049736
2360,1049739
2361,1049741
2362,1049742
2363,1049746
2364,1049747
2365,1049748
2366,1049749
2367,1049750
2368,1049752
2369,1049756
2370,1049758
2371,1049759
2372,1049760
2373,1049763
2374,1049764
2375,1049765
2376,1049768
2377,1049769
2379,1049773
2380,1049774
2381,1049777
2382,1049778
2384,1049786
2385,1049787
2386,1049791
2387,1049793
2388,1049796
2389,1049797
2390,1049805
2391,1049812
2392,1049814
2393,1049816
2394,1049820
2395,1049821
2396,1049824
2397,1049825
2398,1049828
2399,1049830
2400,1049831
2401,1049832
2402,1049833
2403,1049840
2404,1049841
2405,1049842
2406,1049843
2407,1049844
2408,1049845
2409,1049847
2410,1049848
2411,1049855
2412,1049856
2413,1049857
2414,1049860
2415,1049861
2416,1049863
2417,1049864
2418,1049868
2419,1049869
2420,1049870
2421,1049873
2423,1049876
2424,1049877
2425,1049881
2426,1049884
2427,1049885
2428,1049887
2429,1049889
2430,1049893
2431,1049894
2432,1049897
2433,1049900
2434,1049904
2435,1049905
2436,1049908
2437,1049909
2438,1049914
2439,1049918
2440,1049919
2441,1049922
2442,1049923
2443,1049927
2444,1049928
2445,1049929
2446,1049930
2447,1049933
2448,1049934
2449,1049937
2450,1049939
2451,1049941
2452,1049944
2454,1049953
2455,1049955
2456,1049960
2457,1049963
2458,1049965
2459,1049966
2460,1049967
2461,1049968
2462,1049969
2463,1049971
2464,1049973
2465,1049974
2466,1049976
2467,1049977
2468,1049978
2469,1049983
2470,1049985
2471,1049986
2472,1049987
2473,1049991
2474,1049994
2475,1049995
2476,1049999
2477,1050002
2478,1050004
2479,1050008
2480,1050011
2481,1050012
2482,1050013
2483,1050014
2484,1050015
2485,1050016
2486,1050017
2487,1050018
2488,1050019
2489,1050022
2490,1050023
2491,1050030
2492,1050032
2493,1050033
2494,1050036
2495,1050037
2496,1050038
2497,1050039
2498,1050040
2499,1050041
2500,1050042
2501,1050044
2502,1050045
2503,1050049
2504,1050050
2505,1050051
2506,1050053
2507,1050054
2508,1050057
2510,1050059
2511,1050061
2512,1050063
2513,1050067
2514,1050076
2515,1050077
2516,1050080
2517,1050083
2518,1050086
2519,1050088
2520,1050090
2521,1050091
2522,1050099
2523,1050100
2524,1050103
2525,1050110
2526,1050113
2527,1050114
2528,1050115
2529,1050116
2530,1050117
2531,1050120
2532,1050121
2534,1050125
2535,1050126
2536,1050130
2537,1050131
2538,1050133
2539,1050135
2540,1050136
2541,1050137
2542,1050140
2543,1050141
2544,1050142
2545,1050143
2546,1050147
2547,1050149
2548,1050150
2549,1050151
2550,1050152
2551,1050154
2552,1050155
2553,1050156
2554,1050157
2555,1050158
2556,1050159
2557,1050161
2558,1050163
2559,1050164
2560,1050165
2561,1050167
2562,1050168
2563,1050169
2564,1050171
2565,1050172
2567,1050174
2568,1050175
2569,1050177
2570,1050182
2571,1050184
2572,1050187
2573,1050189
2574,1050191
2575,1050192
2576,1050194
2577,1050195
2578,1050196
2579,1050199
2580,1050201
2581,1050203
2582,1050207
2583,1050208
2584,1050209
2585,1050212
2586,1050214
2587,1050216
2588,1050218
2589,1050221
2590,1050224
2591,1050229
2592,1050230
2593,1050232
2594,1050239
2595,1050241
2596,1050242
2597,1050244
2598,1050246
2599,1050248
2600,1050249
2601,1050250
2602,1050252
2603,1050255
2604,1050257
2605,1050263
2606,1050266
2607,1050270
2608,1050275
2610,1050286
2611,1050288
2612,1050289
2613,1050291
2614,1050293
2615,1050294
2616,1050295
2617,1050302
2618,1050304
2619,1050305
2620,1050309
2621,1050310
2622,1050311
2623,1050313
2624,1050315
2625,1050322
2626,1050323
2627,1050328
2628,1050329
2629,1050330
2630,1050332
2631,1050338
2632,1050345
2633,1050347
2634,1050350
2635,1050352
2636,1050355
2638,1050364
2639,1050366
2640,1050369
2641,1050373
2642,1050377
2643,1050378
2644,1050379
2645,1050382
2646,1050384
2647,1050390
2648,1050394
2649,1050395
2650,1050396
2651,1050401
2652,1050404
2653,1050405
2654,1050407
2655,1050409
2656,1050412
2657,1050413
2658,1050414
2659,1050420
2660,1050421
2661,1050422
2662,1050424
2663,1050426
2664,1050428
2665,1050429
2666,1050430
2667,1050431
2668,1050432
2669,1050434
2670,1050439
2671,1050441
2672,1050442
2673,1050443
2674,1050444
2675,1050446
2676,1050453
2677,1050454
2679,1050458
2680,1050460
2681,1050461
2682,1050463
2683,1050467
2684,1050469
2686,1050472
2687,1050474
2688,1050475
2689,1050476
2690,1050478
2691,1050479
2692,1050483
2693,1050485
2694,1050487
2695,1050488
2696,1050490
2697,1050492
2698,1050495
2699,1050496
2700,1050497
2701,1050498
2702,1050499
2703,1050500
2704,1050502
2705,1050504
2706,1050505
2707,1050506
2708,1050507
2709,1050508
2710,1050509
2711,1050510
2712,1050515
2713,1050516
2714,1050522
2715,1050524
2716,1050525
2717,1050526
2718,1050527
2719,1050535
2720,1050538
2721,1050540
2722,1050541
2723,1050542
2724,1050548
2725,1050552
2726,1050554
2727,1050555
2728,1050556
2729,1050560
2730,1050561
2731,1050562
2732,1050566
2733,1050570
2734,1050571
2735,1050575
2736,1050579
2737,1050580
2738,1050585
2739,1050587
2740,1050588
2741,1050592
2742,1050593
2743,1050594
2744,1050595
2745,1050599
2746,1050600
2747,1050604
2748,1050605
2749,1050606
2750,1050607
2751,1050608
2753,1050613
2754,1050614
2755,1050619
2756,1050621
2757,1050626
2758,1050627
2759,1050628
2760,1050632
2761,1050635
2762,1050640
2763,1050642
2764,1050643
2765,1050645
2766,1050646
2767,1050649
2768,1050653
2769,1050654
2770,1050660
2771,1050661
2772,1050662
2773,1050665
2774,1050666
2775,1050668
2776,1050669
2777,1050673
2778,1050674
2779,1050677
2780,1050679
2781,1050681
2782,1050683
2783,1050687
2784,1050692
2785,1050693
2786,1050695
2787,1050698
2788,1050699
2789,1050700
2790,1050704
2792,1050709
2793,1050710
2794,1050712
2795,1050715
2796,1050720
2797,1050722
2798,1050726
2799,1050728
2800,1050732
2801,1050734
2802,1050735
2803,1050737
2804,1050739
2805,1050743
2806,1050745
2807,1050746
2808,1050749
2809,1050750
2810,1050752
2811,1050753
2812,1050754
2813,1050755
2814,1050757
2815,1050759
2816,1050761
2817,1050763
2818,1050766
2819,1050767
2820,1050769
2821,1050771
2822,1050776
2823,1050777
2824,1050780
2825,1050781
2826,1050783
2827,1050784
2828,1050786
2829,1050787
2830,1050788
2831,1050790
2832,1050791
2833,1050792
2834,1050794
2835,1050797
2836,1050799
2837,1050800
2838,1050805
2839,1050806
2840,1050808
2841,1050809
2842,1050814
2843,1050816
2844,1050818
2845,1050823
2846,1050826
2847,1050827
2848,1050830
2849,1050831
2850,1050834
2851,1050840
2852,1050841
2853,1050846
2854,1050849
2855,1050850
2856,1050853
2857,1050854
2858,1050855
2859,1050859
2860,1050861
2861,1050862
2862,1050863
2863,1050870
2864,1050871
2865,1050874
2866,1050877
2867,1050881
2868,1050882
2869,1050883
2870,1050886
2871,1050887
2872,1050889
2873,1050890
2874,1050891
2875,1050897
2876,1050898
2877,1050901
2878,1050903
2879,1050904
2880,1050905
2882,1050910
2883,1050912
2884,1050919
2885,1050924
2886,1050925
2887,1050928
2888,1050932
2889,1050934
2890,1050935
2891,1050937
2892,1050939
2893,1050942
2894,1050944
2895,1050945
2897,1050947
2898,1050948
2899,1050950
2900,1050951
2901,1050956
2902,1050957
2903,1050958
2904,1050959
2905,1050961
2907,1050973
2908,1050976
2909,1050978
2910,1050980
2911,1050981
2912,1050984
2913,1050986
2914,1050987
2915,1050990
2916,1050996
2917,1050997
2918,1050998
2919,1050999
2920,1051000
2921,1051002
2922,1051005
2923,1051006
2924,1051007
2925,1051009
2926,1051011
2927,1051013
2928,1051015
2929,1051018
2930,1051020
2931,1051025
2932,1051026
2933,1051027
2934,1051028
2935,1051030
2936,1051031
2937,1051033
2938,1051034
2939,1051035
2940,1051036
2941,1051040
2942,1051042
2943,1051043
2944,1051045
2945,1051046
2946,1051047
2947,1051054
2948,1051056
2949,1051057
2950,1051058
2951,1051060
2952,1051061
2953,1051067
2954,1051070
2955,1051072
2956,1051073
2957,1051075
2958,1051078
2959,1051079
2960,1051082
2961,1051085
2962,1051087
2963,1051088
2964,1051092
2965,1051094
2966,1051098
2967,1051099
2968,1051100
2969,1051101
2970,1051102
2971,1051103
2972,1051104
2973,1051105
2974,1051107
2975,1051111
2976,1051114
2977,1051116
2978,1051119
2980,1051124
2981,1051128
2982,1051130
2983,1051131
2984,1051134
2985,1051135
2986,1051137
2987,1051139
2988,1051141
2990,1051150
2991,1051153
2992,1051154
2993,1051155
2994,1051157
2995,1051162
2996,1051166
2997,1051167
2998,1051168
2999,1051171
3000,1051172
3001,1051178
3002,1051181
3003,1051182
3004,1051186
3005,1051187
3006,1051188
3007,1051189
3008,1051192
3009,1051193
3010,1051194
3011,1051195
3012,1051196
3013,1051197
3014,1051199
3015,1051200
3016,1051201
3017,1051206
3018,1051209
3019,1051212
3020,1051214
3021,1051215
3022,1051217
3023,1051222
3024,1051224
3025,1051227
3026,1051228
3027,1051229
3029,1051236
3030,1051239
3031,1051241
3032,1051242
3033,1051247
3034,1051252
3035,1051253
3036,1051254
3037,1051255
3038,1051262
3039,1051263
3040,1051265
3041,1051266
3042,1051267
3043,1051268
3044,1051271
3045,1051273
3046,1051275
3047,1051276
3048,1051282
3049,1051285
3050,1051286
3051,1051291
3052,1051297
3053,1051298
3054,1051301
3055,1051303
3056,1051310
3057,1051311
3058,1051315
3059,1051317
3060,1051319
3061,1051321
3062,1051322
3063,1051323
3064,1051324
3065,1051325
3066,1051327
3067,1051329
3068,1051330
3069,1051336
3070,1051337
3071,1051338
3072,1051342
3074,1051344
3075,1051345
3076,1051350
3077,1051352
3078,1051354
3079,1051355
3080,1051356
3081,1051358
3082,1051359
3083,1051360
3084,1051362
3085,1051363
3086,1051364
3087,1051366
3088,1051372
3089,1051375
3090,1051376
3091,1051377
3092,1051379
3093,1051380
3094,1051381
3095,1051382
3096,1051384
3097,1051387
3098,1051388
3099,1051389
3100,1051391
3101,1051392
3103,1051397
3104,1051402
3105,1051406
3106,1051407
3107,1051409
3108,1051410
3109,1051412
3110,1051414
3111,1051419
3112,1051422
3113,1051423
3114,1051425
3115,1051428
3116,1051434
3117,1051436
3118,1051437
3119,1051439
3120,1051440
3121,1051441
3122,1051442
3123,1051444
3124,1051446
3125,1051448
3126,1051451
3127,1051453
3128,1051457
3129,1051459
3130,1051461
3131,1051463
3132,1051465
3133,1051466
3134,1051467
3135,1051468
3136,1051472
3137,1051475
3138,1051476
3139,1051479
3140,1051480
3141,1051483
3142,1051485
3143,1051493
3144,1051495
3145,1051497
3146,1051500
3147,1051504
3148,1051510
3149,1051513
3150,1051517
3151,1051518
3152,1051519
3153,1051523
3154,1051525
3155,1051526
3156,1051531
3157,1051532
3158,1051534
3159,1051535
3160,1051539
3161,1051542
3162,1051545
3163,1051547
3164,1051551
3165,1051553
3166,1051554
3167,1051555
3168,1051556
3169,1051557
3170,1051559
3171,1051560
3172,1051562
3173,1051563
3174,1051564
3175,1051569
3176,1051570
3177,1051571
3178,1051572
3179,1051574
3180,1051575
3181,1051578
3182,1051579
3183,1051580
3184,1051581
3185,1051582
3186,1051583
3187,1051584
3188,1051585
3189,1051587
3190,1051590
3191,1051594
3192,1051596
3193,1051597
3194,1051599
3195,1051601
3196,1051602
3197,1051605
3198,1051607
3199,1051613
3200,1051614
3201,1051616
3202,1051617
3203,1051620
3204,1051621
3205,1051622
3206,1051623
3207,1051624
3208,1051625
3209,1051633
3210,1051635
3211,1051637
3212,1051640
3213,1051643
3214,1051644
3215,1051645
3216,1051646
3217,1051650
3218,1051651
3219,1051655
3220,1051658
3221,1051660
3222,1051663
3223,1051664
3224,1051667
3225,1051668
3226,1051669
3227,1051671
3228,1051672
3229,1051673
3230,1051674
3231,1051677
3232,1051680
3233,1051681
3234,1051682
3235,1051684
3236,1051687
3237,1051688
3238,1051689
3239,1051696
3240,1051703
3241,1051705
3242,1051708
3243,1051710
3244,1051711
3245,1051712
3246,1051715
3247,1051716
3248,1051718
3249,1051724
3250,1051726
3251,1051727
3252,1051731
3253,1051738
3254,1051739
3255,1051740
3256,1051741
3257,1051743
3258,1051745
3259,1051746
3260,1051748
3261,1051749
3262,1051753
3263,1051755
3264,1051758
3265,1051760
3266,1051762
3267,1051763
3268,1051764
3269,1051768
3270,1051772
3271,1051773
3272,1051776
3273,1051777
3274,1051778
3275,1051780
3276,1051781
3277,1051782
3278,1051784
3279,1051786
3280,1051788
3281,1051789
3282,1051790
3283,1051792
3284,1051793
3285,1051794
3286,1051796
3287,1051799
3288,1051801
3289,1051802
3290,1051804
3291,1051809
3292,1051810
3293,1051811
3294,1051814
3295,1051815
3296,1051816
3297,1051818
3298,1051821
3299,1051822
3300,1051826
3301,1051828
3302,1051829
3303,1051836
3304,1051839
3305,1051840
3306,1051846
3307,1051848
3308,1051850
3309,1051851
3310,1051852
3311,1051854
3312,1051855
3313,1051860
3314,1051865
3315,1051869
3316,1051872
3317,1051873
3318,1051875
3319,1051876
3320,1051878
3321,1051880
3322,1051881
3323,1051883
3324,1051888
3325,1051892
3326,1051894
3327,1051896
3328,1051898
3329,1051902
3330,1051903
3331,1051905
3332,1051907
3333,1051909
3334,1051913
3335,1051915
3336,1051916
3337,1051919
3339,1051925
3340,1051927
3341,1051930
3342,1051931
3343,1051932
3344,1051933
3345,1051934
3346,1051935
3347,1051939
3348,1051940
3349,1051942
3350,1051943
3351,1051946
3352,1051947
3353,1051949
3354,1051950
3355,1051951
3356,1051954
3357,1051955
3358,1051956
3359,1051957
3360,1051958
3361,1051962
3362,1051963
3363,1051964
3364,1051965
3365,1051968
3366,1051973
3367,1051975
3368,1051976
3369,1051977
3370,1051978
3371,1051979
3372,1051980
3374,1051984
3375,1051985
3376,1051989
3377,1051991
3378,1051995
3379,1052000
3380,1052001
3381,1052002
3382,1052005
3383,1052007
3384,1052008
3385,1052010
3386,1052011
3387,1052012
3388,1052014
3389,1052016
3390,1052021
3391,1052026
3392,1052029
3393,1052031
3394,1052033
3395,1052035
3396,1052036
3397,1052039
3398,1052041
3399,1052042
3400,1052044
3401,1052049
3402,1052051
3403,1052052
3404,1052054
3405,1052055
3406,1052057
3407,1052059
3408,1052061
3409,1052065
3411,1052067
3412,1052068
3413,1052070
3414,1052075
3415,1052081
3416,1052083
3417,1052089
3418,1052090
3419,1052091
3420,1052093
3421,1052097
3422,1052098
3423,1052102
3424,1052103
3425,1052106
3426,1052108
3427,1052109
3428,1052114
3429,1052117
3430,1052119
3431,1052120
3433,1052123
3434,1052128
3435,1052130
3436,1052138
3437,1052141
3438,1052142
3439,1052147
3440,1052157
3441,1052159
3442,1052160
3443,1052161
3444,1052162
3445,1052163
3446,1052164
3447,1052165
3448,1052166
3449,1052167
3450,1052168
3451,1052172
3452,1052175
3453,1052177
3454,1052178
3456,1052180
3457,1052184
3458,1052185
3459,1052193
3460,1052194
3461,1052197
3462,1052198
3463,1052201
3464,1052207
3465,1052208
3466,1052212
3467,1052214
3468,1052219
3469,1052220
3470,1052221
3471,1052223
3472,1052224
3473,1052225
3474,1052231
3475,1052237
3476,1052238
3477,1052239
3478,1052240
3479,1052243
3480,1052245
3481,1052246
3482,1052247
3483,1052250
3484,1052251
3485,1052253
3486,1052254
3487,1052256
3488,1052258
3489,1052259
3490,1052260
3491,1052264
3492,1052265
3493,1052268
3494,1052270
3495,1052271
3496,1052274
3497,1052275
3498,1052278
3499,1052279
3500,1052283
3501,1052284
3502,1052285
3503,1052286
3505,1052290
3506,1052291
3507,1052292
3508,1052298
3509,1052299
3510,1052301
3511,1052306
3512,1052307
3513,1052309
3514,1052310
3515,1052316
3516,1052322
3517,1052324
3518,1052326
3519,1052329
3520,1052332
3521,1052336
3522,1052338
3523,1052344
3524,1052346
3525,1052347
3526,1052350
3528,1052353
3529,1052354
3530,1052359
3531,1052360
3532,1052361
3533,1052362
3534,1052363
3535,1052364
3536,1052365
3537,1052367
3538,1052368
3539,1052370
3540,1052372
3541,1052373
3542,1052378
3543,1052379
3544,1052380
3545,1052383
3546,1052385
3547,1052387
3548,1052390
3549,1052391
3550,1052393
3551,1052394
3552,1052395
3553,1052396
3554,1052401
3555,1052403
3556,1052405
3557,1052406
3558,1052408
3559,1052409
3560,1052410
3561,1052414
3562,1052418
3563,1052419
3564,1052423
3565,1052424
3566,1052426
3567,1052427
3568,1052432
3569,1052439
3570,1052440
3571,1052441
3572,1052447
3573,1052449
3574,1052452
3575,1052453
3576,1052456
3577,1052457
3578,1052460
3579,1052461
3580,1052462
3581,1052467
3582,1052469
3583,1052477
3584,1052482
3585,1052483
3586,1052484
3587,1052485
3588,1052486
3589,1052488
3590,1052490
3591,1052492
3592,1052494
3593,1052496
3594,1052497
3595,1052498
3596,1052501
3597,1052505
3598,1052506
3599,1052507
3600,1052510
3601,1052511
3602,1052512
3603,1052515
3604,1052516
3605,1052517
3606,1052518
3607,1052519
3608,1052524
3609,1052528
3610,1052529
3611,1052533
3612,1052535
3613,1052538
3614,1052542
3615,1052543
3616,1052555
3617,1052556
3618,1052558
3619,1052559
3620,1052560
3621,1052562
3622,1052563
3623,1052564
3624,1052565
3625,1052569
3626,1052571
3627,1052573
3628,1052574
3629,1052578
3630,1052579
3631,1052580
3632,1052581
3633,1052584
3634,1052591
3635,1052594
3636,1052595
3637,1052596
3638,1052597
3639,1052598
3641,1052604
3642,1052606
3643,1052609
3644,1052610
3645,1052615
3646,1052622
3647,1052624
3648,1052625
3649,1052629
3650,1052630
3651,1052635
3652,1052637
3653,1052638
3654,1052639
3655,1052641
3656,1052642
3658,1052646
3659,1052649
3660,1052650
3661,1052651
3662,1052657
3663,1052658
3664,1052660
3665,1052662
3666,1052666
3667,1052672
3668,1052673
3669,1052677
3670,1052679
3671,1052680
3672,1052683
3673,1052689
3674,1052693
3675,1052697
3676,1052703
3677,1052704
3678,1052705
3679,1052707
3680,1052708
3681,1052711
3682,1052713
3683,1052716
3685,1052726
3686,1052727
3687,1052728
3688,1052731
3689,1052736
3690,1052742
3691,1052745
3692,1052748
3693,1052750
3694,1052751
3695,1052754
3696,1052760
3697,1052762
3698,1052763
3699,1052764
3700,1052765
3701,1052766
3702,1052768
3703,1052770
3704,1052771
3705,1052774
3706,1052776
3707,1052777
3708,1052779
3709,1052780
3710,1052782
3711,1052784
3712,1052792
3713,1052794
3714,1052796
3715,1052797
3716,1052800
3717,1052806
3718,1052808
3719,1052809
3720,1052810
3721,1052811
3722,1052815
3723,1052818
3724,1052821
3725,1052823
3726,1052825
3727,1052826
3728,1052827
3729,1052828
3730,1052829
3731,1052832
3732,1052833
3733,1052835
3734,1052837
3735,1052841
3736,1052842
3737,1052843
3738,1052845
3739,1052846
3740,1052847
3741,1052848
3742,1052850
3743,1052851
3744,1052852
3745,1052859
3746,1052861
3747,1052862
3748,1052863
3749,1052864
3750,1052865
3751,1052866
3752,1052868
3753,1052870
3754,1052871
3755,1052879
3756,1052882
3757,1052884
3758,1052886
3759,1052887
3760,1052889
3761,1052891
3762,1052893
3763,1052894
3764,1052904
3765,1052907
3766,1052908
3767,1052909
3768,1052913
3769,1052915
3770,1052920
3771,1052921
3772,1052923
3773,1052924
3774,1052925
3775,1052930
3776,1052931
3777,1052934
3778,1052939
3779,1052940
3780,1052943
3781,1052947
3782,1052948
3783,1052952
3784,1052954
3785,1052955
3786,1052957
3787,1052959
3788,1052960
3789,1052961
3790,1052964
3791,1052972
3792,1052974
3793,1052976
3794,1052977
3795,1052981
3796,1052986
3797,1052988
3798,1052991
3799,1052992
3800,1052994
3801,1052996
3802,1052998
3803,1053004
3804,1053005
3805,1053006
3806,1053007
3807,1053008
3808,1053012
3810,1053016
3811,1053018
3812,1053019
3813,1053024
3814,1053028
3815,1053029
3816,1053031
3817,1053032
3818,1053034
3819,1053037
3820,1053038
3821,1053039
3822,1053041
3823,1053044
3824,1053045
3825,1053046
3826,1053047
3827,1053048
3828,1053054
3829,1053057
3830,1053058
3831,1053060
3832,1053065
3833,1053071
3834,1053072
3835,1053073
3836,1053074
3837,1053075
3838,1053077
3839,1053078
3840,1053079
3841,1053081
3842,1053082
3843,1053083
3844,1053086
3845,1053088
3846,1053089
3847,1053094
3848,1053097
3849,1053100
3850,1053103
3851,1053104
3852,1053105
3853,1053112
3854,1053114
3855,1053115
3856,1053122
3857,1053123
3858,1053124
3859,1053125
3860,1053126
3861,1053127
3862,1053129
3863,1053131
3864,1053133
3865,1053134
3866,1053136
3867,1053137
3868,1053140
3869,1053141
3870,1053145
3871,1053146
3872,1053148
3873,1053150
3874,1053151
3875,1053191
3876,1053192
3877,1053193
3878,1053194
3879,1053197
3881,1053201
3882,1053205
3883,1053206
3884,1053208
3885,1053212
3886,1053214
3887,1053215
3888,1053217
3889,1053218
3890,1053223
3891,1053224
3892,1053226
3893,1053228
3894,1053231
3895,1053234
3896,1053237
3897,1053238
3898,1053239
3899,1053241
3900,1053243
3901,1053245
3902,1053246
3903,1053251
3904,1053252
3905,1053253
3906,1053254
3907,1053255
3908,1053256
3909,1053262
3910,1053265
3911,1053269
3912,1053270
3913,1053271
3914,1053272
3915,1053274
3916,1053275
3917,1053276
3918,1053277
3919,1053278
3920,1053280
3921,1053281
3922,1053282
3923,1053284
3924,1053285
3925,1053286
3926,1053288
3927,1053289
3928,1053292
3929,1053293
3930,1053294
3931,1053296
3932,1053297
3933,1053299
3934,1053301
3935,1053303
3936,1053307
3937,1053309
3938,1053315
3939,1053316
3940,1053318
3941,1053319
3942,1053321
3943,1053322
3944,1053326
3945,1053327
3946,1053328
3947,1053330
3948,1053333
3949,1053335
3950,1053336
3951,1053339
3952,1053342
3954,1053344
3955,1053349
3956,1053350
3958,1053352
3959,1053355
3960,1053361
3961,1053362
3963,1053369
3964,1053370
3965,1053371
3966,1053374
3970,1053384
3971,1053385
3972,1053392
3973,1053394
3974,1053395
3975,1053396
3976,1053400
3977,1053402
3978,1053406
3979,1053407
3980,1053408
3981,1053409
3982,1053410
3983,1053414
3984,1053415
3985,1053426
3986,1053438
3987,1053441
3988,1053442
3989,1053445
3990,1053446
3991,1053449
3992,1053462
3994,1053466
3995,1053467
3996,1053468
3997,1053471
3998,1053472
3999,1053474
4001,1053478
4002,1053486
4005,1053493
4006,1053494
4007,1053496
4008,1053498
4009,1053499
4010,1053500
4011,1053501
4012,1053502
4013,1053512
4014,1053514
4016,1053518
4017,1053522
4018,1053523
4019,1053525
4020,1053530
4022,1053532
4023,1053533
4024,1053534
4025,1053535
4026,1053536
4027,1053538
4028,1053539
4029,1053540
4031,1053547
4032,1053551
4033,1053555
4034,1053562
4035,1053564
4036,1053579
4037,1053580
4038,1053581
4039,1053582
4040,1053584
4041,1053588
4042,1053589
4043,1053603
4045,1053605
4047,1053610
4048,1053612
4049,1053618
4050,1053619
4052,1053632
4053,1053636
4054,1053637
4055,1053639
4056,1053643
4057,1053644
4058,1053646
4059,1053647
4061,1053650
4062,1053657
4063,1053659
4064,1053661
4065,1053662
4066,1053664
4069,1053677
4070,1053678
4071,1053681
4073,1053686
4074,1053688
4075,1053691
4076,1053693
4077,1053696
4078,1053697
4079,1053698
4080,1053708
4081,1053709
4082,1053710
4083,1053711
4087,1053725
4088,1053726
4089,1053727
4090,1053731
4092,1053734
4093,1053736
4094,1053738
4096,1053741
4097,1053744
4098,1053748
4099,1053750
4100,1053751
4101,1053752
4102,1053754
4103,1053765
4105,1053771
4106,1053772
4107,1053778
4108,1053779
4109,1053780
4110,1053786
4111,1053789
4112,1053791
4113,1053792
4114,1053793
4115,1053794
4116,1053796
4117,1053801
4118,1053802
4119,1053803
4120,1053810
4121,1053811
4122,1053812
4123,1053815
4124,1053816
4127,1053831
4128,1053833
4129,1053841
4130,1053842
4131,1053846
4132,1053847
4133,1053848
4134,1053849
4135,1053853
4136,1053858
4139,1053866
4140,1053872
4141,1053874
4142,1053875
4143,1053876
4144,1053880
4145,1053883
4146,1053888
4147,1053890
4149,1053901
4150,1053902
4151,1053903
4152,1053904
4153,1053907
4154,1053908
4155,1053911
4156,1053912
4157,1053913
4158,1053914
4159,1053915
4160,1053916
4161,1053917
4162,1053918
4163,1053924
4164,1053925
4165,1053926
4166,1053928
4167,1053932
4168,1053933
4169,1053939
4170,1053940
4171,1053946
4172,1053948
4173,1053956
4174,1053957
4177,1053961
4178,1053962
4179,1053970
4180,1053974
4181,1053980
4182,1053985
4183,1053987
4184,1053988
4185,1053989
4186,1053991
4187,1053992
4188,1053996
4189,1053997
4190,1053998
4191,1054000
4192,1054001
4193,1054004
4194,1054005
4195,1054010
4196,1054013
4197,1054018
4198,1054020
4199,1054021
4200,1054023
4201,1054027
4202,1054030
4203,1054031
4204,1054032
4205,1054034
4206,1054035
4207,1054037
4208,1054038
4209,1054041
4210,1054044
4212,1054052
4213,1054054
4214,1054055
4215,1054060
4216,1054063
4217,1054064
4218,1054065
4219,1054066
4220,1054070
4221,1054075
4222,1054076
4223,1054079
4224,1054080
4225,1054083
4226,1054084
4227,1054085
4228,1054088
4229,1054089
4230,1054092
4231,1054096
4232,1054102
4233,1054103
4234,1054105
4235,1054107
4236,1054111
4237,1054112
4238,1054114
4239,1054115
4240,1054116
4241,1054117
4242,1054118
4243,1054122
4244,1054123
4245,1054124
4246,1054125
4247,1054126
4249,1054130
4250,1054133
4251,1054134
4252,1054136
4253,1054137
4254,1054139
