,OBJECTID
2681,2106409
2687,2106429
2688,2106430
2689,2106431
2690,2106433
2691,2106435
2692,2106438
2694,2106440
2695,2106441
2697,2106446
2699,2106452
2700,2106455
2701,2106458
2702,2106461
2703,2106465
2704,2106467
2705,2106469
2708,2106492
2709,2106496
2710,2106497
2712,2106503
2713,2106507
2716,2106516
2718,2106527
2720,2106534
2721,2106540
2722,2106541
2723,2106542
2724,2106543
2725,2106544
2726,2106549
2727,2106551
2728,2106552
2729,2106554
2732,2106561
2734,2106568
2735,2106569
2736,2106570
2738,2106572
2739,2106573
2740,2106574
2743,2106578
2744,2106580
2745,2106583
2748,2106588
2749,2106592
2750,2106596
2751,2106597
2753,2106605
2754,2106612
2755,2106622
2756,2106623
2757,2106624
2758,2106625
2760,2106639
2761,2106640
2763,2106644
2764,2106654
2765,2106663
2766,2106679
2767,2106680
2769,2106683
2770,2106691
2771,2106694
2772,2106697
2773,2106699
2774,2106711
2775,2106741
2776,2106743
2777,2106751
2778,2106753
2779,2106756
2780,2106757
2782,2106759
2783,2106760
2784,2106764
2785,2106765
2786,2106769
2787,2106777
2790,2106782
2791,2106783
2794,2106790
2795,2106791
2796,2106792
2797,2106793
2798,2106796
2800,2106801
2801,2106802
2802,2106804
2803,2106805
2804,2106806
2805,2106807
2806,2106808
2807,2106809
2808,2106812
2811,2106823
2812,2106828
2813,2106832
2815,2106838
2816,2106839
2818,2106846
2819,2106847
2821,2106850
2824,2106855
2826,2106862
2827,2106868
2833,2106884
2834,2106888
2835,2106890
2836,2106891
2837,2106893
2838,2106894
2839,2106896
2841,2106908
2842,2106913
2843,2106915
2844,2106919
2845,2106922
2847,2106926
2848,2106937
2849,2106940
2850,2106950
2851,2106951
2852,2106953
2854,2106960
2855,2106963
2856,2106966
2857,2106967
2859,2106971
2860,2106972
2864,2106980
2865,2106982
2866,2106984
2867,2106985
2868,2106989
2869,2106997
2870,2106998
2871,2106999
2872,2107004
2873,2107011
2874,2107014
2875,2107015
2876,2107016
2877,2107017
2878,2107018
2879,2107019
2880,2107020
2881,2107027
2883,2107034
2885,2107044
2886,2107045
2888,2107048
2889,2107052
2890,2107057
2893,2107065
2896,2107068
2897,2107072
2899,2107076
2900,2107077
2901,2107078
2902,2107079
2903,2107080
2904,2107081
2905,2107082
2906,2107083
2907,2107086
2908,2107087
2909,2107088
2911,2107090
2912,2107091
2913,2107092
2914,2107095
2915,2107098
2916,2107099
2917,2107102
2918,2107107
2919,2107108
2920,2107111
2923,2107115
2924,2107116
2925,2107118
2926,2107119
2928,2107121
2929,2107122
2930,2107123
2931,2107127
2933,2107129
2934,2107130
2935,2107131
2936,2107133
2937,2107134
2938,2107135
2939,2107136
2940,2107139
2943,2107150
2944,2107160
2946,2107163
2948,2107175
2950,2107182
2952,2107189
2953,2107191
2955,2107200
2956,2107203
2957,2107205
2958,2107209
2959,2107211
2960,2107215
2961,2107217
2962,2107218
2964,2107224
2965,2107227
2967,2107236
2969,2107243
2971,2107245
2972,2107260
2973,2107277
2974,2107302
2976,2107306
2977,2107308
2978,2107311
2979,2107313
2980,2107314
2981,2107316
2982,2107317
2983,2107323
2984,2107324
2985,2107328
2989,2107340
2990,2107341
2991,2107345
2992,2107346
2994,2107349
2996,2107352
2998,2107357
3002,2107373
3003,2107378
3004,2107379
3005,2107385
3006,2107386
3007,2107389
3008,2107390
3009,2107391
3010,2107392
3013,2107396
3014,2107400
3015,2107404
3016,2107411
3017,2107413
3018,2107416
3019,2107419
3020,2107423
3021,2107425
3022,2107426
3023,2107430
3024,2107432
3025,2107433
3027,2107440
3028,2107443
3030,2107447
3032,2107449
3033,2107454
3035,2107456
3036,2107459
3037,2107460
3038,2107462
3039,2107466
3040,2107467
3041,2107468
3043,2107470
3044,2107471
3046,2107476
3047,2107477
3048,2107478
3049,2107479
3050,2107481
3051,2107482
3052,2107484
3053,2107489
3054,2107490
3056,2107495
3058,2107497
3059,2107498
3061,2107501
3062,2107502
3064,2107504
3065,2107505
3066,2107509
3069,2107515
3070,2107519
3071,2107520
3072,2107521
3074,2107524
3076,2107527
3077,2107528
3078,2107534
3079,2107535
3080,2107536
3082,2107544
3083,2107546
3084,2107548
3085,2107549
3086,2107550
3087,2107551
3088,2107552
3089,2107553
3090,2107554
3091,2107555
3092,2107556
3093,2107557
3094,2107558
3096,2107562
3098,2107566
3099,2107567
3100,2107568
3101,2107569
3105,2107580
3107,2107591
3108,2107596
3109,2107599
3110,2107601
3111,2107602
3113,2107606
3118,2107613
3119,2107614
3120,2107617
3121,2107619
3122,2107621
3124,2107628
3125,2107629
3126,2107630
3127,2107631
3128,2107633
3129,2107634
3130,2107635
3131,2107636
3132,2107637
3133,2107639
3134,2107640
3135,2107643
3136,2107645
3137,2107646
3138,2107647
3140,2107650
3142,2107652
3143,2107654
3144,2107660
3145,2107661
3146,2107663
3147,2107664
3148,2107667
3149,2107668
3150,2107669
3151,2107672
3152,2107674
3153,2107676
3154,2107679
3155,2107682
3156,2107683
3157,2107684
3158,2107685
3159,2107689
3160,2107690
3161,2107692
3162,2107694
3163,2107697
3164,2107699
3165,2107704
3166,2107707
3167,2107718
3169,2107728
3170,2107729
3174,2107738
3175,2107739
3176,2107740
3177,2107741
3179,2107744
3180,2107746
3183,2107750
3184,2107752
3185,2107753
3186,2107756
3187,2107757
3188,2107762
3189,2107765
3190,2107767
3192,2107776
3193,2107778
3194,2107780
3195,2107781
3196,2107782
3197,2107783
3199,2107785
3200,2107794
3201,2107796
3203,2107807
3204,2107808
3205,2107810
3206,2107818
3207,2107826
3208,2107832
3209,2107833
3210,2107835
3212,2107841
3213,2107844
3214,2107847
3215,2107850
3216,2107851
3217,2107852
3218,2107854
3219,2107859
3220,2107860
3222,2107862
3223,2107863
3226,2107876
3227,2107881
3228,2107882
3230,2107887
3231,2107888
3232,2107889
3233,2107890
3234,2107893
3235,2107898
3236,2107900
3237,2107905
3238,2107918
3239,2107922
3240,2107924
3241,2107926
3242,2107928
3244,2107932
3245,2107935
3246,2107936
3248,2107943
3249,2107950
3250,2107954
3251,2107956
3252,2107958
3253,2107964
3254,2107965
3256,2107967
3257,2107968
3259,2107973
3260,2107977
3261,2107978
3262,2107984
3263,2107985
3264,2107986
3265,2107990
3267,2108001
3268,2108003
3270,2108014
3271,2108020
3272,2108028
3275,2108089
3277,2108095
3278,2108097
3279,2108098
3280,2108099
3283,2108105
3285,2108114
3286,2108115
3287,2108121
3288,2108122
3289,2108125
3290,2108126
3292,2108128
3293,2108129
3294,2108133
3295,2108134
3296,2108136
3297,2108137
3298,2108141
3299,2108142
3300,2108143
3301,2108147
3302,2108149
3303,2108156
3304,2108158
3305,2108159
3306,2108163
3307,2108164
3308,2108165
3309,2108166
3310,2108167
3311,2108168
3313,2108170
3314,2108172
3315,2108173
3316,2108175
3317,2108176
3318,2108182
3319,2108197
3323,2108204
3324,2108207
3327,2108220
3328,2108221
3329,2108223
3330,2108224
3331,2108226
3332,2108227
3333,2108228
3334,2108231
3335,2108232
3336,2108233
3338,2108242
3339,2108246
3341,2108256
3343,2108258
3344,2108263
3345,2108270
3346,2108276
3347,2108277
3348,2108280
3349,2108283
3350,2108284
3352,2108288
3354,2108294
3357,2108301
3358,2108305
3359,2108306
3360,2108307
3361,2108309
3362,2108312
3365,2108316
3366,2108317
3367,2108318
3368,2108320
3370,2108327
3371,2108328
3372,2108329
3373,2108331
3374,2108337
3375,2108338
3377,2108342
3378,2108345
3380,2108352
3381,2108353
3382,2108356
3383,2108358
3393,2108380
3394,2108381
3397,2108385
3398,2108399
3400,2108406
3401,2108407
3402,2108409
3403,2108411
3404,2108412
3405,2108415
3406,2108416
3407,2108419
3408,2108420
3409,2108421
3410,2108422
3411,2108424
3412,2108427
3413,2108428
3414,2108429
3415,2108430
3416,2108432
3417,2108434
3418,2108438
3419,2108439
3420,2108441
3421,2108442
3422,2108443
3423,2108448
3424,2108449
3425,2108453
3426,2108454
3428,2108456
3430,2108458
3432,2108461
3433,2108462
3434,2108463
3435,2108466
3436,2108467
3437,2108470
3438,2108474
3439,2108476
3440,2108477
3441,2108479
3442,2108480
3443,2108481
3445,2108502
3446,2108505
3447,2108507
3448,2108512
3449,2108513
3451,2108519
3452,2108524
3453,2108528
3454,2108530
3455,2108532
3456,2108535
3457,2108538
3460,2108543
3461,2108544
3462,2108547
3463,2108550
3465,2108553
3466,2108554
3467,2108559
3469,2108567
3470,2108569
3471,2108570
3473,2108572
3474,2108574
3475,2108576
3476,2108577
3477,2108580
3478,2108581
3479,2108582
3480,2108584
3481,2108586
3483,2108591
3485,2108594
3486,2108597
3488,2108599
3489,2108600
3490,2108601
3491,2108604
3492,2108607
3493,2108613
3494,2108615
3495,2108616
3496,2108618
3497,2108621
3498,2108622
3499,2108624
3500,2108626
3501,2108627
3502,2108628
3503,2108631
3504,2108633
3506,2108636
3507,2108637
3508,2108639
3509,2108644
3510,2108648
3511,2108649
3512,2108650
3513,2108651
3514,2108652
3515,2108655
3516,2108656
3517,2108661
3519,2108663
3520,2108664
3521,2108666
3522,2108667
3523,2108668
3524,2108671
3525,2108675
3526,2108676
3527,2108677
3528,2108679
3529,2108680
3530,2108682
3531,2108684
3532,2108698
3533,2108701
3536,2108718
3537,2108721
3539,2108732
3540,2108734
3541,2108735
3542,2108737
3543,2108742
3544,2108745
3545,2108748
3546,2108751
3548,2108757
3549,2108758
3550,2108760
3551,2108761
3552,2108762
3553,2108764
3554,2108765
3557,2108769
3559,2108772
3562,2108776
3563,2108779
3564,2108783
3565,2108785
3566,2108787
3567,2108789
3568,2108791
3569,2108793
3570,2108794
3571,2108795
3572,2108798
3573,2108800
3574,2108803
3575,2108804
3576,2108805
3577,2108806
3578,2108807
3579,2108811
3580,2108812
3581,2108816
3582,2108818
3583,2108820
3584,2108822
3585,2108824
3586,2108827
3587,2108828
3588,2108829
3589,2108831
3590,2108832
3591,2108841
3593,2108846
3594,2108858
3595,2108866
3596,2108868
3597,2108869
3598,2108872
3599,2108873
3600,2108876
3601,2108878
3603,2108880
3604,2108881
3607,2108895
3608,2108901
3610,2108904
3611,2108906
3613,2108917
3615,2108919
3616,2108920
3617,2108924
3618,2108925
3619,2108928
3620,2108931
3622,2108936
3623,2108937
3624,2108938
3625,2108939
3629,2108953
3630,2108955
3631,2108957
3632,2108958
3634,2108964
3635,2108968
3636,2108971
3637,2108975
3639,2108978
3641,2108981
3642,2108985
3643,2108988
3644,2108993
3645,2108996
3646,2109002
3647,2109005
3648,2109006
3651,2109018
3652,2109019
3653,2109020
3654,2109021
3655,2109023
3656,2109024
3658,2109029
3659,2109030
3660,2109031
3661,2109032
3662,2109035
3663,2109036
3664,2109037
3665,2109038
3667,2109041
3668,2109042
3669,2109043
3671,2109054
3672,2109057
3676,2109064
3677,2109071
3678,2109074
3679,2109075
3680,2109076
3681,2109078
3682,2109079
3683,2109080
3684,2109083
3685,2109085
3686,2109086
3687,2109088
3688,2109090
3689,2109091
3690,2109093
3691,2109095
3692,2109098
3694,2109106
3696,2109111
3697,2109112
3698,2109119
3701,2109140
3702,2109141
3703,2109142
3704,2109143
3706,2109148
3707,2109149
3708,2109152
3709,2109153
3710,2109156
3711,2109157
3712,2109158
3714,2109166
3715,2109168
3716,2109169
3717,2109170
3718,2109171
3719,2109175
3720,2109176
3721,2109177
3722,2109187
3723,2109189
3724,2109190
3726,2109195
3727,2109201
3728,2109202
3729,2109203
3730,2109205
3731,2109211
3732,2109220
3733,2109225
3734,2109227
3736,2109235
3738,2109239
3742,2109245
3743,2109246
3745,2109250
3746,2109259
3747,2109261
3748,2109262
3749,2109263
3750,2109264
3752,2109266
3753,2109268
3754,2109269
3755,2109276
3756,2109281
3757,2109285
3759,2109288
3760,2109290
3761,2109291
3762,2109297
3763,2109301
3764,2109304
3765,2109315
3766,2109318
3767,2109328
3768,2109329
3769,2109330
3770,2109331
3771,2109333
3772,2109337
3773,2109341
3774,2109343
3775,2109345
3776,2109351
3777,2109352
3779,2109357
3780,2109365
3781,2109369
3782,2109370
3783,2109372
3784,2109373
3785,2109374
3786,2109375
3787,2109377
3788,2109378
3789,2109379
3790,2109380
3791,2109382
3792,2109383
3793,2109390
3794,2109391
3795,2109395
3798,2109418
3800,2109422
3801,2109427
3802,2109434
3804,2109447
3805,2109462
3806,2109465
3807,2109466
3809,2109478
3810,2109480
3812,2109482
3813,2109484
3814,2109485
3815,2109489
3817,2109495
3821,2109502
3822,2109519
3823,2109522
3824,2109529
3826,2109554
3828,2109569
3829,2109579
3830,2109584
3831,2109595
3832,2109608
3833,2109611
3834,2109613
3835,2109616
3836,2109621
3838,2109630
3839,2109634
3840,2109636
3841,2109645
3842,2109648
3843,2109651
3845,2109657
3846,2109659
3847,2109663
3848,2109664
3850,2109670
3852,2109677
3853,2109679
3854,2109681
3858,2109689
3859,2109690
3860,2109693
3861,2109694
3862,2109695
3864,2109699
3865,2109701
3866,2109705
3867,2109708
3868,2109710
3869,2109711
3870,2109712
3871,2109714
3872,2109716
3873,2109721
3874,2109724
3875,2109725
3876,2109726
3878,2109730
3879,2109731
3880,2109732
3881,2109734
3882,2109736
3885,2109740
3887,2109743
3888,2109745
3889,2109746
3890,2109748
3891,2109749
3892,2109751
3893,2109752
3894,2109754
3895,2109760
3896,2109761
3897,2109763
3898,2109766
3899,2109768
3900,2109770
3901,2109771
3902,2109777
3903,2109778
3904,2109779
3905,2109780
3906,2109781
3907,2109784
3908,2109787
3909,2109788
3910,2109789
3911,2109791
3912,2109792
3913,2109794
3914,2109795
3915,2109796
3916,2109797
3917,2109798
3918,2109802
3919,2109804
3920,2109805
3921,2109806
3923,2109812
3924,2109816
3926,2109819
3927,2109822
3928,2109825
3929,2109826
3930,2109827
3931,2109828
3933,2109831
3934,2109832
3936,2109836
3937,2109838
3938,2109840
3940,2109843
3942,2109851
3944,2109855
3946,2109859
3949,2109864
3950,2109865
3952,2109867
3956,2109880
3958,2109884
3959,2109885
3960,2109886
3961,2109887
3962,2109888
3963,2109889
3964,2109892
3965,2109898
3968,2109909
3969,2109916
3970,2109917
3971,2109918
3972,2109922
3973,2109923
3974,2109926
3975,2109930
3976,2109931
3977,2109933
3978,2109936
3979,2109938
3980,2109940
3983,2109948
3985,2109953
3986,2109956
3987,2109959
3988,2109961
3991,2109976
3993,2109982
3996,2109995
3997,2109996
3998,2109997
3999,2109998
4000,2110003
4001,2110005
4003,2110015
4004,2110021
4006,2110024
4007,2110025
4008,2110026
4009,2110029
4010,2110031
4011,2110032
4012,2110037
4013,2110041
4014,2110045
4015,2110046
4016,2110047
4019,2110050
4020,2110052
4021,2110056
4022,2110057
4023,2110059
4024,2110060
4027,2110073
4028,2110074
4030,2110081
4031,2110084
4033,2110089
4034,2110091
4035,2110093
4036,2110094
4037,2110095
4038,2110096
4039,2110100
4040,2110101
4041,2110103
4042,2110106
4043,2110107
4044,2110108
4045,2110109
4046,2110112
4047,2110113
4048,2110115
4050,2110118
4051,2110119
4053,2110123
4054,2110125
4055,2110126
4056,2110127
4057,2110130
4058,2110131
4059,2110132
4060,2110133
4061,2110136
4062,2110138
4063,2110139
4064,2110140
4065,2110142
4066,2110145
4067,2110146
4068,2110147
4069,2110148
4070,2110149
4071,2110150
4072,2110152
4073,2110155
4074,2110156
4075,2110157
4076,2110158
4077,2110159
4078,2110160
4079,2110164
4080,2110165
4081,2110166
4083,2110182
4084,2110184
4085,2110185
4086,2110187
4087,2110190
4088,2110191
4091,2110196
4092,2110207
4093,2110208
4094,2110210
4096,2110218
4097,2110227
4098,2110228
4099,2110235
4100,2110236
4102,2110241
4103,2110244
4104,2110250
4105,2110253
4106,2110256
4107,2110262
4108,2110265
4110,2110267
4111,2110274
4112,2110284
4114,2110287
4115,2110290
4118,2110295
4120,2110304
4121,2110305
4122,2110306
4123,2110308
4124,2110310
4125,2110313
4126,2110317
4127,2110318
4128,2110319
4129,2110321
4130,2110322
4131,2110324
4132,2110325
4133,2110327
4134,2110328
4135,2110329
4136,2110331
4137,2110335
4138,2110336
4139,2110337
4140,2110341
4141,2110345
4144,2110348
4145,2110352
4146,2110354
4147,2110357
4149,2110363
4150,2110364
4151,2110365
4152,2110366
4153,2110367
4155,2110369
4157,2110372
4158,2110377
4159,2110380
4160,2110393
4161,2110394
4162,2110396
4163,2110399
4165,2110412
4166,2110414
4167,2110416
4169,2110419
4170,2110421
4171,2110423
4172,2110424
4173,2110425
4174,2110429
4175,2110431
4178,2110446
4179,2110452
4180,2110453
4181,2110460
4184,2110471
4185,2110473
4186,2110474
4187,2110478
4188,2110479
4189,2110480
4191,2110492
4192,2110504
4193,2110505
4194,2110506
4196,2110510
4197,2110513
4198,2110524
4200,2110529
4201,2110534
4203,2110557
4204,2110562
4205,2110563
4207,2110568
4208,2110569
4209,2110574
4210,2110576
4211,2110577
4212,2110584
4213,2110589
4214,2110591
4215,2110593
4216,2110595
4217,2110596
4218,2110599
4219,2110604
4220,2110605
4221,2110606
4222,2110607
4223,2110609
4224,2110611
4226,2110616
4227,2110617
4228,2110619
4229,2110623
4231,2110628
4233,2110641
4234,2110643
4235,2110644
4236,2110648
4237,2110651
4238,2110659
4239,2110678
4240,2110683
4241,2110684
4242,2110687
4243,2110689
4244,2110691
4245,2110693
4246,2110697
4249,2110705
4250,2110706
4251,2110708
4253,2110714
4254,2110716
4255,2110718
4256,2110720
4258,2110722
4259,2110724
4262,2110734
4264,2110736
4266,2110746
4267,2110747
4268,2110748
4269,2110749
4272,2110758
4274,2110763
4275,2110768
4277,2110776
4278,2110777
4279,2110781
4280,2110785
4283,2110789
4284,2110792
4286,2110798
4288,2110805
4289,2110818
4290,2110819
4291,2110822
4293,2110828
4294,2110830
4296,2110835
4297,2110838
4298,2110839
4299,2110840
4300,2110848
4302,2110850
4305,2110859
4306,2110861
4307,2110866
4308,2110869
4309,2110870
4310,2110872
4312,2110876
4313,2110878
4314,2110887
4315,2110888
4316,2110892
4318,2110898
4319,2110900
4320,2110901
4321,2110910
4322,2110912
4323,2110913
4325,2110919
4326,2110923
4327,2110932
4328,2110934
4329,2110936
4330,2110938
4331,2110939
4332,2110940
4333,2110942
4334,2110943
4335,2110944
4336,2110945
4337,2110946
4338,2110947
4339,2110948
4340,2110950
4341,2110955
4342,2110956
4344,2110961
4345,2110968
4346,2110969
4347,2110974
4350,2110982
4351,2110985
4352,2110988
4353,2110991
4354,2110992
4355,2110993
4356,2110994
4357,2110995
4358,2110996
4359,2110997
4361,2111006
4362,2111007
4364,2111010
4365,2111011
4366,2111020
4367,2111025
4368,2111027
4369,2111028
4370,2111029
4374,2111035
4375,2111037
4376,2111038
4377,2111040
4379,2111042
4382,2111051
4385,2111055
4386,2111058
4387,2111059
4388,2111061
4389,2111062
4391,2111067
4392,2111069
4393,2111080
4396,2111089
4397,2111090
4398,2111091
4400,2111093
4401,2111094
4402,2111095
4403,2111097
4405,2111101
4406,2111102
4407,2111109
4408,2111110
4413,2111121
4416,2111128
4417,2111129
4418,2111130
4420,2111136
4422,2111141
4423,2111143
4424,2111144
4425,2111146
4427,2111152
4429,2111156
4430,2111158
4433,2111164
4436,2111169
4438,2111171
4439,2111172
4440,2111173
4441,2111174
4442,2111175
4443,2111176
4444,2111178
4445,2111179
4446,2111181
4447,2111183
4448,2111184
4449,2111185
4450,2111186
4451,2111188
4452,2111189
4453,2111190
4454,2111193
4455,2111195
4457,2111198
4458,2111199
4459,2111201
4460,2111202
4461,2111205
4462,2111208
4463,2111210
4464,2111211
4465,2111212
4466,2111213
4467,2111215
4468,2111216
4469,2111218
4470,2111220
4471,2111222
4472,2111224
4473,2111225
4474,2111226
4475,2111228
4476,2111237
4477,2111238
4479,2111242
4480,2111245
4482,2111252
4483,2111256
4487,2111261
4488,2111263
4491,2111272
4493,2111279
4494,2111286
4497,2111299
4498,2111300
4499,2111301
4501,2111307
4502,2111308
4503,2111309
4504,2111311
4505,2111312
4506,2111314
4507,2111315
4508,2111320
4510,2111322
4511,2111324
4512,2111326
4513,2111331
4514,2111332
4515,2111333
4516,2111334
4517,2111335
4518,2111336
4519,2111337
4520,2111343
4522,2111347
4524,2111353
4525,2111356
4526,2111357
4527,2111358
4528,2111359
4529,2111361
4530,2111362
4532,2111369
4533,2111371
4535,2111380
4536,2111381
4537,2111382
4538,2111385
4539,2111386
4540,2111387
4541,2111388
4542,2111391
4543,2111397
4544,2111399
4545,2111401
4546,2111405
4547,2111408
4548,2111411
4549,2111413
4550,2111414
4552,2111417
4553,2111419
4554,2111420
4555,2111421
4556,2111423
4557,2111424
4558,2111425
4559,2111426
4560,2111428
4561,2111431
4562,2111432
4563,2111433
4564,2111439
4565,2111441
4566,2111442
4568,2111448
4569,2111450
4572,2111461
4573,2111462
4575,2111465
4576,2111468
4577,2111470
4579,2111481
4581,2111487
4582,2111488
4583,2111490
4584,2111491
4585,2111495
4586,2111496
4588,2111506
4589,2111507
4590,2111508
4591,2111517
4592,2111522
4593,2111523
4594,2111524
4595,2111525
4596,2111529
4601,2111540
4602,2111543
4603,2111545
4607,2111554
4608,2111555
4609,2111560
4613,2111566
4616,2111571
4619,2111577
4620,2111578
4621,2111579
4622,2111583
4623,2111584
4624,2111587
4626,2111589
4628,2111592
4629,2111593
4630,2111594
4631,2111596
4632,2111597
4636,2111604
4637,2111605
4638,2111606
4639,2111607
4640,2111611
4642,2111615
4643,2111616
4644,2111618
4645,2111619
4646,2111621
4647,2111622
4648,2111623
4649,2111625
4650,2111627
4651,2111628
4652,2111635
4654,2111643
4655,2111654
4656,2111655
4658,2111657
4659,2111658
4660,2111662
4661,2111664
4662,2111665
4663,2111667
4665,2111674
4666,2111675
4667,2111681
4668,2111683
4669,2111684
4670,2111708
4671,2111710
4672,2111711
4673,2111714
4674,2111717
4676,2111719
4677,2111722
4678,2111728
4679,2111729
4680,2111730
4681,2111732
4682,2111733
4684,2111738
4686,2111743
4687,2111748
4689,2111754
4690,2111755
4691,2111759
4692,2111760
4693,2111763
4695,2111774
4696,2111785
4697,2111792
4698,2111795
4700,2111802
4702,2111804
4705,2111814
4706,2111815
4707,2111816
4711,2111825
4712,2111827
4713,2111829
4714,2111831
4715,2111832
4716,2111833
4717,2111835
4718,2111838
4719,2111843
4721,2111847
4726,2111862
4727,2111863
4728,2111864
4730,2111868
4732,2111875
4733,2111877
4734,2111878
4735,2111879
4738,2111886
4739,2111891
4741,2111895
4742,2111898
4743,2111901
4745,2111904
4746,2111905
4748,2111908
4749,2111909
4750,2111910
4752,2111914
4753,2111917
4754,2111920
4756,2111922
4758,2111927
4759,2111928
4760,2111929
4761,2111930
4763,2111932
4764,2111938
4767,2111943
4771,2111962
4772,2111963
4773,2111964
4774,2111966
4775,2111967
4779,2111972
4780,2111973
4781,2111974
4782,2111976
4783,2111980
4784,2111981
4785,2111982
4786,2111984
4787,2111985
4788,2111986
4789,2111987
4790,2111988
4791,2111993
4792,2111995
4795,2112006
4796,2112008
4797,2112012
4798,2112021
4800,2112025
4801,2112026
4802,2112033
4803,2112034
4805,2112036
4806,2112042
4807,2112045
4808,2112054
4809,2112058
4813,2112066
4818,2112075
4820,2112081
4821,2112085
4823,2112087
4824,2112090
4826,2112095
4827,2112097
4828,2112101
4829,2112103
4830,2112104
4831,2112106
4832,2112109
4833,2112110
4834,2112111
4835,2112112
4836,2112113
4837,2112114
4838,2112115
4839,2112119
4840,2112120
4841,2112123
4842,2112126
4843,2112127
4845,2112129
4846,2112130
4847,2112131
4848,2112132
4849,2112133
4850,2112134
4851,2112135
4852,2112136
4853,2112137
4854,2112138
4855,2112139
4856,2112140
4857,2112141
4858,2112145
4859,2112146
4860,2112147
4861,2112148
4862,2112149
4863,2112150
4864,2112152
4865,2112153
4866,2112154
4867,2112156
4868,2112158
4869,2112160
4870,2112161
4871,2112166
4872,2112167
4876,2112183
4877,2112194
4878,2112196
4879,2112198
4880,2112199
4881,2112201
4883,2112205
4885,2112223
4886,2112224
4887,2112226
4889,2112230
4890,2112232
4898,2112246
4899,2112247
4900,2112249
4901,2112251
4902,2112252
4903,2112253
4904,2112255
4905,2112260
4906,2112261
4908,2112266
4909,2112270
4910,2112271
4911,2112272
4912,2112273
4913,2112277
4914,2112279
4915,2112281
4918,2112285
4919,2112287
4921,2112290
4922,2112294
4923,2112295
4924,2112303
4925,2112305
4926,2112319
4927,2112329
4928,2112336
4929,2112339
4930,2112344
4931,2112349
4932,2112360
4934,2112368
4935,2112369
4936,2112370
4937,2112371
4938,2112374
4939,2112378
4940,2112389
4941,2112391
4943,2112394
4944,2112395
4945,2112396
4946,2112397
4947,2112398
4948,2112401
4949,2112405
4950,2112406
4951,2112407
4952,2112409
4953,2112411
4954,2112412
4955,2112413
4956,2112414
4957,2112415
4960,2112421
4961,2112422
4962,2112423
4963,2112426
4964,2112429
4965,2112430
4966,2112431
4967,2112432
4968,2112433
4969,2112434
4970,2112435
4971,2112436
4972,2112440
4973,2112443
4974,2112444
4975,2112445
4976,2112446
4978,2112450
4979,2112451
4980,2112452
4981,2112453
4982,2112454
4984,2112458
4985,2112464
4986,2112468
4987,2112470
4991,2112479
4992,2112481
4993,2112501
4996,2112513
5000,2112526
5002,2112529
5003,2112530
5004,2112531
5008,2112538
5009,2112541
5010,2112544
5011,2112546
5013,2112556
5014,2112562
5017,2112567
5018,2112572
5019,2112575
5020,2112578
5021,2112580
5022,2112581
5023,2112583
5024,2112587
5025,2112594
5026,2112598
5027,2112601
5028,2112604
5030,2112606
5031,2112609
5032,2112613
5033,2112614
5034,2112617
5035,2112618
5036,2112625
5037,2112628
5038,2112630
5039,2112632
5040,2112640
5041,2112651
5042,2112653
5043,2112655
5044,2112656
5045,2112657
5046,2112659
5047,2112661
5048,2112664
5049,2112666
5050,2112670
5051,2112673
5052,2112674
5053,2112675
5054,2112679
5055,2112680
5056,2112684
5057,2112686
5058,2112689
5059,2112690
5060,2112691
5064,2112699
5065,2112713
5066,2112714
5067,2112731
5068,2112733
5069,2112741
5070,2112744
5071,2112748
5072,2112751
5073,2112753
5074,2112754
5075,2112756
5076,2112757
5079,2112785
5080,2112786
5081,2112796
5082,2112797
5084,2112801
5085,2112804
5087,2112809
5088,2112815
5089,2112818
5090,2112824
5093,2112856
5094,2112871
5095,2112874
5096,2112876
5097,2112877
5098,2112878
5099,2112880
5100,2112881
5103,2112904
5104,2112908
5105,2112910
5107,2112916
5108,2112918
5109,2112920
5110,2112933
5112,2112947
5113,2112950
5114,2112955
5116,2112960
5119,2112964
5123,2112975
5126,2112978
5127,2112985
5130,2112989
5131,2112990
5132,2112991
5133,2112992
5135,2113000
5136,2113006
5137,2113007
5138,2113008
5139,2113009
5140,2113012
5141,2113014
5145,2113028
5147,2113031
5148,2113033
5150,2113041
5153,2113044
5154,2113050
5155,2113051
5156,2113053
5157,2113054
5159,2113069
5161,2113071
5164,2113076
5166,2113086
5168,2113090
5170,2113101
5173,2113111
5174,2113112
5176,2113117
5178,2113119
5179,2113120
5180,2113121
5182,2113125
5183,2113126
5185,2113131
5186,2113134
5187,2113135
5188,2113136
5191,2113142
5198,2113159
5199,2113161
5200,2113165
5202,2113167
5203,2113175
5204,2113176
5206,2113180
5207,2113181
5208,2113182
5209,2113186
5210,2113188
5211,2113190
5212,2113191
5213,2113194
5217,2113203
5218,2113204
5219,2113205
5220,2113216
5222,2113221
5223,2113222
5225,2113228
5226,2113229
5227,2113230
5228,2113231
5229,2113233
5230,2113234
5231,2113235
5232,2113237
5233,2113240
5234,2113245
5237,2113255
5240,2113270
5241,2113271
5242,2113276
5244,2113280
5246,2113289
5247,2113290
5248,2113293
5249,2113294
5254,2113312
5255,2113314
5256,2113317
5257,2113318
5258,2113319
5259,2113321
5260,2113323
5261,2113327
5262,2113330
5263,2113331
5264,2113338
5265,2113339
5266,2113341
5267,2113343
5268,2113344
