,index
6302,546150
6303,546152
6305,546158
6312,546179
6315,546185
6317,546187
6320,546192
6324,546201
6327,546205
6332,546228
6337,546241
6338,546245
6344,546260
6348,546265
6354,546330
6359,546342
6360,546345
6363,546350
6364,546351
6369,546359
6370,546360
6374,546369
6376,546372
6380,546378
6384,546431
6385,546432
6388,546440
6391,546445
6397,546455
6400,546460
6416,546490
6440,546538
6448,546562
6453,546593
6456,546615
6459,546628
6460,546629
6461,546631
6470,546659
6475,546672
6478,546700
6483,546713
6496,546743
6498,546747
6508,546760
6513,546780
6514,546781
6515,546782
6526,546805
6530,546821
6532,546825
6535,546837
6537,546839
6539,546842
6542,546847
6548,546860
6561,546884
6563,546886
6566,546895
6574,546915
6594,546960
6596,546964
6597,546966
6598,546967
6602,546973
6607,546981
6615,546992
6617,546995
6618,546999
6620,547006
6627,547019
6638,547055
6643,547064
6658,547098
6660,547101
6661,547102
6662,547103
6669,547117
6683,547161
6688,547171
6694,547179
6696,547182
6701,547189
6709,547210
6719,547234
6739,547279
6742,547283
6743,547284
6746,547754
6748,547758
6749,547760
6755,547769
6761,547796
6763,547799
6764,547804
6766,547808
6768,547817
6770,547826
6771,547936
6772,547938
6778,547950
6779,548187
6787,548387
6792,548768
6799,548783
6809,548931
6825,549376
6827,549381
6835,549401
6839,549411
6840,549414
6844,549421
6845,549422
6847,549426
6852,549436
6858,549444
6864,549453
6865,549458
6866,549459
6867,549460
6877,549495
6879,549500
6880,549506
6895,549546
6896,549553
6899,549557
6901,549559
6911,549577
6916,549582
6922,549589
6926,549596
6935,549658
6941,549677
6944,549680
6947,549686
