,index,hgt_median_m,area,yrbuilt
5571,5571,9.86,9.93330256185324e-10,1904
5572,5572,8.34,1.2165357395488239e-08,1904
5573,5573,8.34,9.93330256185324e-10,1904
5574,5574,8.87,1.2163328936113223e-08,1941
5575,5575,9.11,1.2164077064349618e-08,1925
5576,5576,9.69,1.2161618476250616e-08,1923
5577,5577,9.69,1.3093487149820169e-09,1923
5578,5578,5.67,1.2158364040765996e-08,1954
5579,5579,6.3,1.2157968174561604e-08,1940
5580,5580,7.2,1.2156520660317777e-08,1919
5581,5581,8.66,1.2156160072141698e-08,1948
5582,5582,6.43,1.215508981984329e-08,1924
5583,5583,8.69,1.2155072324358095e-08,1948
5584,5584,9.1,1.2153137248797635e-08,1937
5585,5585,8.85,1.2151627839431328e-08,1925
5586,5586,8.85,1.7265863092624318e-09,1925
5587,5587,3.22,1.2151627839431328e-08,1925
5588,5588,3.22,1.7265863092624318e-09,1925
5589,5589,8.32,1.2152539742547004e-08,1948
5590,5590,6.06,1.2151763002498856e-08,1938
5591,5591,5.54,1.2150661792807713e-08,1919
5592,5592,8.77,1.2146709918046826e-08,1947
5593,5593,6.23,1.2144211766215288e-08,1939
5594,5594,5.9,1.2143905793267464e-08,1920
5595,5595,4.77,1.2141385423806251e-08,1914
5596,5596,4.77,6.465836018625582e-09,1914
5597,5597,5.62,1.2141385423806251e-08,1914
5598,5598,5.62,6.465836018625582e-09,1914
5599,5599,5.73,1.2137998688857785e-08,1924
5600,5600,7.9,1.2137753727059925e-08,1919
5601,5601,6.77,1.2135735563582186e-08,1939
5602,5602,8.83,1.2133329498566595e-08,1947
5603,5603,6.45,1.2131765441058313e-08,1925
5604,5604,5.95,1.2131177632083692e-08,1939
5605,5605,6.27,1.2128863070325804e-08,1926
5606,5606,8.89,1.2127962867281456e-08,1923
5607,5607,8.87,1.2126412299141957e-08,1924
5608,5608,7.26,1.2125081784881091e-08,1919
5609,5609,8.53,1.2124907408203153e-08,1946
5610,5610,8.83,1.2122567957010467e-08,1923
5611,5611,5.68,1.2121548325466933e-08,1925
5612,5612,8.14,1.2122261832323666e-08,1921
5613,5613,8.53,1.2120059243078497e-08,1914
5614,5614,8.53,1.6370583976695436e-09,1914
5615,5615,3.43,1.2120059243078497e-08,1914
5616,5616,3.43,1.6370583976695436e-09,1914
5617,5617,8.55,1.212024755159374e-08,1953
5618,5618,8.61,1.211796611215089e-08,1900
5619,5619,8.61,6.976281277896425e-09,1900
5620,5620,7.62,1.211796611215089e-08,1900
5621,5621,7.62,6.976281277896425e-09,1900
5622,5622,8.68,1.2116691779737443e-08,1948
5623,5623,5.73,1.211264709779215e-08,1941
5624,5624,9.06,1.2108555305042184e-08,1927
5625,5625,5.53,1.2108167376422587e-08,1920
5626,5626,5.9,1.210695187429062e-08,1923
5627,5627,6.01,1.2105919854122625e-08,1922
5628,5628,6.31,1.2103713304884879e-08,1923
5629,5629,6.22,1.2102726881925673e-08,1923
5630,5630,5.8,1.2103507870545105e-08,1925
5631,5631,5.86,1.2103188145330935e-08,1951
5632,5632,5.51,1.2102877210769617e-08,1922
5633,5633,8.73,1.2100458775787932e-08,1926
5634,5634,6.15,1.2099810152417347e-08,1940
5635,5635,6.86,1.209836191621903e-08,1922
5636,5636,5.87,1.2098101949861664e-08,1921
5637,5637,6.11,1.2096516937777438e-08,1907
5638,5638,9.61,1.2094790453129407e-08,1916
5639,5639,5.47,1.2094456060188069e-08,1927
5640,5640,8.61,1.2094254250517011e-08,1925
5641,5641,5.47,1.2093185928851804e-08,1923
5642,5642,10.36,1.2093842695268841e-08,1911
5643,5643,5.45,1.2091870727080982e-08,1924
5644,5644,8.97,1.2089341392373644e-08,1926
5645,5645,5.74,1.2083885951341414e-08,1923
5646,5646,9.68,1.2084891228307185e-08,1915
5647,5647,9.0,1.208312675050882e-08,1912
5648,5648,6.65,1.208053441421597e-08,1925
5649,5649,6.05,1.2080034530997377e-08,1925
5650,5650,10.16,1.2078832561469397e-08,1937
5651,5651,6.32,1.2079122823384733e-08,1925
5652,5652,6.32,1.0986886404625009e-09,1925
5653,5653,3.18,1.2079122823384733e-08,1925
5654,5654,3.18,1.0986886404625009e-09,1925
5655,5655,9.2,1.2077200517435353e-08,1948
5656,5656,7.59,1.2076908714887484e-08,1915
5657,5657,7.59,2.451434686143618e-09,1915
5658,5658,5.92,1.207370478798792e-08,1924
5659,5659,6.08,1.2072472967941218e-08,1940
5660,5660,6.46,1.2055301475237157e-08,1940
5661,5661,6.46,9.507725774637082e-10,1940
5662,5662,10.78,1.2072503480861146e-08,1923
5663,5663,5.42,1.2071363252150195e-08,1924
5664,5664,8.92,1.2070089865263272e-08,1926
5665,5665,6.95,1.2070603599062346e-08,1924
5666,5666,7.43,1.2070007625953208e-08,1955
5667,5667,6.72,1.2069439763562717e-08,1906
5668,5668,6.72,3.710845584586477e-09,1906
5669,5669,3.16,1.2069439763562717e-08,1906
5670,5670,3.16,3.710845584586477e-09,1906
5671,5671,9.3,1.206404864006774e-08,1949
5672,5672,5.7,1.2062944737424509e-08,1924
5673,5673,6.92,1.2063397465759988e-08,1925
5674,5674,6.77,1.2062586028271373e-08,1948
5675,5675,6.34,1.2061362441706249e-08,1941
5676,5676,9.03,1.2060997294421172e-08,1923
5677,5677,10.47,1.2061182236839234e-08,1919
5678,5678,6.39,1.205999338731855e-08,1919
5679,5679,5.66,1.2059766364836628e-08,1939
5680,5680,8.65,1.205880437053448e-08,1958
5681,5681,6.25,1.2057418170650991e-08,1930
5682,5682,6.0,1.2055757369040077e-08,1922
5683,5683,6.36,1.2055335622285333e-08,1941
5684,5684,8.32,1.2055250746609048e-08,1910
5685,5685,5.98,1.2054418972222394e-08,1939
5686,5686,8.68,1.2053902641851725e-08,1948
5687,5687,9.06,1.2047327391379984e-08,1923
5688,5688,5.79,1.2046662452932684e-08,1924
5689,5689,8.78,1.2043944449976706e-08,1946
5690,5690,6.77,1.2041959677803647e-08,1908
5691,5691,5.67,1.203943893552699e-08,1923
5692,5692,5.42,1.2038954981972601e-08,1948
5693,5693,5.58,1.2039199971082127e-08,1925
5694,5694,8.6,1.203893518489442e-08,1909
5695,5695,9.14,1.2036846264316915e-08,1926
5696,5696,8.61,1.2036350849383967e-08,1948
5697,5697,5.91,1.2035540648758214e-08,1939
5698,5698,5.53,1.2028002502727563e-08,1920
5699,5699,9.18,1.2027409136871388e-08,1947
5700,5700,8.9,1.2025387502904335e-08,1925
5701,5701,5.94,1.2025767688480575e-08,1927
5702,5702,6.57,1.2024123056372577e-08,1922
5703,5703,9.28,1.2023297952637015e-08,1925
5704,5704,6.71,1.2023814352389646e-08,1924
5705,5705,8.9,1.2022856473165242e-08,1923
5706,5706,6.67,1.20202555147323e-08,1923
5707,5707,6.44,1.2020309921705096e-08,1924
5708,5708,5.68,1.2019420942772059e-08,1924
5709,5709,5.97,1.2019376107939209e-08,1926
5710,5710,6.22,1.20179829882886e-08,1923
5711,5711,9.15,1.2016394654479798e-08,1947
5712,5712,6.08,1.2015813234196642e-08,1920
5713,5713,8.68,1.2014950974552313e-08,1900
5714,5714,9.35,1.2014140705369138e-08,1916
5715,5715,9.35,1.8142417444106462e-09,1916
5716,5716,6.78,1.2014140705369138e-08,1916
5717,5717,6.78,1.8142417444106462e-09,1916
5718,5718,6.65,1.2011698436950193e-08,1925
5719,5719,6.62,1.2010575686573965e-08,1925
5720,5720,6.19,1.2010413517687392e-08,1927
5721,5721,6.15,1.2008961271806504e-08,1922
5722,5722,7.2,1.2008431756629984e-08,1941
5723,5723,8.69,1.2009192346283235e-08,1909
5724,5724,7.63,1.2007888591446772e-08,1916
5725,5725,7.63,2.442092006795069e-09,1916
5726,5726,6.21,1.2005638007650308e-08,1922
5727,5727,6.79,1.2005676768069741e-08,1948
5728,5728,5.81,1.2005837972956271e-08,1924
5729,5729,6.95,1.2006033617157457e-08,1925
5730,5730,5.78,1.2005330769256842e-08,1922
5731,5731,4.97,1.2004891199257988e-08,1921
5732,5732,4.97,2.258288548094129e-09,1921
5733,5733,8.75,1.200348061046278e-08,1916
5734,5734,8.84,1.200170592753169e-08,1946
5735,5735,5.3,1.2000980189178433e-08,1941
5736,5736,8.17,1.2001610008471384e-08,1920
5737,5737,6.23,1.2000334076638134e-08,1926
5738,5738,5.42,1.2000790138712701e-08,0
5739,5739,5.65,1.1996157999457031e-08,1923
5740,5740,8.05,1.1995341635347675e-08,1900
5741,5741,6.68,1.1993894696039813e-08,1912
5742,5742,7.56,1.1994729353954388e-08,1921
5743,5743,5.71,1.1993168940419543e-08,1926
5744,5744,5.71,1.1990381932168263e-08,1923
5745,5745,8.78,1.1989661116085251e-08,1947
5746,5746,5.57,1.1989078989236418e-08,1923
5747,5747,8.98,1.1988794690055606e-08,1916
5748,5748,7.9,1.1987570890495303e-08,1916
5749,5749,6.38,1.1985573602255628e-08,1923
5750,5750,5.96,1.1983307210038074e-08,1940
5751,5751,8.98,1.1983260184009135e-08,1959
5752,5752,8.98,1.1983017881362538e-08,1947
5753,5753,9.13,1.1979871402726975e-08,1925
5754,5754,9.49,1.1981588277737481e-08,1923
5755,5755,5.67,1.1974071949204332e-08,1941
5756,5756,5.43,1.197255317545204e-08,1923
5757,5757,5.95,1.1970307690077639e-08,1921
5758,5758,8.78,1.1785501704170306e-08,1924
5759,5759,9.48,1.1966597382797343e-08,1938
5760,5760,8.87,1.1966738224247158e-08,1926
5761,5761,9.21,1.1783842836550593e-08,1947
5762,5762,6.56,1.1965891685996097e-08,1954
5763,5763,5.93,1.1963205272177084e-08,1924
5764,5764,8.91,1.1962754030196245e-08,1924
5765,5765,10.36,1.196303210308639e-08,1913
5766,5766,6.38,1.1960956479740815e-08,1941
5767,5767,9.15,1.1958739454969688e-08,1946
5768,5768,5.62,1.1958409688791885e-08,1921
5769,5769,8.81,1.1957270041464492e-08,1950
5770,5770,6.11,1.195640620406472e-08,1907
5771,5771,6.4,1.1952226693285325e-08,1919
5772,5772,8.65,1.1951733875178032e-08,1947
5773,5773,8.74,1.1950496622628962e-08,1947
5774,5774,6.03,1.1950146004509502e-08,1924
5775,5775,6.88,1.1951142812607372e-08,1910
5776,5776,8.14,1.1950995618789494e-08,1914
5777,5777,10.42,1.194970534244994e-08,1919
5778,5778,8.81,1.1946482852606857e-08,1946
5779,5779,9.04,1.194384346768385e-08,1914
5780,5780,9.04,3.059434470840539e-09,1914
5781,5781,8.87,1.1941893485677321e-08,1926
5782,5782,5.88,1.1942241665549861e-08,1926
5783,5783,6.33,1.1941413802524665e-08,1941
5784,5784,7.71,1.1939196397933193e-08,1957
5785,5785,6.91,1.194000911983855e-08,1922
5786,5786,6.97,1.1936372907636741e-08,1922
5787,5787,8.14,1.1937509873852287e-08,1916
5788,5788,8.14,2.244679107228467e-09,1916
5789,5789,3.59,1.1937509873852287e-08,1916
5790,5790,3.59,2.244679107228467e-09,1916
5791,5791,5.58,1.1936144480671039e-08,1940
5792,5792,9.87,1.1935025130608305e-08,1916
5793,5793,5.64,1.1934694579957046e-08,1922
5794,5794,8.69,1.1934132944173096e-08,1923
5795,5795,9.37,1.1931735098254745e-08,1948
5796,5796,5.74,1.1930979551759455e-08,1921
5797,5797,7.44,1.1930198790152515e-08,1915
5798,5798,5.8,1.1929844408123536e-08,1908
5799,5799,9.45,1.1928081885029368e-08,1946
5800,5800,8.81,1.1927583978868787e-08,1916
5801,5801,5.7,1.1925491875928929e-08,1939
5802,5802,6.91,1.1924124655499605e-08,2007
5803,5803,5.96,1.1923530498115898e-08,1938
5804,5804,5.85,1.1923756335040994e-08,1923
5805,5805,8.03,1.1922542676835401e-08,1946
5806,5806,9.36,1.192191155688909e-08,1916
5807,5807,6.0,1.1921769329414467e-08,1923
5808,5808,6.3,1.1920919154226103e-08,1923
5809,5809,8.87,1.1920895665177552e-08,1923
5810,5810,4.86,1.1921181305045315e-08,1921
5811,5811,8.18,1.1921274549946225e-08,1916
5812,5812,8.18,2.414649999755456e-09,1916
5813,5813,3.13,1.1921274549946225e-08,1916
5814,5814,3.13,2.414649999755456e-09,1916
5815,5815,8.88,1.1918701108540277e-08,1926
5816,5816,5.67,1.1917628100359693e-08,1924
5817,5817,6.14,1.1917563030856228e-08,1922
5818,5818,5.73,1.1916000060442247e-08,1940
5819,5819,7.97,1.1914140450045729e-08,1916
5820,5820,7.97,7.770267746561946e-09,1916
5821,5821,3.4,1.1914140450045729e-08,1916
5822,5822,3.4,7.770267746561946e-09,1916
5823,5823,8.97,1.1912750980445519e-08,1947
5824,5824,5.4,1.1911766136823797e-08,1922
5825,5825,8.97,1.1910452985930777e-08,1909
5826,5826,8.33,1.1908646244493225e-08,1946
5827,5827,8.86,1.1907830556453099e-08,1926
5828,5828,7.12,1.1906818623244404e-08,1941
5829,5829,8.73,1.1902495133992104e-08,1925
5830,5830,8.75,1.1899687032245605e-08,1910
5831,5831,9.57,1.1898811137198071e-08,1946
5832,5832,9.11,1.1899503748173958e-08,1947
5833,5833,8.98,1.1898543151065619e-08,1945
5834,5834,6.02,1.1898027828963437e-08,1918
5835,5835,6.02,2.496834650937503e-09,1918
5836,5836,7.99,1.1897424287817575e-08,1914
5837,5837,5.79,1.1897179931426876e-08,1924
5838,5838,8.93,1.1895638165475885e-08,1946
5839,5839,8.66,1.1895573663125141e-08,0
5840,5840,9.14,1.1894734958009754e-08,1925
5841,5841,8.33,1.1893382174139605e-08,1916
5842,5842,8.74,1.189346816147637e-08,1923
5843,5843,8.83,1.1893622507363372e-08,1954
5844,5844,5.81,1.1893866394990904e-08,1929
5845,5845,6.54,1.1893188083896386e-08,1919
5846,5846,5.92,1.1891008361519263e-08,1925
5847,5847,5.24,1.1891335532368735e-08,1922
5848,5848,7.63,1.189064408243378e-08,1920
5849,5849,7.63,4.800671973637175e-09,1920
5850,5850,3.96,1.189064408243378e-08,1920
5851,5851,3.96,4.800671973637175e-09,1920
5852,5852,6.58,1.1889219042986643e-08,1997
5853,5853,8.6,1.1886788220602804e-08,1951
5854,5854,7.78,1.1884836221560611e-08,1946
5855,5855,6.63,1.1885004543223276e-08,1923
5856,5856,9.07,1.1882356752255985e-08,1927
5857,5857,8.78,1.1883499446144881e-08,1920
5858,5858,6.5,1.1882492656171693e-08,1921
5859,5859,6.5,1.2156214948131921e-09,1921
5860,5860,8.63,1.1881021229330628e-08,1914
5861,5861,8.63,2.144033971024739e-09,1914
5862,5862,8.92,1.1877862295629525e-08,1939
5863,5863,6.31,1.1876476161232236e-08,1925
5864,5864,6.32,1.1875530232114047e-08,1919
5865,5865,8.14,1.1875397369107323e-08,1920
5866,5866,6.2,1.1871059935899392e-08,1922
5867,5867,7.42,1.186939731498113e-08,1916
5868,5868,8.57,1.1869532900342236e-08,1948
5869,5869,5.94,1.1868534936126831e-08,1938
5870,5870,9.05,1.1866955513037988e-08,1926
5871,5871,6.1,1.1861992260406275e-08,1925
5872,5872,5.81,1.1855212515617996e-08,1924
5873,5873,6.88,1.185617055943804e-08,1940
5874,5874,6.34,1.1854194392372841e-08,1923
5875,5875,9.66,1.1855491920359817e-08,1924
5876,5876,9.21,1.1853906952785924e-08,1926
5877,5877,6.61,1.185209834426455e-08,1920
5878,5878,5.5,1.1850978180212502e-08,1924
5879,5879,5.77,1.1848261566248224e-08,1924
5880,5880,8.38,1.1848683903283503e-08,1910
5881,5881,8.38,1.1144170935241021e-08,1910
5882,5882,6.49,1.1848683903283503e-08,1910
5883,5883,6.49,1.1144170935241021e-08,1910
5884,5884,8.58,1.184771127249665e-08,1920
5885,5885,9.39,1.1845169773691741e-08,1922
5886,5886,9.18,1.1845707435156523e-08,0
5887,5887,5.79,1.1843480793205029e-08,1925
5888,5888,9.02,1.184390788698573e-08,1947
5889,5889,8.76,1.1843089913611419e-08,1941
5890,5890,6.68,1.1842710924409287e-08,1925
5891,5891,8.78,1.1842394874245523e-08,1946
5892,5892,6.36,1.1841844347353469e-08,1926
5893,5893,8.96,1.1839609827130411e-08,1926
5894,5894,6.26,1.1838308943291214e-08,1922
5895,5895,6.87,1.1833898275537096e-08,1955
5896,5896,5.87,1.1828707369769916e-08,1924
5897,5897,5.08,1.1828584053082016e-08,1922
5898,5898,5.08,1.1093695970031561e-08,1922
5899,5899,5.08,8.006794560022471e-09,1922
5900,5900,5.08,9.376521428167125e-10,1922
5901,5901,5.82,1.1828584053082016e-08,1922
5902,5902,5.82,1.1093695970031561e-08,1922
5903,5903,5.82,8.006794560022471e-09,1922
5904,5904,5.82,9.376521428167125e-10,1922
5905,5905,5.9,1.1828584053082016e-08,1922
5906,5906,5.9,1.1093695970031561e-08,1922
5907,5907,5.9,8.006794560022471e-09,1922
5908,5908,5.9,9.376521428167125e-10,1922
5909,5909,8.93,1.18283918461534e-08,1950
5910,5910,8.9,1.182813285002695e-08,1947
5911,5911,10.01,1.1827597573321098e-08,1903
5912,5912,5.63,1.1826683664230385e-08,1920
5913,5913,9.22,1.1825075173923685e-08,1923
5914,5914,9.22,1.6204871337625957e-09,1923
5915,5915,6.15,1.182536029592427e-08,1953
5916,5916,10.28,1.1824374060800075e-08,1912
5917,5917,5.56,1.1821884858882426e-08,1920
5918,5918,5.55,1.1821554431017515e-08,1939
5919,5919,8.92,1.1821371893212908e-08,1923
5920,5920,8.47,1.181753605151921e-08,1922
5921,5921,8.77,1.18165851331642e-08,1924
5922,5922,8.92,1.1815361271436813e-08,1926
5923,5923,5.92,1.1816090103134755e-08,1917
5924,5924,8.32,1.1814425555213387e-08,1919
5925,5925,10.16,1.1814336687680793e-08,1913
5926,5926,6.22,1.1812153217162255e-08,1923
5927,5927,8.95,1.180923597386996e-08,1917
5928,5928,6.1,1.180887522940938e-08,1941
5929,5929,5.93,1.1807003489344233e-08,1923
5930,5930,6.24,1.1806037359186717e-08,1926
5931,5931,5.81,1.1804995009695499e-08,1923
5932,5932,5.95,1.180509954223389e-08,1925
5933,5933,9.12,1.1801159539646843e-08,1925
5934,5934,5.35,1.1800914728194896e-08,1940
5935,5935,6.01,1.1797011309483981e-08,1923
5936,5936,5.82,1.1796252975712554e-08,1921
5937,5937,7.8,1.1797257051736804e-08,1920
5938,5938,9.94,1.1793843092464429e-08,1916
5939,5939,6.1,1.179324975844921e-08,1925
5940,5940,9.41,1.1779928038927277e-08,1923
5941,5941,5.99,1.177796836167715e-08,1940
5942,5942,9.22,1.1777726913243283e-08,1925
5943,5943,9.22,2.5258449141092288e-09,1925
5944,5944,3.06,1.1777726913243283e-08,1925
5945,5945,3.06,2.5258449141092288e-09,1925
5946,5946,6.86,1.1777749559431383e-08,1940
5947,5947,9.6,1.1775936015157661e-08,1947
5948,5948,6.32,1.177483045155442e-08,1941
5949,5949,8.26,1.1774502346802777e-08,1914
5950,5950,6.09,1.17743951180739e-08,1926
5951,5951,8.78,1.1773670830099484e-08,1946
5952,5952,7.1,1.1774561138118903e-08,1910
5953,5953,6.55,1.1773249927322225e-08,1922
5954,5954,6.09,1.1773000128217499e-08,1926
5955,5955,6.17,1.177321540788663e-08,1923
5956,5956,8.3,1.1772266424489175e-08,1916
5957,5957,8.55,1.1770088889447558e-08,1925
5958,5958,5.92,1.1768759542383579e-08,1923
5959,5959,8.79,1.1767209143731156e-08,1926
5960,5960,8.91,1.1766117493879526e-08,1947
5961,5961,8.78,1.1764692525089168e-08,1946
5962,5962,5.75,1.1765022318711832e-08,1922
5963,5963,5.72,1.1760397284830183e-08,1900
5964,5964,6.21,1.1758450574831071e-08,1941
5965,5965,9.08,1.1757767215506808e-08,1925
5966,5966,8.78,1.1757399194339562e-08,1947
5967,5967,8.76,1.1756060621664676e-08,1923
5968,5968,9.08,1.1757259861767326e-08,1915
5969,5969,9.08,4.0218994311359515e-09,1915
5970,5970,5.24,1.1757259861767326e-08,1915
5971,5971,5.24,4.0218994311359515e-09,1915
5972,5972,7.08,1.1755145434903147e-08,1924
5973,5973,8.77,1.1754988664481471e-08,1911
5974,5974,9.13,1.1753385275109272e-08,1948
5975,5975,7.75,1.1753716854483015e-08,1919
5976,5976,7.75,2.5098513052629784e-09,1919
5977,5977,3.29,1.1753716854483015e-08,1919
5978,5978,3.29,2.5098513052629784e-09,1919
5979,5979,8.95,1.1750604994499089e-08,1946
5980,5980,6.82,1.1749755214713704e-08,1923
5981,5981,6.21,1.1749478792904784e-08,1925
5982,5982,7.77,1.1748216005423894e-08,1925
5983,5983,5.97,1.1747196781853635e-08,1925
5984,5984,8.69,1.1747049291014201e-08,1924
5985,5985,6.48,1.1746501918548423e-08,1925
5986,5986,9.1,1.1745623933260217e-08,1947
5987,5987,8.45,1.1744535522682566e-08,1927
5988,5988,6.65,1.1744006195977332e-08,1941
5989,5989,5.61,1.1743402695074871e-08,1920
5990,5990,6.11,1.1742573805175262e-08,1924
5991,5991,9.51,1.1740055777697918e-08,1912
5992,5992,9.14,1.1740336603968512e-08,1917
5993,5993,5.94,1.1736896030475697e-08,1920
5994,5994,8.16,1.1735403130794192e-08,1926
5995,5995,9.21,1.1734544710495757e-08,1948
5996,5996,6.01,1.1733191879437033e-08,1940
5997,5997,8.47,1.1731238166893917e-08,1916
5998,5998,6.09,1.1729323825152434e-08,1947
5999,5999,8.56,1.1729772367084439e-08,1927
6000,6000,5.82,1.1728823909544912e-08,1924
6001,6001,5.82,1.873152242348377e-09,1924
6002,6002,8.86,1.1725637388140426e-08,1948
6003,6003,6.11,1.172581632224762e-08,1940
6004,6004,8.15,1.1724856571440952e-08,1900
6005,6005,8.74,1.1722847635351886e-08,1925
6006,6006,8.78,1.1722250568189528e-08,1947
6007,6007,5.85,1.1721795464656086e-08,1924
6008,6008,10.46,1.1721739585713408e-08,1925
6009,6009,7.33,1.17208549130738e-08,1907
6010,6010,6.22,1.1718060863270644e-08,1926
6011,6011,8.36,1.1717759817613586e-08,1925
6012,6012,7.2,1.1716479329913615e-08,2001
6013,6013,6.11,1.1716503217299856e-08,1921
6014,6014,6.04,1.1715083107957975e-08,1924
6015,6015,6.38,1.1715268689223935e-08,1922
6016,6016,6.38,9.092407140572255e-10,1922
6017,6017,8.18,1.1715410039927331e-08,1917
6018,6018,5.91,1.1714706629167773e-08,1920
6019,6019,5.38,1.1713195099627262e-08,1920
6020,6020,5.42,1.1712240955223633e-08,1926
6021,6021,8.9,1.1710511515565077e-08,1913
6022,6022,9.43,1.1710755922454415e-08,1900
6023,6023,8.95,1.1708952648297814e-08,1945
6024,6024,5.83,1.1708810687658682e-08,1923
6025,6025,8.04,1.1708670827678228e-08,1969
6026,6026,8.87,1.1707163791608075e-08,1924
6027,6027,9.24,1.1708596188561324e-08,1927
6028,6028,9.14,1.1706451667106833e-08,1925
6029,6029,4.44,1.1705843714176627e-08,1924
6030,6030,6.14,1.1702471340808935e-08,1925
6031,6031,6.52,1.1701586256350827e-08,1908
6032,6032,9.29,1.1699270494938637e-08,1913
6033,6033,8.92,1.1695303097474297e-08,1948
6034,6034,8.85,1.1694572947310356e-08,1948
6035,6035,6.5,1.169342937514393e-08,1907
6036,6036,7.64,1.1692663671571805e-08,1908
6037,6037,9.17,1.1690930252380244e-08,1917
6038,6038,9.71,1.1689881194044107e-08,1947
6039,6039,9.41,1.1689742265046426e-08,1909
6040,6040,6.1,1.168618007562609e-08,1940
6041,6041,9.04,1.1683929357717283e-08,1946
6042,6042,8.29,1.1685588303192842e-08,1917
6043,6043,5.41,1.1683451491949137e-08,1924
6044,6044,8.82,1.1682540795763868e-08,1947
6045,6045,8.57,1.1680183753316745e-08,1909
6046,6046,9.03,1.1679191634414067e-08,1925
6047,6047,9.03,1.339783740178223e-09,1925
6048,6048,7.14,1.1677569632243701e-08,1936
6049,6049,6.08,1.1676445698447145e-08,1922
6050,6050,5.63,8.98241119609009e-09,1923
6051,6051,8.96,1.1672085345949538e-08,1925
6052,6052,10.2,1.1672531185036745e-08,1925
6053,6053,6.2,1.1670530566299591e-08,1941
6054,6054,5.69,1.1670322042537804e-08,1924
6055,6055,5.83,1.1668667222195873e-08,1925
6056,6056,7.72,1.1668378709495516e-08,1911
6057,6057,8.78,1.166803856884798e-08,1910
6058,6058,6.32,1.1664721593248531e-08,1923
6059,6059,8.88,1.1664790983141548e-08,1948
6060,6060,9.71,1.1663636464539566e-08,1900
6061,6061,8.58,1.1659850749621518e-08,1925
6062,6062,7.11,1.1657399825644687e-08,1925
6063,6063,6.7,1.1657027546142712e-08,1922
6064,6064,10.6,1.1656440635040982e-08,1999
6065,6065,10.6,7.837627986187663e-09,1999
6066,6066,5.83,1.1656440635040982e-08,1999
6067,6067,5.83,7.837627986187663e-09,1999
6068,6068,7.74,1.165617116234264e-08,1911
6069,6069,6.69,1.1653013858228656e-08,1940
6070,6070,9.3,1.1651993242527021e-08,1922
6071,6071,9.08,1.164861124806228e-08,1923
6072,6072,5.97,1.1645106916204745e-08,1900
6073,6073,5.52,1.1644241313517834e-08,1925
6074,6074,6.68,1.1643921784112082e-08,1938
6075,6075,8.05,1.1642829796314686e-08,1909
6076,6076,8.98,1.1641066133266949e-08,1924
6077,6077,6.71,1.1641136467368078e-08,1941
6078,6078,6.1,1.1640242750773833e-08,1923
6079,6079,5.68,1.1637935015298134e-08,1920
6080,6080,5.69,1.1636296476763801e-08,1922
6081,6081,5.91,1.163440454519191e-08,1927
6082,6082,5.97,1.1633948943283177e-08,1922
6083,6083,6.73,1.1632654907766055e-08,1919
6084,6084,8.28,1.163030874670992e-08,1948
6085,6085,7.04,1.162864414867075e-08,1924
6086,6086,5.77,1.1627959130820167e-08,1919
6087,6087,8.74,1.1624067804202414e-08,1923
6088,6088,8.95,1.1624300260392634e-08,1956
6089,6089,6.22,1.1623773685598166e-08,1920
6090,6090,8.67,1.1623292407502573e-08,1924
6091,6091,5.93,1.162138563085543e-08,1926
6092,6092,8.34,1.1622439313808856e-08,1914
6093,6093,6.79,1.162032781340276e-08,1923
6094,6094,8.59,1.1620606143379297e-08,1914
6095,6095,8.59,1.0683894220502461e-09,1914
6096,6096,5.81,1.1616905312196453e-08,1940
6097,6097,6.22,1.1617232286519473e-08,1921
6098,6098,8.84,1.1615312130798059e-08,1919
6099,6099,8.75,1.1608653863599167e-08,1925
6100,6100,6.28,1.1608485035270624e-08,1941
6101,6101,7.07,1.1607942530074444e-08,1941
6102,6102,8.95,1.1608208358999612e-08,1947
6103,6103,8.77,1.1607666491661824e-08,1946
6104,6104,5.79,1.160597492792252e-08,1924
6105,6105,9.05,1.1606439940608865e-08,1923
6106,6106,8.56,1.1604866815007691e-08,1925
6107,6107,8.1,1.1604686691576131e-08,1925
6108,6108,5.42,1.1605112780052756e-08,1920
6109,6109,9.5,1.1603317069556582e-08,1947
6110,6110,6.87,1.1604109081123008e-08,1924
6111,6111,12.12,1.1598440584490475e-08,1941
6112,6112,12.12,8.94903710059926e-10,1941
6113,6113,9.49,1.1598424598591983e-08,1972
6114,6114,9.49,1.0926159800450032e-08,1972
6115,6115,9.53,1.1598424598591983e-08,1972
6116,6116,9.53,1.0926159800450032e-08,1972
6117,6117,6.47,1.1596941158594373e-08,1922
6118,6118,9.2,1.1596936538600915e-08,1906
6119,6119,9.19,1.159541895260996e-08,1916
6120,6120,8.63,1.1595290678913901e-08,1947
6121,6121,8.33,1.159313617710819e-08,1947
6122,6122,6.09,1.159160460621951e-08,1922
6123,6123,5.84,1.1590228395666578e-08,1939
6124,6124,5.74,1.1588666348866983e-08,1920
6125,6125,8.28,1.1589181578736668e-08,1959
6126,6126,6.03,1.1588579171014266e-08,1921
6127,6127,5.93,1.1587758927239653e-08,1924
6128,6128,8.39,1.1588975115877165e-08,1949
6129,6129,5.69,1.1583741773494437e-08,1921
6130,6130,9.14,1.1584392295443872e-08,1923
6131,6131,6.2,4.137063016428041e-10,1919
6132,6132,6.2,1.0112991972953315e-08,1919
6133,6133,8.04,4.137063016428041e-10,1919
