,index,hgt_median_m,area,yrbuilt
1454,1454,6.7,1.7110184569922275e-08,1925
1455,1455,5.55,1.7111789487249575e-08,1922
1456,1456,6.33,1.7103304587688918e-08,1926
1457,1457,8.42,1.7102624964961758e-08,1948
1458,1458,9.08,1.7097075079432736e-08,1911
1459,1459,6.29,1.7093748018654544e-08,1926
1460,1460,8.37,1.7082871510956644e-08,1963
1461,1461,8.68,1.7081189719329237e-08,1978
1462,1462,9.37,1.707890991269509e-08,1999
1463,1463,8.97,1.7078744170433913e-08,1969
1464,1464,8.76,1.7070966221012065e-08,1964
1465,1465,9.3,1.707077095794139e-08,1927
1466,1466,10.42,1.7067004980793132e-08,1966
1467,1467,9.95,1.706558289948399e-08,1914
1468,1468,9.77,1.706045618891693e-08,1926
1469,1469,8.84,1.7059373948020256e-08,1926
1470,1470,5.49,1.7057683590388887e-08,1914
1471,1471,5.49,2.2357589817912445e-09,1914
1472,1472,9.07,1.7056279253145812e-08,1938
1473,1473,8.84,1.7053822949198244e-08,1927
1474,1474,8.03,1.705080532104961e-08,1923
1475,1475,8.03,3.468334139250407e-09,1923
1476,1476,9.24,1.704695645330381e-08,1925
1477,1477,8.76,1.704339101655365e-08,1977
1478,1478,8.76,6.929360316347941e-10,1977
1479,1479,8.55,1.704245584748431e-08,1963
1480,1480,6.41,1.7041584127108594e-08,1925
1481,1481,6.41,6.405263599941628e-10,1925
1482,1482,9.46,1.703971796156604e-08,1938
1483,1483,9.1,1.7036646162141583e-08,1979
1484,1484,9.57,1.7035378158612334e-08,1988
1485,1485,7.79,1.7034510922969123e-08,1924
1486,1486,6.69,1.7034201788410045e-08,1923
1487,1487,5.37,7.223168764235489e-10,1955
1488,1488,5.37,1.4262821846671435e-08,1955
1489,1489,5.37,9.069463776523185e-10,1955
1490,1490,9.19,1.7032407288158564e-08,1925
1491,1491,9.11,1.7033397556021327e-08,1980
1492,1492,9.5,1.703391405236247e-08,1916
1493,1493,5.63,1.7031982463823325e-08,1922
1494,1494,10.13,1.7030139252252744e-08,1925
1495,1495,8.83,1.702968905502638e-08,1962
1496,1496,8.86,1.702895105484551e-08,1991
1497,1497,9.53,1.7026213844562805e-08,1924
1498,1498,7.5,1.7023657145024495e-08,1963
1499,1499,5.56,1.702271708010091e-08,1924
1500,1500,12.11,1.7017919382523826e-08,1927
1501,1501,10.05,1.701786453327534e-08,1995
1502,1502,8.81,7.218408305396655e-10,1947
1503,1503,8.81,1.2388217375602623e-08,1947
1504,1504,6.34,1.701451898008729e-08,1926
1505,1505,7.12,1.7015106015623577e-08,1939
1506,1506,9.27,1.7011608394046776e-08,1975
1507,1507,5.88,7.21742124533263e-10,1922
1508,1508,5.88,1.3928843909369276e-08,1922
1509,1509,8.86,1.7008619235844622e-08,1922
1510,1510,9.42,1.7003486352477484e-08,1995
1511,1511,11.5,1.700119765651876e-08,1990
1512,1512,5.6,1.7001496261483065e-08,1927
1513,1513,9.75,1.6994257007392022e-08,1925
1514,1514,8.46,1.69950573286622e-08,1966
1515,1515,9.88,1.6993206682566894e-08,1987
1516,1516,8.28,1.699210921840509e-08,1919
1517,1517,5.86,1.6987376276965278e-08,1927
1518,1518,8.8,1.69873816197591e-08,1914
1519,1519,8.8,5.864744282548767e-10,1914
1520,1520,6.33,1.6984012320700586e-08,1920
1521,1521,12.07,1.6983589338317125e-08,2000
1522,1522,9.55,1.698422157551767e-08,1925
1523,1523,10.38,1.698128307103088e-08,1924
1524,1524,9.69,1.6977698586310142e-08,1926
1525,1525,8.74,1.697701024470167e-08,1947
1526,1526,9.38,1.697410939251518e-08,1971
1527,1527,8.98,1.697156068717864e-08,1921
1528,1528,11.93,1.6967607663572533e-08,1991
1529,1529,8.53,1.6968004088719867e-08,1923
1530,1530,8.62,1.6966992730217303e-08,1987
1531,1531,5.33,1.6963965151745272e-08,1922
1532,1532,5.73,1.6962363760570782e-08,1924
1533,1533,6.38,1.6962343007967966e-08,2017
1534,1534,5.97,7.196910936855419e-10,1921
1535,1535,5.97,1.1393665420903523e-08,1921
1536,1536,5.97,1.3023516752104034e-09,1921
1537,1537,9.45,1.69604588838522e-08,1925
1538,1538,5.73,1.6959076582627898e-08,1932
1539,1539,6.15,1.6959109090118652e-08,1933
1540,1540,8.69,1.69600505470307e-08,1950
1541,1541,9.41,1.6958925102221513e-08,1951
1542,1542,9.41,1.1173898756635326e-09,1951
1543,1543,5.83,1.6957249392067776e-08,1925
1544,1544,5.67,1.6954790951469553e-08,1922
1545,1545,9.12,1.6952535976472837e-08,1924
1546,1546,10.72,1.6951250326739245e-08,1925
1547,1547,6.18,1.694532579504765e-08,1922
1548,1548,10.32,1.694134165529854e-08,1969
1549,1549,10.32,1.1563126818982402e-09,1969
1550,1550,6.03,1.6940453264539262e-08,1936
1551,1551,6.03,1.693825380011001e-08,1925
1552,1552,7.09,1.6937606738975395e-08,1927
1553,1553,9.54,1.6939043220930496e-08,1969
1554,1554,8.5,1.6938113972069892e-08,1949
1555,1555,9.28,1.693843396763199e-08,1922
1556,1556,5.94,1.6933275137531514e-08,1925
1557,1557,9.33,1.6933917325328647e-08,1923
1558,1558,6.06,1.693190695829268e-08,1920
1559,1559,6.32,1.692650699063125e-08,1933
1560,1560,11.04,1.6928123839851435e-08,1910
1561,1561,11.04,5.422237081668922e-09,1910
1562,1562,3.35,1.6928123839851435e-08,1910
1563,1563,3.35,5.422237081668922e-09,1910
1564,1564,5.83,1.692454769555197e-08,1924
1565,1565,5.83,1.0828951968676918e-09,1924
1566,1566,5.89,1.691875877793124e-08,1927
1567,1567,9.04,1.6919320663557035e-08,1922
1568,1568,9.65,1.6916844912060453e-08,1926
1569,1569,6.1,1.6912802161119607e-08,1903
1570,1570,9.1,1.691122423159153e-08,1923
1571,1571,8.69,1.6908424760986144e-08,1927
1572,1572,7.08,1.69055149646264e-08,1955
1573,1573,8.39,1.6907718382181373e-08,1988
1574,1574,9.0,1.690518724221324e-08,1925
1575,1575,5.94,1.690585329951851e-08,1922
1576,1576,9.02,1.6904443111815757e-08,1928
1577,1577,11.99,1.6903522910777636e-08,1991
1578,1578,8.82,1.690492832785863e-08,1983
1579,1579,9.49,1.6900603219644063e-08,1940
1580,1580,8.67,1.6900683006861753e-08,1985
1581,1581,6.29,1.6896028231327424e-08,1923
1582,1582,6.88,1.6894487450372284e-08,1926
1583,1583,6.33,1.689260072579371e-08,1920
1584,1584,5.72,1.689054034785881e-08,1931
1585,1585,12.13,1.6890162284114322e-08,1982
1586,1586,6.84,1.6888172525932594e-08,1922
1587,1587,10.16,1.6885898289873373e-08,1916
1588,1588,6.41,1.6884121473124725e-08,1940
1589,1589,6.41,1.2134669550351884e-09,1940
1590,1590,8.75,1.688522074602677e-08,1963
1591,1591,8.98,1.6879841047589724e-08,1986
1592,1592,9.67,1.6881756853189137e-08,1912
1593,1593,7.4,1.688045385882294e-08,1920
1594,1594,7.4,4.180589526797612e-09,1920
1595,1595,3.09,1.688045385882294e-08,1920
1596,1596,3.09,4.180589526797612e-09,1920
1597,1597,8.13,1.6875050159312114e-08,1912
1598,1598,8.13,2.961848731573365e-09,1912
1599,1599,8.13,2.9183453016669415e-09,1912
1600,1600,9.55,1.6873007080759066e-08,1925
1601,1601,6.52,1.68689017352385e-08,1922
1602,1602,6.39,1.6868340148637208e-08,1907
1603,1603,11.9,1.6866615797617155e-08,1991
1604,1604,5.58,1.6865461307879652e-08,1941
1605,1605,7.69,1.6862168701430584e-08,1948
1606,1606,8.68,1.6862507861405523e-08,2003
1607,1607,8.68,3.953660952907173e-09,2003
1608,1608,3.39,1.6862507861405523e-08,2003
1609,1609,3.39,3.953660952907173e-09,2003
1610,1610,8.64,1.6863797856018623e-08,1923
1611,1611,8.24,1.6858898634325338e-08,1923
1612,1612,11.19,1.6858292470578847e-08,1989
1613,1613,9.35,1.685654007719118e-08,1923
1614,1614,6.54,1.6853063102510798e-08,1922
1615,1615,8.82,1.6849546065494066e-08,1926
1616,1616,9.21,1.6851092539596585e-08,1912
1617,1617,10.71,1.68457184547264e-08,1911
1618,1618,10.71,4.961615281635022e-09,1911
1619,1619,9.89,1.684351727984633e-08,1977
1620,1620,8.85,1.6840801282144694e-08,1978
1621,1621,5.9,1.6836496078534147e-08,1922
1622,1622,6.35,1.682866148886712e-08,1920
1623,1623,5.98,1.6828127039497495e-08,1916
1624,1624,6.29,1.6827149357481038e-08,1929
1625,1625,9.44,1.6822735152275086e-08,1928
1626,1626,8.61,1.682272078625725e-08,1963
1627,1627,6.22,1.682058514189896e-08,1926
1628,1628,8.99,1.6818073880296827e-08,1983
1629,1629,6.98,1.681315153488299e-08,1929
1630,1630,6.15,1.6810700043757707e-08,1922
1631,1631,11.74,1.6809558579834565e-08,1991
1632,1632,10.09,1.6809186552550923e-08,1988
1633,1633,6.29,1.6808755886236027e-08,1930
1634,1634,8.62,1.6807509532848823e-08,1923
1635,1635,6.19,1.6802925513698263e-08,1928
1636,1636,9.01,1.6804124840797573e-08,1924
1637,1637,9.25,1.679797795819991e-08,1927
1638,1638,8.81,1.6796494543448003e-08,1946
1639,1639,12.01,1.679538310399886e-08,1991
1640,1640,8.97,1.6794819374800387e-08,1923
1641,1641,9.43,1.6793532450508073e-08,2002
1642,1642,10.14,1.678680569100573e-08,1980
1643,1643,9.22,1.6785492611854027e-08,1924
1644,1644,9.38,1.6785357040263168e-08,1982
1645,1645,6.17,1.678241491875212e-08,1929
1646,1646,9.61,1.6780507972498728e-08,1925
1647,1647,5.78,1.678037260672382e-08,1923
1648,1648,9.05,1.6780923798619884e-08,1923
1649,1649,8.17,1.677946122797804e-08,1998
1650,1650,12.09,1.6774133214713854e-08,1991
1651,1651,7.32,1.676658286426807e-08,0
1652,1652,5.9,1.6760908597777552e-08,1924
1653,1653,8.77,1.6761228987426485e-08,1988
1654,1654,5.92,1.675641716363958e-08,1926
1655,1655,8.98,1.6756310993113398e-08,1923
1656,1656,6.02,1.6750434208987788e-08,1925
1657,1657,8.82,1.6749503982403336e-08,1925
1658,1658,9.38,1.6751366647176082e-08,1923
1659,1659,9.66,1.6750891335942092e-08,1977
1660,1660,6.17,1.6747181193795268e-08,1931
1661,1661,6.58,1.6746627307328827e-08,1925
1662,1662,9.32,1.674397021646171e-08,1925
1663,1663,9.72,1.674205419069504e-08,1981
1664,1664,9.11,1.673683454276185e-08,1979
1665,1665,8.12,1.673401674762651e-08,1906
1666,1666,8.35,1.6729955105702708e-08,1923
1667,1667,7.5,1.6724122212488112e-08,1938
1668,1668,9.63,1.672197644660353e-08,1920
1669,1669,9.15,1.671982302454952e-08,1978
1670,1670,8.39,1.6717481503179788e-08,1960
1671,1671,6.27,1.6715137504594777e-08,1926
1672,1672,6.33,1.6710920424396644e-08,1920
1673,1673,6.65,1.6711016121626184e-08,1926
1674,1674,9.09,1.6710323168571977e-08,2001
1675,1675,9.7,1.6709577894173444e-08,1948
1676,1676,7.43,1.6708954219105774e-08,1931
1677,1677,8.86,1.6700308977011105e-08,1930
1678,1678,10.15,1.6697674137464554e-08,1932
1679,1679,12.43,1.669891235886505e-08,1982
1680,1680,6.25,1.669739938278736e-08,1932
1681,1681,8.67,1.6696633941716764e-08,1925
1682,1682,11.15,1.6697722640719156e-08,1987
1683,1683,9.52,1.669254433220795e-08,1970
1684,1684,7.61,1.6693042404425565e-08,1961
1685,1685,9.23,1.669256780482402e-08,1923
1686,1686,9.39,1.668953155284439e-08,1923
1687,1687,8.57,1.6688784898868656e-08,1950
1688,1688,8.71,1.668776021641814e-08,1929
1689,1689,10.29,1.6690583190669065e-08,1981
1690,1690,9.43,1.6687581490055765e-08,1927
1691,1691,8.79,1.668767025765846e-08,1939
1692,1692,9.0,1.668592414494665e-08,1926
1693,1693,6.19,1.6685027713662004e-08,1924
1694,1694,9.65,1.6686433606904504e-08,1926
1695,1695,6.05,1.6685316431862784e-08,1927
1696,1696,9.16,1.668278687623773e-08,1988
1697,1697,5.76,1.668018591526497e-08,1936
1698,1698,9.13,1.6678180797172952e-08,1924
1699,1699,6.28,1.6677910826218376e-08,1922
1700,1700,9.12,1.667551576743213e-08,1946
1701,1701,11.98,1.6669422144563008e-08,1991
1702,1702,7.21,1.666715557466342e-08,1926
1703,1703,6.37,1.6662409410332186e-08,1925
1704,1704,6.67,1.6654091979140617e-08,1924
1705,1705,6.05,1.665072455886832e-08,1922
1706,1706,6.75,1.664959351561559e-08,1925
1707,1707,5.87,1.6649088147268378e-08,1936
1708,1708,8.81,1.6645113179280255e-08,1987
1709,1709,8.81,1.5339630742677517e-09,1987
1710,1710,5.39,1.6645113179280255e-08,1987
1711,1711,5.39,1.5339630742677517e-09,1987
1712,1712,8.63,1.664306471695023e-08,1963
1713,1713,9.18,1.6642169648930214e-08,1924
1714,1714,5.08,1.6640819006195135e-08,1922
1715,1715,9.45,1.6640603511309247e-08,1988
1716,1716,7.61,1.6638492721315653e-08,1907
1717,1717,9.2,1.663881511279083e-08,1924
1718,1718,6.51,1.6635409110526068e-08,1924
1719,1719,9.26,1.663721137049528e-08,1927
1720,1720,6.83,1.6633475706577494e-08,1926
1721,1721,8.99,1.6626478884036666e-08,1989
1722,1722,8.94,1.662666133760038e-08,1987
1723,1723,6.16,1.6623485983290702e-08,1920
1724,1724,5.17,1.6623710971821382e-08,1913
1725,1725,5.17,1.3604635476333483e-09,1913
1726,1726,5.97,1.6623710971821382e-08,1913
1727,1727,5.97,1.3604635476333483e-09,1913
1728,1728,5.96,1.6620360073264222e-08,1919
1729,1729,6.05,1.6610845659538988e-08,1928
1730,1730,6.1,1.6610308894834736e-08,1928
1731,1731,9.94,1.6611016936439972e-08,1981
1732,1732,9.11,1.66100138889031e-08,1933
1733,1733,9.34,1.661027091174244e-08,1925
1734,1734,8.0,1.6612009468113406e-08,1912
1735,1735,8.0,3.0486599595872016e-09,1912
1736,1736,3.9,1.6612009468113406e-08,1912
1737,1737,3.9,3.0486599595872016e-09,1912
1738,1738,8.75,1.6608301167633106e-08,1923
1739,1739,10.43,1.6607002268139332e-08,1927
1740,1740,6.18,1.6605084308291815e-08,1928
1741,1741,9.44,1.660400570873027e-08,1926
1742,1742,7.92,1.6599209431949877e-08,1924
1743,1743,9.4,1.6593813644833718e-08,1927
1744,1744,8.67,1.6590281472420786e-08,1922
1745,1745,9.25,1.6590590113442035e-08,1987
1746,1746,6.33,1.658920951687084e-08,1941
1747,1747,9.15,1.6590123082606102e-08,1986
1748,1748,9.28,1.6590365439066846e-08,1925
1749,1749,9.03,1.6588862529356248e-08,1952
1750,1750,6.44,1.6583150651213232e-08,1926
1751,1751,5.89,1.658353418695017e-08,1925
1752,1752,6.08,1.6583077443706068e-08,1933
1753,1753,6.73,1.658222946114124e-08,1940
1754,1754,9.35,1.6580241649904833e-08,1921
1755,1755,6.77,1.657708175570701e-08,1936
1756,1756,10.3,1.657569282215114e-08,1925
1757,1757,6.28,1.657491460800001e-08,1923
1758,1758,8.77,1.6572547325898246e-08,1926
1759,1759,9.24,1.6573778975894517e-08,1990
1760,1760,6.22,1.6570342869364956e-08,1928
1761,1761,9.25,1.656869981942817e-08,1923
1762,1762,7.61,1.6564919557893738e-08,1919
1763,1763,9.46,1.656383570938721e-08,1916
1764,1764,6.79,1.6561457754884857e-08,1924
1765,1765,12.91,1.656152079508666e-08,1981
1766,1766,12.91,1.6182105883390175e-08,1981
1767,1767,12.91,1.612506304271399e-08,1981
1768,1768,12.91,1.565705780070569e-08,1981
1769,1769,12.68,1.656152079508666e-08,1981
1770,1770,12.68,1.6182105883390175e-08,1981
1771,1771,12.68,1.612506304271399e-08,1981
1772,1772,12.68,1.565705780070569e-08,1981
1773,1773,12.8,1.656152079508666e-08,1981
1774,1774,12.8,1.6182105883390175e-08,1981
1775,1775,12.8,1.612506304271399e-08,1981
1776,1776,12.8,1.565705780070569e-08,1981
1777,1777,12.91,1.656152079508666e-08,1981
1778,1778,12.91,1.6182105883390175e-08,1981
1779,1779,12.91,1.612506304271399e-08,1981
1780,1780,12.91,1.565705780070569e-08,1981
1781,1781,8.61,1.6560979234404955e-08,1919
1782,1782,9.19,1.655938332819291e-08,1999
1783,1783,6.05,1.6557589647099403e-08,1914
1784,1784,6.24,1.655729200976694e-08,1925
1785,1785,8.37,1.6556551404009116e-08,1948
1786,1786,10.14,1.6554457311096812e-08,1916
1787,1787,8.4,1.6552662657001788e-08,1925
1788,1788,6.55,1.6550460501567337e-08,1925
1789,1789,9.14,1.655014766225477e-08,1986
1790,1790,8.84,1.6548452447618785e-08,1946
1791,1791,5.93,1.6548297130558385e-08,1931
1792,1792,6.81,1.6548150834628267e-08,1924
1793,1793,5.56,1.6543409884944156e-08,1923
1794,1794,6.41,1.654264185683413e-08,1929
1795,1795,6.35,1.6543004369542524e-08,1926
1796,1796,5.94,1.65429387429811e-08,1926
1797,1797,12.27,1.6541375174335897e-08,1981
1798,1798,5.88,1.6539513279671775e-08,1924
1799,1799,9.36,1.653756323424674e-08,1921
1800,1800,6.58,1.6536014538409198e-08,1925
1801,1801,5.67,1.6535256361713784e-08,1923
1802,1802,9.67,1.6535596423584607e-08,1982
1803,1803,10.59,1.653490893686157e-08,1904
1804,1804,4.39,1.6532970405329035e-08,1957
1805,1805,9.36,1.6532788869143857e-08,1990
1806,1806,8.76,1.653051623478652e-08,1925
1807,1807,5.94,1.65305388974071e-08,1938
1808,1808,8.4,1.653085119002706e-08,1926
1809,1809,9.43,1.6529260228199466e-08,1914
1810,1810,8.88,1.6525435994916744e-08,1969
1811,1811,6.52,1.6523504572262722e-08,1932
1812,1812,6.09,1.6522834279431453e-08,1938
1813,1813,6.5,1.6522051741773245e-08,1941
1814,1814,9.58,1.65228105239892e-08,1987
1815,1815,9.33,1.6520770218277028e-08,0
1816,1816,10.52,1.6520933427517812e-08,2007
1817,1817,5.73,1.6519707791629486e-08,1931
1818,1818,12.64,1.65202194447782e-08,1989
1819,1819,9.79,1.651808280741881e-08,1936
1820,1820,9.79,2.9840102201235424e-09,1936
1821,1821,9.06,7.082627075802831e-10,1954
1822,1822,9.06,1.5733038494161915e-08,1954
1823,1823,8.68,1.6518054896412725e-08,1923
1824,1824,8.78,1.6511789019442078e-08,1922
1825,1825,3.77,1.6511789019442078e-08,1922
1826,1826,10.43,1.6509359584580885e-08,1925
1827,1827,9.29,1.6510807633967258e-08,1913
1828,1828,8.21,1.650917042399166e-08,1922
1829,1829,8.78,1.6507788442019038e-08,1922
1830,1830,9.29,1.6503167346979052e-08,1929
1831,1831,9.29,1.0970670470108028e-09,1929
1832,1832,12.22,1.6500645337785453e-08,2002
1833,1833,12.14,1.648987133912577e-08,2002
1834,1834,9.11,1.648973893972988e-08,1922
1835,1835,5.5,1.6485995043097014e-08,1923
1836,1836,5.5,8.72043027560242e-10,1923
1837,1837,11.56,1.6483726024502753e-08,1991
1838,1838,9.33,1.6484026648630632e-08,1964
1839,1839,5.99,1.648042810182881e-08,1920
1840,1840,11.02,1.6479998616181766e-08,1999
1841,1841,6.13,1.6478768724302694e-08,1925
1842,1842,6.11,1.647789523943786e-08,1915
1843,1843,6.11,2.2161210626838828e-09,1915
1844,1844,3.46,1.2176921418865414e-08,1915
1845,1845,3.46,4.397723905843197e-09,1915
1846,1846,6.07,1.2176921418865414e-08,1940
1847,1847,6.07,4.397723905843197e-09,1940
1848,1848,5.96,1.6475424703708765e-08,1925
1849,1849,6.35,1.647555032704897e-08,1936
1850,1850,8.68,1.6475313054674214e-08,1952
1851,1851,11.71,1.6476161318124227e-08,2004
1852,1852,6.31,1.6474850023240816e-08,1927
1853,1853,5.43,1.6468087858098857e-08,1929
1854,1854,12.72,1.646852160029531e-08,1981
1855,1855,5.74,1.6465676087602575e-08,1924
1856,1856,11.72,1.6462883821932842e-08,1991
1857,1857,9.81,1.6462391828840365e-08,1926
1858,1858,9.03,1.6461997128508293e-08,1926
1859,1859,8.05,1.6461425624977103e-08,1925
1860,1860,8.05,1.3249314311349866e-09,1925
1861,1861,6.29,1.6459591617222104e-08,1925
1862,1862,8.49,1.6458890181666994e-08,1950
1863,1863,10.29,1.6458040833792777e-08,1964
1864,1864,9.33,1.6451100664252745e-08,1923
1865,1865,5.96,1.6450417961434685e-08,1908
1866,1866,6.27,1.644816941833523e-08,1926
1867,1867,11.82,1.6447507430011156e-08,1990
1868,1868,6.16,1.6446878329649863e-08,1925
1869,1869,9.28,1.644477790201505e-08,1954
1870,1870,11.98,1.643998812999771e-08,1991
1871,1871,6.47,1.6440151523327457e-08,1907
1872,1872,5.53,1.6436988775224812e-08,1924
1873,1873,9.47,1.643675819134008e-08,1935
1874,1874,8.89,1.6438234353270307e-08,1964
1875,1875,9.43,1.6438577713006325e-08,1924
1876,1876,9.31,1.6436779659770724e-08,1947
1877,1877,8.16,1.6435465560274328e-08,1936
1878,1878,6.92,1.643517636840295e-08,1910
1879,1879,6.92,1.4703087137806512e-09,1910
1880,1880,6.05,1.6431241383926052e-08,1922
1881,1881,7.18,1.643179393011344e-08,1924
1882,1882,6.69,1.6429868002622758e-08,1930
1883,1883,9.77,1.6428360748984604e-08,1977
1884,1884,5.83,1.6426439701934644e-08,1926
1885,1885,5.98,1.6426805540074013e-08,1931
1886,1886,8.52,1.6425438917582444e-08,1924
1887,1887,10.61,1.6423130465261866e-08,1982
1888,1888,10.61,2.8178662410906187e-09,1982
1889,1889,7.18,1.642070965561315e-08,1909
1890,1890,7.18,5.1953397463906465e-09,1909
1891,1891,4.9,1.642070965561315e-08,1909
1892,1892,4.9,5.1953397463906465e-09,1909
1893,1893,9.42,1.6416515183819644e-08,1949
1894,1894,9.19,1.6415966880867323e-08,1925
1895,1895,5.93,1.6416185232279766e-08,1931
1896,1896,6.25,1.6414969213844335e-08,1925
1897,1897,8.95,1.6411380643533754e-08,1987
1898,1898,6.34,1.6410675162748083e-08,1926
1899,1899,9.14,1.6407674485458113e-08,1927
1900,1900,6.66,1.6403040667770508e-08,1935
1901,1901,9.42,1.6402768668193855e-08,1990
1902,1902,10.36,1.6403431302370374e-08,1981
1903,1903,6.28,1.6402765718144688e-08,1935
1904,1904,8.87,1.6400792073541587e-08,1976
1905,1905,9.31,1.639967248199552e-08,1990
1906,1906,10.78,1.640020113609419e-08,1981
1907,1907,6.03,1.6398214375002024e-08,1924
1908,1908,8.61,1.639994644782444e-08,1968
1909,1909,8.31,1.639969385358163e-08,1912
1910,1910,10.86,1.6397802782303754e-08,1987
1911,1911,9.19,1.639537515258399e-08,1947
1912,1912,5.95,1.6393813830877194e-08,1940
1913,1913,9.54,1.6392626283190808e-08,2002
1914,1914,9.1,1.6391602662342566e-08,1952
1915,1915,9.1,1.6392533930449334e-08,1941
1916,1916,8.66,1.639063066838432e-08,1923
1917,1917,8.02,1.638792451170839e-08,1937
1918,1918,11.59,1.6387200904993474e-08,0
1919,1919,10.97,1.6386724685938538e-08,1981
1920,1920,6.05,1.6387218519173406e-08,1926
1921,1921,9.36,1.638787658234796e-08,1914
1922,1922,9.66,1.638435334810154e-08,1948
1923,1923,9.03,1.6385077410168706e-08,1923
1924,1924,7.6,1.6380268825656024e-08,1923
1925,1925,9.3,1.6380033970566584e-08,1929
1926,1926,6.33,1.637475533887858e-08,1922
1927,1927,9.15,1.6374854795120716e-08,1916
1928,1928,9.29,1.6371933186938922e-08,1927
1929,1929,6.69,1.637172293172474e-08,1938
1930,1930,5.93,1.637201509742391e-08,1957
1931,1931,5.28,1.636283001892327e-08,1906
1932,1932,6.16,1.636343982947377e-08,1951
1933,1933,9.18,1.6363504670729045e-08,1989
1934,1934,5.73,1.6360618045415664e-08,1925
1935,1935,4.96,1.6360520781990246e-08,1913
1936,1936,4.96,4.920489518275577e-09,1913
1937,1937,8.87,1.6358673758685313e-08,1984
1938,1938,5.97,1.6355635562530555e-08,1924
1939,1939,7.58,1.6357445804423383e-08,1912
1940,1940,7.58,2.6570356906522085e-09,1912
1941,1941,4.77,1.6357445804423383e-08,1912
1942,1942,4.77,2.6570356906522085e-09,1912
1943,1943,9.75,1.635412811098429e-08,1920
1944,1944,8.99,1.635401130662675e-08,1923
1945,1945,11.91,1.635502464111659e-08,2008
1946,1946,5.92,1.6347447342109855e-08,1924
1947,1947,6.26,1.634592472010622e-08,1926
1948,1948,8.82,1.6346359017997218e-08,1966
1949,1949,5.43,1.6344051460029897e-08,1923
1950,1950,9.33,1.6341002879702956e-08,1925
1951,1951,6.01,1.6341206676404017e-08,1925
1952,1952,6.06,1.6337668545964285e-08,1936
1953,1953,8.99,1.6336282294658048e-08,1922
1954,1954,9.5,1.633821449397226e-08,1911
1955,1955,8.55,1.6336060514046843e-08,1923
1956,1956,8.15,1.63356938374842e-08,1923
1957,1957,6.34,1.6332893760937223e-08,1924
1958,1958,6.14,1.6332281710134484e-08,1938
1959,1959,8.7,1.6334680309178458e-08,1922
1960,1960,9.6,1.6330642820258607e-08,1964
1961,1961,8.54,1.632882418944344e-08,1921
1962,1962,9.61,1.632827432146088e-08,1916
1963,1963,5.59,1.6325170766755876e-08,1925
1964,1964,8.62,1.632346769156757e-08,1988
1965,1965,5.7,1.63239424967922e-08,1922
1966,1966,9.85,1.632310025092984e-08,1975
1967,1967,10.4,1.6318624188584393e-08,1984
1968,1968,6.48,1.631339824389222e-08,1928
1969,1969,5.92,1.6310864770289118e-08,1933
1970,1970,9.18,1.6310643662791444e-08,1989
1971,1971,5.74,1.6309237675631446e-08,1926
1972,1972,9.26,1.630351932698472e-08,1979
1973,1973,6.64,1.6301609875412555e-08,1926
1974,1974,7.49,1.6299266548510324e-08,1924
1975,1975,6.07,1.629326187415741e-08,1924
1976,1976,9.33,1.6291043534717957e-08,0
1977,1977,9.2,1.629161535171191e-08,1984
1978,1978,9.87,1.6289535620357146e-08,1908
1979,1979,9.33,1.628810885810979e-08,1924
1980,1980,6.2,1.6287008826841076e-08,1926
1981,1981,8.67,1.6286696517343234e-08,1922
1982,1982,5.66,1.6282058407461952e-08,1959
1983,1983,9.27,1.627901641171093e-08,1924
1984,1984,8.35,1.6275418390695928e-08,1923
1985,1985,8.82,1.6274247486087608e-08,1929
1986,1986,8.77,1.6272781031842075e-08,1951
1987,1987,12.13,1.626888488286996e-08,2002
1988,1988,9.28,1.6269978322424864e-08,2005
1989,1989,9.28,1.0366072641680678e-09,2005
1990,1990,9.46,1.626570202342521e-08,1979
1991,1991,10.16,1.626670722653237e-08,1925
1992,1992,10.06,1.6264818159103382e-08,1938
1993,1993,9.03,1.6264589911201627e-08,1930
1994,1994,9.15,1.6265074894072053e-08,1908
1995,1995,11.91,1.6261787027807233e-08,1991
1996,1996,5.91,1.6260467699157334e-08,1928
1997,1997,6.09,1.6258189934728465e-08,1927
1998,1998,10.76,1.625834742578651e-08,2004
1999,1999,8.74,1.6257226913695883e-08,1992
2000,2000,5.0,1.625584576801767e-08,1914
2001,2001,5.0,3.4432946912146573e-09,1914
2002,2002,10.99,1.625583145760326e-08,1900
2003,2003,6.14,1.6253057965026402e-08,1923
2004,2004,9.23,1.6251175666325655e-08,1926
2005,2005,6.18,1.625089789912452e-08,1925
2006,2006,11.64,1.6253505044039948e-08,1981
2007,2007,12.06,1.6245285671503338e-08,1991
2008,2008,9.24,1.6245204304974245e-08,1973
2009,2009,6.53,1.6244804347027153e-08,1925
2010,2010,9.4,1.6245272608931908e-08,1973
2011,2011,9.14,1.6242964152291346e-08,1924
2012,2012,9.47,1.6242713250193836e-08,1908
2013,2013,9.37,1.6240107596510224e-08,1923
2014,2014,5.88,1.62352794134695e-08,1924
2015,2015,5.88,9.603538584395797e-10,1924
2016,2016,6.45,1.6235813804176383e-08,1924
2017,2017,9.42,1.6233994265938828e-08,1981
2018,2018,6.67,1.6226281722339165e-08,1924
2019,2019,6.31,1.622556816833702e-08,1922
2020,2020,6.31,6.032027049969316e-09,1922
