,label,index,OBJECTID,vintage,idf.kw,FootprintArea.m2,building.area.m2,HEIGHT
0,3,10001,10001,before 1980,SingleFamily-pre-1980,292.3854116545027,196.019,16.58
1,3,10002,10002,before 1980,SingleFamily-pre-1980,219.5671710145509,181.2479,18.52
2,3,10003,10003,1981-2008 (2004),SingleFamily-2004,430.3203114868171,340.943,27.6
3,2,10004,10004,before 1980,SingleFamily-pre-1980,221.77246888065628,133.2186,14.79
4,3,10005,10005,before 1980,SingleFamily-pre-1980,322.855165030227,223.5174,13.81
5,1,10006,10006,before 1980,SingleFamily-pre-1980,207.98703559633967,210.5114,24.86
6,3,10007,10007,before 1980,SingleFamily-pre-1980,199.5711879147857,208.2818,21.27
7,3,10008,10008,before 1980,SingleFamily-pre-1980,259.7947657742485,159.4164,15.68
8,4,10009,10009,before 1980,SingleFamily-pre-1980,283.8861246736432,191.0024,16.29
9,4,10010,10010,1981-2008 (2004),SingleFamily-2004,387.14996241501217,409.9677,15.55
10,2,10011,10011,before 1980,SingleFamily-pre-1980,289.1717501503306,182.3627,17.15
11,1,10012,10012,before 1980,SingleFamily-pre-1980,173.70452438885113,119.0978,16.8
12,3,10013,10013,before 1980,SingleFamily-pre-1980,292.5970772665536,251.0158,19.09
13,0,10014,10014,before 1980,SingleFamily-pre-1980,261.895953500305,290.6841,15.98
14,1,10015,10015,before 1980,SingleFamily-pre-1980,352.9363686923328,330.5382,20.67
15,3,10016,10016,before 1980,SingleFamily-pre-1980,612.4758009333366,334.44,18.42
16,3,10017,10017,before 1980,SingleFamily-pre-1980,336.5110003958082,323.4778,25.09
17,3,10018,10018,before 1980,SingleFamily-pre-1980,255.4693606057471,261.1419,25.41
18,4,10019,10019,before 1980,SingleFamily-pre-1980,249.58295523929385,258.0762,25.35
19,1,10020,10020,before 1980,SingleFamily-pre-1980,260.1397949954193,271.0822,22.76
20,3,10021,10021,before 1980,SingleFamily-pre-1980,259.7570078645145,168.7064,13.74
21,2,10022,10022,before 1980,SingleFamily-pre-1980,328.82972112165646,192.8604,14.27
22,2,10023,10023,before 1980,SingleFamily-pre-1980,442.1194938983143,361.1952,18.38
23,1,10024,10024,before 1980,SingleFamily-pre-1980,297.7666933815217,187.2864,13.59
24,1,10025,10025,before 1980,SingleFamily-pre-1980,206.2333276101025,148.64,19.97
25,1,10026,10026,before 1980,SingleFamily-pre-1980,274.4264630060505,195.7403,19.51
26,4,10027,10027,before 1980,SingleFamily-pre-1980,505.0317752345683,284.7385,18.04
27,1,10029,10029,before 1980,SingleFamily-pre-1980,267.40995591023795,168.7064,14.47
28,4,10030,10030,before 1980,SingleFamily-pre-1980,234.47950813587303,139.7216,17.25
29,0,10031,10031,1981-2008 (2004),SingleFamily-2004,430.1462725994717,434.4933,26.89
30,0,10032,10032,before 1980,SingleFamily-pre-1980,466.0307239986143,302.3895,16.21
31,1,10034,10034,before 1980,SingleFamily-pre-1980,306.8857034625848,180.7834,15.73
32,3,10035,10035,before 1980,SingleFamily-pre-1980,278.343424615461,172.9798,13.89
33,3,10036,10036,1981-2008 (2004),SingleFamily-2004,430.4554484737287,328.9589,22.57
34,3,10037,10037,before 1980,SingleFamily-pre-1980,240.4820398261471,139.7216,14.74
35,3,10038,10038,before 1980,SingleFamily-pre-1980,222.277442946693,140.6506,13.21
36,1,10039,10039,before 1980,SingleFamily-pre-1980,209.2535805235946,181.2479,21.18
37,2,10040,10040,before 1980,SingleFamily-pre-1980,482.9676889065794,384.1415,23.54
38,2,10041,10041,before 1980,SingleFamily-pre-1980,217.33202535108103,142.5086,20.26
39,1,10042,10042,before 1980,MultiFamily-pre-1980,404.0708544075807,623.359,30.14
40,1,10043,10043,before 1980,SingleFamily-pre-1980,488.3378469372213,977.6796,36.54
41,1,10044,10044,before 1980,SingleFamily-pre-1980,266.55456687955007,190.3521,17.67
42,3,10045,10045,before 1980,SingleFamily-pre-1980,318.1452561732269,181.3408,16.57
43,2,10046,10046,before 1980,SingleFamily-pre-1980,254.94625237235925,170.0999,15.28
44,0,10047,10047,before 1980,SingleFamily-pre-1980,279.93793907897555,191.7456,15.71
45,1,10048,10048,before 1980,SingleFamily-pre-1980,188.72254046958105,146.4104,13.56
46,1,10049,10049,before 1980,SingleFamily-pre-1980,211.37229345052185,166.0123,16.58
47,1,10050,10050,before 1980,SingleFamily-pre-1980,286.8068943800856,299.8812,17.68
48,1,10051,10051,1981-2008 (2004),SingleFamily-2004,190.06724560710407,384.0486,24.77
49,2,10052,10052,before 1980,SingleFamily-pre-1980,193.89259403546703,240.7039,24.59
50,2,10053,10053,1981-2008 (2004),SingleFamily-2004,337.0366009078918,389.3439,27.24
51,4,10054,10054,before 1980,SingleFamily-pre-1980,277.505497244152,170.7502,13.03
52,1,10055,10055,before 1980,SingleFamily-pre-1980,356.94352759704657,302.2966,21.05
53,3,10056,10056,before 1980,SingleFamily-pre-1980,271.41575824359853,155.5146,12.4
54,4,10057,10057,before 1980,SingleFamily-pre-1980,335.3250104335202,210.6043,13.68
55,1,10058,10058,before 1980,SingleFamily-pre-1980,217.53945397969096,148.2684,13.65
56,3,10059,10059,before 1980,SingleFamily-pre-1980,228.6571788604102,137.1204,10.66
57,3,10060,10060,before 1980,SingleFamily-pre-1980,324.7840823922413,152.0773,15.4
58,2,10062,10062,before 1980,SingleFamily-pre-1980,269.17912848238336,155.5146,17.37
59,4,10063,10063,before 1980,SingleFamily-pre-1980,264.7641837080727,152.0773,17.19
60,2,10064,10064,before 1980,SingleFamily-pre-1980,285.04590142122123,177.7177,14.98
61,2,10066,10066,before 1980,SingleFamily-pre-1980,288.75939833608567,193.0462,17.38
62,2,1007,1007,1981-2008 (2004),SingleFamily-2004,149.1773636509589,227.605,26.07
63,1,10074,10074,before 1980,SingleFamily-pre-1980,290.04248000231684,213.2984,16.56
64,3,10075,10075,before 1980,SingleFamily-pre-1980,276.0220520511073,179.297,19.71
65,3,10076,10076,before 1980,SingleFamily-pre-1980,235.11844110438548,191.374,20.3
66,3,10077,10077,before 1980,SingleFamily-pre-1980,307.8402379435779,418.4216,23.35
67,2,10078,10078,before 1980,SingleFamily-pre-1980,236.6190007230736,212.1836,24.23
68,3,10079,10079,before 1980,SingleFamily-pre-1980,225.85964670597923,133.2186,15.37
69,1,1008,1008,before 1980,SingleFamily-pre-1980,135.91334375992506,103.0261,26.47
70,1,10080,10080,before 1980,SingleFamily-pre-1980,259.4281829966494,191.5598,16.15
71,1,10081,10081,before 1980,SingleFamily-pre-1980,416.17675952636506,348.1892,25.91
72,1,10082,10082,before 1980,SingleFamily-pre-1980,292.4304096604929,225.1896,17.28
73,3,10083,10083,before 1980,SingleFamily-pre-1980,362.1318369970474,234.8512,16.12
74,1,10084,10084,before 1980,SingleFamily-pre-1980,348.3877842104329,236.0589,13.42
75,3,10085,10085,before 1980,SingleFamily-pre-1980,366.98714764431634,296.6297,23.07
76,1,10086,10086,1981-2008 (2004),SingleFamily-2004,666.6710001767551,492.5558,22.32
77,2,10090,10090,before 1980,SingleFamily-pre-1980,190.94359032000108,251.3874,18.57
78,1,10091,10091,before 1980,SingleFamily-pre-1980,261.388239470371,240.9826,21.49
79,1,10093,10093,before 1980,SingleFamily-pre-1980,288.22131226752646,350.4188,26.9
80,3,10094,10094,before 1980,SingleFamily-pre-1980,321.9600943498951,281.2083,19.01
81,2,10095,10095,before 1980,SingleFamily-pre-1980,335.52394737037747,236.2447,23.92
82,2,10097,10097,before 1980,SingleFamily-pre-1980,313.56216500272257,212.9268,28.93
83,3,10098,10098,before 1980,SingleFamily-pre-1980,255.02726469923832,228.0695,22.43
84,1,10099,10099,before 1980,SingleFamily-pre-1980,248.23916276509087,228.0695,23.11
85,2,1010,1010,before 1980,MultiFamily-pre-1980,219.6125230728496,332.3962,33.73
86,3,10103,10103,before 1980,SingleFamily-pre-1980,338.5779586012728,307.3132,18.47
87,2,10105,10105,1981-2008 (2004),SingleFamily-2004,508.7342462095687,752.49,32.01
88,4,10106,10106,1981-2008 (2004),SingleFamily-2004,304.8774608006373,303.9688,14.73
89,2,10107,10107,before 1980,MultiFamily-pre-1980,357.043655520908,546.1591,31.01
90,3,10108,10108,before 1980,SingleFamily-pre-1980,220.94704512731136,130.4316,16.57
91,1,10113,10113,before 1980,SingleFamily-pre-1980,181.7920867442857,112.5019,18.79
92,1,10115,10115,before 1980,SingleFamily-pre-1980,208.18833544536275,225.1896,15.39
93,3,10116,10116,1981-2008 (2004),SingleFamily-2004,313.9577467210113,372.7148,27.09
94,2,10117,10117,1981-2008 (2004),SingleFamily-2004,512.1343293845221,371.6,16.69
95,1,10119,10119,1981-2008 (2004),SingleFamily-2004,430.7023180138478,334.7187,20.83
96,1,1012,1012,before 1980,SingleFamily-pre-1980,81.71401195366896,117.7972,24.95
97,1,10120,10120,1981-2008 (2004),SingleFamily-2004,762.2500122270988,586.0132,18.39
98,2,10121,10121,before 1980,SingleFamily-pre-1980,247.54587973091992,232.8074,22.83
99,2,10122,10122,before 1980,SingleFamily-pre-1980,304.5393855238204,264.0218,22.99
100,1,10123,10123,before 1980,SingleFamily-pre-1980,734.8410859701621,867.5002,29.4
101,3,10124,10124,before 1980,SingleFamily-pre-1980,392.781800767068,243.4909,15.64
102,1,10125,10125,before 1980,SingleFamily-pre-1980,267.02741965212147,220.5446,21.57
103,3,10126,10126,before 1980,SingleFamily-pre-1980,489.7445008050963,687.0884,29.64
104,3,10127,10127,before 1980,SingleFamily-pre-1980,223.2250127411329,227.4192,20.96
105,1,10128,10128,1981-2008 (2004),SingleFamily-2004,509.01347769439946,419.6293,18.34
106,1,10131,10131,before 1980,SingleFamily-pre-1980,135.8317455574015,113.8954,15.66
107,2,10132,10132,1981-2008 (2004),SingleFamily-2004,170.2707205128155,238.0098,26.18
108,2,10133,10133,before 1980,SingleFamily-pre-1980,250.68284485980183,138.2352,15.19
109,3,10134,10134,before 1980,SingleFamily-pre-1980,219.2914597660481,121.699,13.42
110,3,10143,10143,before 1980,SingleFamily-pre-1980,583.6883302831236,416.192,21.04
111,3,10144,10144,before 1980,SingleFamily-pre-1980,183.55767319347808,262.5354,26.81
112,2,10145,10145,before 1980,SingleFamily-pre-1980,392.4113998663544,233.8293,17.25
113,3,10146,10146,before 1980,SingleFamily-pre-1980,197.07100752123648,208.2818,25.08
114,2,10148,10148,before 1980,SingleFamily-pre-1980,230.56695983056835,150.2193,15.78
115,3,10149,10149,before 1980,SingleFamily-pre-1980,277.86921781751937,178.8325,22.33
116,4,1015,1015,1981-2008 (2004),MultiFamily-2004,174.53891328681985,231.5068,34.59
117,0,10150,10150,before 1980,SingleFamily-pre-1980,256.50155203263404,167.7774,13.47
118,1,10151,10151,before 1980,SingleFamily-pre-1980,185.43499272633844,153.6566,15.16
119,3,10152,10152,before 1980,SingleFamily-pre-1980,118.01554854072806,128.8523,14.97
120,0,10153,10153,before 1980,SingleFamily-pre-1980,221.02514989274323,123.3712,18.38
121,4,10154,10154,before 1980,SingleFamily-pre-1980,289.4938964063331,175.581,19.49
122,3,10155,10155,before 1980,SingleFamily-pre-1980,240.9969676408125,123.3712,15.76
123,2,10156,10156,before 1980,SingleFamily-pre-1980,262.86989553543145,207.3528,18.63
124,1,10157,10157,before 1980,SingleFamily-pre-1980,249.3887560593679,226.676,22.66
125,1,10158,10158,before 1980,SingleFamily-pre-1980,221.4491817160404,226.676,21.93
126,1,10160,10160,before 1980,SingleFamily-pre-1980,337.2731171690414,167.7774,12.0
127,3,10163,10163,before 1980,SingleFamily-pre-1980,296.904975309953,318.5541,23.81
128,4,10164,10164,before 1980,SingleFamily-pre-1980,254.0858568038884,226.676,23.57
129,1,10166,10166,before 1980,SingleFamily-pre-1980,294.9621309005082,259.0052,24.82
130,0,10167,10167,before 1980,SingleFamily-pre-1980,522.5038954077252,353.1129,23.01
131,3,10168,10168,1981-2008 (2004),SingleFamily-2004,254.82233096917875,264.5792,29.07
132,3,10169,10169,before 1980,SingleFamily-pre-1980,257.5193251094629,245.5347,25.15
133,0,10170,10170,1981-2008 (2004),SingleFamily-2004,302.44282505260816,409.5032,19.69
134,3,10171,10171,before 1980,SingleFamily-pre-1980,296.7569042168435,189.7947,17.45
135,3,10172,10172,before 1980,SingleFamily-pre-1980,322.94508394104537,168.7064,13.81
136,3,10173,10173,before 1980,SingleFamily-pre-1980,267.5928775535345,174.8378,15.57
137,2,10174,10174,1981-2008 (2004),SingleFamily-2004,535.3111330237541,805.1643,30.29
138,4,10175,10175,1981-2008 (2004),SingleFamily-2004,308.1503258690672,373.5509,23.27
139,1,10176,10176,1981-2008 (2004),SingleFamily-2004,574.4858552496289,356.3644,18.56
140,1,10177,10177,1981-2008 (2004),SingleFamily-2004,316.7077011458857,372.7148,27.1
141,1,10178,10178,before 1980,SingleFamily-pre-1980,274.9094701556571,235.8731,24.84
142,2,10183,10183,before 1980,SingleFamily-pre-1980,249.12818350021803,221.3807,24.54
143,1,10184,10184,before 1980,SingleFamily-pre-1980,251.31264696943904,180.5976,12.25
144,1,10185,10185,before 1980,SingleFamily-pre-1980,264.9306256679846,253.1525,26.07
145,4,10187,10187,before 1980,SingleFamily-pre-1980,264.86690556971683,195.09,15.18
146,1,10188,10188,before 1980,SingleFamily-pre-1980,239.64960261297605,240.0536,22.92
147,3,10189,10189,1981-2008 (2004),SingleFamily-2004,361.3306298702376,314.0949,17.75
148,2,1019,1019,before 1980,MultiFamily-pre-1980,91.76599665999728,136.8417,22.33
149,1,10190,10190,before 1980,SingleFamily-pre-1980,252.96177938181447,383.0267,24.62
150,1,10191,10191,before 1980,SingleFamily-pre-1980,242.9399090092862,251.6661,24.91
151,2,10192,10192,before 1980,SingleFamily-pre-1980,327.8674306580659,287.061,20.14
152,1,10194,10194,before 1980,SingleFamily-pre-1980,296.85471931796604,325.6145,20.68
153,1,10197,10197,before 1980,SingleFamily-pre-1980,312.1049926848417,204.1942,13.89
154,1,10198,10198,before 1980,SingleFamily-pre-1980,189.09562052336864,215.9925,23.67
155,4,10199,10199,before 1980,SingleFamily-pre-1980,246.55986975726287,238.3814,22.11
156,3,10200,10200,before 1980,SingleFamily-pre-1980,282.5539963458739,370.671,28.18
157,1,10202,10202,before 1980,SingleFamily-pre-1980,279.09811941067244,309.6357,23.21
158,3,10203,10203,before 1980,SingleFamily-pre-1980,200.27693126935296,208.2818,22.28
159,1,10204,10204,before 1980,SingleFamily-pre-1980,337.58101449233595,225.9328,15.06
160,4,10205,10205,before 1980,SingleFamily-pre-1980,272.42125309788526,168.7064,16.76
161,3,10206,10206,before 1980,SingleFamily-pre-1980,255.94333579288696,258.4478,26.56
162,3,10208,10208,before 1980,SingleFamily-pre-1980,295.75909908763697,183.013,13.86
163,4,10209,10209,before 1980,SingleFamily-pre-1980,245.7690840597122,133.9618,12.02
164,2,10210,10210,before 1980,SingleFamily-pre-1980,232.90948420337912,204.6587,18.03
165,3,10211,10211,before 1980,SingleFamily-pre-1980,264.34163864814246,252.3164,20.51
166,3,10212,10212,before 1980,SingleFamily-pre-1980,330.5740862634124,256.404,18.29
167,3,10213,10213,before 1980,SingleFamily-pre-1980,218.8654791087855,251.3874,22.41
168,3,10214,10214,before 1980,SingleFamily-pre-1980,261.2091540117321,165.9194,15.94
169,3,10215,10215,before 1980,SingleFamily-pre-1980,413.52057905134416,315.3026,26.1
170,3,10216,10216,before 1980,SingleFamily-pre-1980,200.5164128695928,208.2818,24.62
171,3,10217,10217,before 1980,SingleFamily-pre-1980,293.9606414553187,212.0907,17.12
172,3,10218,10218,before 1980,SingleFamily-pre-1980,206.87893701378644,210.5114,24.37
173,3,10219,10219,before 1980,SingleFamily-pre-1980,339.30070638353635,192.8604,13.59
174,1,1022,1022,1981-2008 (2004),SingleFamily-2004,115.08403402915074,284.274,23.53
175,3,10220,10220,before 1980,SingleFamily-pre-1980,295.7219596973671,181.7124,16.4
176,3,10221,10221,before 1980,SingleFamily-pre-1980,248.10825549374664,202.8936,21.07
177,3,10222,10222,before 1980,SingleFamily-pre-1980,317.6335675180161,266.8088,15.32
178,3,10224,10224,before 1980,SingleFamily-pre-1980,219.4708769829636,221.4736,23.09
179,1,10227,10227,1981-2008 (2004),SingleFamily-2004,338.5614181765233,391.9451,26.46
180,3,10228,10228,before 1980,SingleFamily-pre-1980,219.16861119170449,211.4404,17.9
181,4,10230,10230,before 1980,SingleFamily-pre-1980,284.0108793410919,154.7714,12.39
182,2,10231,10231,before 1980,SingleFamily-pre-1980,561.657734310032,518.7536,16.7
183,2,10232,10232,1981-2008 (2004),SingleFamily-2004,492.0862338864751,453.0733,19.11
184,4,10234,10234,before 1980,SingleFamily-pre-1980,309.7058211455542,176.1384,13.99
185,3,10235,10235,before 1980,SingleFamily-pre-1980,320.01634318442336,245.8134,21.25
186,3,10236,10236,1981-2008 (2004),SingleFamily-2004,252.5736834821547,331.653,23.73
187,2,10238,10238,before 1980,SingleFamily-pre-1980,422.58830392773416,374.7586,17.9
188,3,10239,10239,before 1980,SingleFamily-pre-1980,295.39609407011534,181.7124,20.5
189,1,10240,10240,before 1980,SingleFamily-pre-1980,332.0149378823136,355.8999,25.53
190,3,10241,10241,before 1980,SingleFamily-pre-1980,188.52975832354144,236.895,21.32
191,3,10242,10242,before 1980,SingleFamily-pre-1980,179.50112434607544,141.9512,13.33
192,1,10243,10243,before 1980,SingleFamily-pre-1980,228.5907576797715,156.2578,18.86
193,3,10245,10245,before 1980,SingleFamily-pre-1980,175.01518681784742,221.9381,24.37
194,3,10246,10246,1981-2008 (2004),SingleFamily-2004,236.8268807923713,306.4771,31.7
195,2,10253,10253,before 1980,SingleFamily-pre-1980,259.91947188751595,239.1246,24.75
196,1,10254,10254,before 1980,SingleFamily-pre-1980,237.7788186030208,135.0766,14.84
197,1,10256,10256,before 1980,SingleFamily-pre-1980,245.97651759270653,139.7216,16.15
198,4,10258,10258,before 1980,SingleFamily-pre-1980,307.2309887483537,211.1617,16.56
199,1,10259,10259,before 1980,SingleFamily-pre-1980,276.4158535901851,133.9618,18.2
200,3,10260,10260,before 1980,SingleFamily-pre-1980,313.460185446858,199.5492,17.11
201,4,10261,10261,before 1980,SingleFamily-pre-1980,271.47540586116804,230.7636,19.2
202,3,10262,10262,before 1980,SingleFamily-pre-1980,552.0370658167635,409.7819,14.93
203,2,10263,10263,before 1980,SingleFamily-pre-1980,276.30888982309915,197.6912,23.01
204,2,10264,10264,before 1980,SingleFamily-pre-1980,159.83393735881637,114.267,15.74
205,2,10268,10268,before 1980,SingleFamily-pre-1980,143.92527924520462,114.4528,12.69
206,2,1027,1027,before 1980,SingleFamily-pre-1980,75.1828872430526,71.7188,18.42
207,3,10270,10270,before 1980,SingleFamily-pre-1980,41.28238824873058,65.959,8.08
208,0,10271,10271,before 1980,SingleFamily-pre-1980,277.06082694517966,158.0229,10.12
209,2,10272,10272,before 1980,SingleFamily-pre-1980,276.83771452698,175.581,13.5
210,3,10273,10273,before 1980,SingleFamily-pre-1980,286.05818379365013,184.6852,15.16
211,4,10274,10274,before 1980,SingleFamily-pre-1980,285.2563020101127,172.7011,13.86
212,3,10276,10276,before 1980,SingleFamily-pre-1980,276.0554068049453,230.7636,18.67
213,3,10277,10277,before 1980,SingleFamily-pre-1980,296.6111792048671,203.1723,17.53
214,3,10278,10278,before 1980,SingleFamily-pre-1980,269.2401430823166,226.676,24.94
215,3,10279,10279,before 1980,SingleFamily-pre-1980,307.82552394834295,187.2864,15.6
216,1,1028,1028,1981-2008 (2004),SingleFamily-2004,97.88723289172282,142.7873,26.55
217,3,10280,10280,before 1980,SingleFamily-pre-1980,296.1762688061605,187.2864,12.94
218,2,10281,10281,before 1980,SingleFamily-pre-1980,227.891607728912,226.676,23.18
219,3,10282,10282,before 1980,SingleFamily-pre-1980,312.32802392116383,187.2864,18.2
220,0,10283,10283,before 1980,SingleFamily-pre-1980,241.57503734990647,242.0974,20.39
221,3,10284,10284,before 1980,SingleFamily-pre-1980,779.3481102972258,562.5095,22.22
222,1,10285,10285,1981-2008 (2004),SingleFamily-2004,349.3149575475694,317.0677,24.78
223,3,10289,10289,before 1980,SingleFamily-pre-1980,207.24873270649687,216.457,23.84
224,4,1029,1029,before 1980,MultiFamily-pre-1980,45.20629333430762,55.4613,17.18
225,3,10290,10290,before 1980,SingleFamily-pre-1980,276.6297540490632,230.7636,19.63
226,2,10291,10291,before 1980,SingleFamily-pre-1980,309.918483495326,172.8869,15.81
227,0,10297,10297,before 1980,SingleFamily-pre-1980,251.44661586068304,153.6566,15.27
228,0,10298,10298,before 1980,SingleFamily-pre-1980,179.66897382140988,136.9346,19.66
229,3,10301,10301,before 1980,SingleFamily-pre-1980,372.9226475381939,239.5891,13.61
230,2,10304,10304,before 1980,SingleFamily-pre-1980,240.9792267569746,203.5439,22.49
231,3,10305,10305,before 1980,SingleFamily-pre-1980,203.80613667324647,204.7516,25.2
232,3,10306,10306,before 1980,SingleFamily-pre-1980,183.74126651607736,103.119,16.91
233,3,10307,10307,before 1980,SingleFamily-pre-1980,173.68993130098428,143.066,14.77
234,3,10308,10308,before 1980,SingleFamily-pre-1980,210.207263371657,152.4489,17.18
235,3,10309,10309,before 1980,SingleFamily-pre-1980,302.5280285997848,218.8724,17.04
236,3,10311,10311,before 1980,SingleFamily-pre-1980,125.86781528873544,161.9247,21.97
237,0,10312,10312,before 1980,SingleFamily-pre-1980,316.75731310175297,211.9049,20.65
238,3,10313,10313,before 1980,SingleFamily-pre-1980,242.1101270629582,295.2362,21.19
239,0,10314,10314,before 1980,SingleFamily-pre-1980,367.5282853931408,257.333,13.15
240,3,10315,10315,before 1980,SingleFamily-pre-1980,640.3042585025919,301.0889,15.22
241,3,10316,10316,before 1980,SingleFamily-pre-1980,316.5332800098202,211.6262,14.24
242,3,10318,10318,before 1980,SingleFamily-pre-1980,279.76770999545755,175.581,17.79
243,2,10319,10319,before 1980,SingleFamily-pre-1980,257.52117538965456,155.143,18.25
244,3,10321,10321,before 1980,SingleFamily-pre-1980,281.1540579545925,216.457,23.16
245,3,10322,10322,before 1980,SingleFamily-pre-1980,259.7953850674727,153.7495,16.21
246,1,10323,10323,before 1980,SingleFamily-pre-1980,284.819124415362,155.143,14.26
247,3,10325,10325,before 1980,SingleFamily-pre-1980,250.8483415703207,158.5803,14.31
248,3,10326,10326,before 1980,SingleFamily-pre-1980,254.39091250374216,155.143,15.66
249,3,10327,10327,before 1980,SingleFamily-pre-1980,246.24274500389524,166.1052,14.77
250,1,10328,10328,before 1980,SingleFamily-pre-1980,278.8657519382634,159.4164,15.98
251,3,10329,10329,before 1980,SingleFamily-pre-1980,340.4027181695246,192.8604,15.87
252,3,10330,10330,before 1980,SingleFamily-pre-1980,265.09703413042394,167.7774,15.82
253,4,10331,10331,before 1980,SingleFamily-pre-1980,245.52569781400828,150.2193,16.9
254,3,10332,10332,before 1980,SingleFamily-pre-1980,252.6786871631473,263.4644,29.36
255,1,10334,10334,before 1980,SingleFamily-pre-1980,106.22586397444935,81.3804,29.24
256,2,10335,10335,before 1980,SingleFamily-pre-1980,220.13398461405856,221.4736,26.96
257,3,10338,10338,before 1980,SingleFamily-pre-1980,296.640058273748,153.4708,16.69
258,2,10339,10339,before 1980,SingleFamily-pre-1980,166.58089659176017,190.0734,27.18
259,1,10341,10341,before 1980,SingleFamily-pre-1980,327.0397986984978,383.5841,21.08
260,4,10342,10342,before 1980,SingleFamily-pre-1980,206.5137068372761,261.2348,24.08
261,3,10343,10343,before 1980,SingleFamily-pre-1980,334.2760968704594,312.7014,21.7
262,2,10344,10344,1981-2008 (2004),SingleFamily-2004,506.876173084111,333.2323,25.35
263,3,10345,10345,1981-2008 (2004),SingleFamily-2004,268.9422112324569,342.2436,24.42
264,3,10346,10346,before 1980,SingleFamily-pre-1980,299.63482794870765,192.8604,15.85
265,0,10347,10347,before 1980,SingleFamily-pre-1980,383.94382935887927,262.3496,15.87
266,2,1035,1035,before 1980,MultiFamily-pre-1980,72.97528474395196,87.1402,22.9
267,3,10351,10351,before 1980,SingleFamily-pre-1980,251.32897365084423,133.9618,16.63
268,3,10352,10352,before 1980,SingleFamily-pre-1980,270.9070885874623,182.7343,12.53
269,3,10353,10353,before 1980,SingleFamily-pre-1980,265.1046748137039,161.9247,15.2
270,3,10355,10355,before 1980,SingleFamily-pre-1980,263.28962001539344,203.451,16.69
271,3,10357,10357,before 1980,SingleFamily-pre-1980,187.71237366359887,283.8095,31.16
272,3,10358,10358,1981-2008 (2004),SingleFamily-2004,298.450782476064,360.8236,23.3
273,3,10359,10359,before 1980,SingleFamily-pre-1980,250.90140946384864,156.4436,17.06
274,2,1036,1036,before 1980,SingleFamily-pre-1980,108.07259700456368,82.8668,13.66
275,3,10360,10360,before 1980,SingleFamily-pre-1980,279.896142112348,230.7636,19.22
276,1,10361,10361,before 1980,SingleFamily-pre-1980,252.44316900115663,167.7774,17.01
277,0,10362,10362,before 1980,SingleFamily-pre-1980,229.62820054636325,226.676,23.78
278,1,10363,10363,before 1980,SingleFamily-pre-1980,435.3138353051848,392.2238,22.22
279,3,10364,10364,before 1980,SingleFamily-pre-1980,264.3133349480957,191.374,24.15
280,1,10365,10365,before 1980,SingleFamily-pre-1980,242.6280632423021,246.7424,25.08
281,3,10366,10366,before 1980,SingleFamily-pre-1980,247.80467657715465,135.634,13.42
282,2,10367,10367,before 1980,SingleFamily-pre-1980,267.2803532710615,168.7064,12.88
283,1,10369,10369,before 1980,SingleFamily-pre-1980,360.97663292898415,235.966,17.55
284,4,10370,10370,before 1980,SingleFamily-pre-1980,269.56145715751137,320.0405,22.05
285,2,10373,10373,before 1980,SingleFamily-pre-1980,332.4802653032823,191.0024,19.36
286,4,10377,10377,before 1980,SingleFamily-pre-1980,254.5402990782374,135.634,15.33
287,1,10378,10378,before 1980,SingleFamily-pre-1980,233.86955572045764,178.8325,23.17
288,3,10379,10379,before 1980,SingleFamily-pre-1980,241.0516432114845,264.4863,25.52
289,0,10380,10380,before 1980,SingleFamily-pre-1980,301.6690707921376,191.0024,16.64
290,2,10381,10381,before 1980,SingleFamily-pre-1980,216.670974325195,135.634,17.3
291,1,10382,10382,before 1980,SingleFamily-pre-1980,256.1430437556926,150.2193,14.84
292,2,10383,10383,1981-2008 (2004),SingleFamily-2004,293.46503905152935,492.1842,33.29
293,0,10384,10384,before 1980,SingleFamily-pre-1980,257.84738639695706,213.7629,23.68
294,3,10385,10385,before 1980,SingleFamily-pre-1980,226.57434161233687,191.374,24.95
295,2,10386,10386,before 1980,SingleFamily-pre-1980,305.67502936843067,187.2864,15.0
296,0,10387,10387,before 1980,SingleFamily-pre-1980,271.8257581810801,202.8936,19.23
297,0,10388,10388,before 1980,SingleFamily-pre-1980,202.952239164826,208.2818,23.43
298,2,10389,10389,before 1980,SingleFamily-pre-1980,286.5314921905703,187.2864,13.52
299,0,10390,10390,before 1980,SingleFamily-pre-1980,281.10110456829494,187.2864,14.41
300,3,10391,10391,before 1980,SingleFamily-pre-1980,295.1223639577318,187.2864,11.42
301,3,10393,10393,1981-2008 (2004),SingleFamily-2004,271.93237629116146,238.9388,29.55
302,3,10394,10394,before 1980,SingleFamily-pre-1980,243.38403742393083,286.8752,23.06
303,4,10395,10395,before 1980,SingleFamily-pre-1980,463.7462193403309,399.0055,22.41
304,3,10396,10396,before 1980,SingleFamily-pre-1980,259.8218665160993,236.0589,16.65
305,2,10398,10398,1981-2008 (2004),SingleFamily-2004,286.7867739025889,341.0359,25.21
306,3,10399,10399,before 1980,SingleFamily-pre-1980,209.0803332375929,143.4376,15.4
307,3,10401,10401,before 1980,SingleFamily-pre-1980,268.9086491976296,293.7498,21.38
308,3,10402,10402,before 1980,SingleFamily-pre-1980,264.8819875159746,218.9653,22.3
